Evaluate,Store,LuggageStorage,other,Score
pretty good,1,1,0,4.091677327907983
just so so,1,1,0,4.241424011231562
pretty good,1,1,1,4.698832295383467
pretty bad,1,1,1,4.370216073374503
pretty bad,1,1,0,0.664514758002566
pretty good,1,1,0,4.540631477098352
pretty good,1,1,0,4.202549988159204
pretty good,1,1,1,3.1736644245492167
pretty good,1,1,1,4.79828565187705
just so so,1,1,1,4.338418821192941
pretty good,1,1,1,2.451593686738958
pretty good,1,1,1,3.3715875764804597
pretty good,1,1,1,4.916478503278764
pretty good,1,1,0,4.946847837061931
pretty good,1,1,1,2.2128133348830348
pretty good,1,1,1,4.45656079757476
pretty good,1,1,0,4.585795069772058
pretty good,1,1,0,4.6137624167085685
pretty good,1,1,0,2.327080976658914
pretty bad,1,1,0,1.865350813320247
pretty good,1,1,1,1.1025593719809772
pretty good,1,1,0,1.3287529672939913
just so so,1,1,1,3.272534161597077
pretty good,1,1,1,3.0739045205702453
pretty bad,1,1,1,0.25771463433039465
pretty good,1,1,0,2.8887861915834256
pretty good,1,1,1,2.268543122150442
pretty good,1,1,0,4.1693850695761485
just so so,1,1,0,4.25911439914975
pretty bad,1,1,1,2.48891208546931
pretty bad,1,1,0,0.3349126908580565
pretty bad,1,1,1,1.0888582384470142
pretty good,1,1,1,0.8137653016132497
pretty good,1,1,1,2.8516478429458667
pretty bad,1,1,0,2.853700044644177
pretty bad,1,1,0,2.714136383366686
pretty good,1,1,0,2.4927017242559053
pretty bad,1,1,0,2.0973499219627287
pretty bad,1,1,0,2.199108847910704
pretty good,1,1,1,2.4833812126805164
pretty good,1,1,0,2.388131169166963
pretty bad,1,1,0,3.333894394108551
pretty good,1,1,1,0.7439017468000385
pretty good,1,1,0,3.1217445318900845
pretty good,1,1,1,2.0267823185213696
pretty bad,1,1,0,1.7156322842098843
pretty good,1,1,1,2.5912318597437514
pretty good,1,1,1,1.9354689136978056
pretty good,1,1,1,2.569290557515313
pretty good,1,1,0,3.13106177069853
pretty good,1,1,1,2.3179124468684034
just so so,1,1,0,3.5002098514045032
pretty bad,1,1,1,2.758851683169455
pretty bad,1,1,1,1.321351536662886
pretty good,1,1,0,4.608540979762071
pretty bad,1,1,0,0.9606997772568755
pretty bad,1,1,0,2.1304664200626817
pretty bad,1,1,1,2.101233888399839
pretty good,1,1,1,4.077361803310305
pretty bad,1,1,1,0.07535606446672594
pretty good,1,1,0,2.458521502465986
just so so,1,1,1,2.0728459547065543
pretty bad,1,1,1,0.006950554055977443
pretty good,1,1,0,3.3851203847087277
pretty good,1,1,1,2.355627805353411
just so so,1,1,1,1.5172321714478465
pretty bad,1,1,1,1.7647771852296579
pretty bad,1,1,0,1.2948977027208382
pretty bad,1,1,1,3.569717099098103
pretty good,1,1,1,4.536085307343552
pretty good,1,1,0,2.9247272260489505
pretty good,1,1,0,2.413348423784382
pretty bad,1,1,0,1.9571848932051625
pretty good,1,1,1,2.022109337886393
pretty good,1,1,1,2.3855382735255497
pretty bad,1,1,1,1.7312084148067997
pretty bad,1,1,0,1.431385251315176
just so so,1,1,0,2.168029399323634
pretty good,1,1,0,2.595411567445362
just so so,1,1,1,2.4810240031575574
pretty good,1,1,0,4.806093870057067
pretty good,1,1,1,1.2052448767075241
pretty bad,1,1,0,1.885538855875761
pretty bad,1,1,1,1.041620999563483
pretty good,1,1,1,3.0151280225085557
just so so,1,1,1,2.1091307822529295
just so so,1,1,1,3.2656720724350126
just so so,1,1,0,0.5787045324524225
pretty bad,1,1,0,0.683320716231838
just so so,1,1,1,3.840615283938885
pretty good,1,1,0,4.316901568769847
pretty good,1,1,0,3.313626396188101
pretty good,1,1,0,2.535416584043334
pretty bad,1,1,1,4.447989022296842
pretty bad,1,1,1,1.5328981633372547
pretty good,1,1,1,2.224056129482378
pretty good,1,1,0,4.833849533038853
pretty bad,1,1,1,2.802567227859001
pretty bad,1,1,1,0.3116520114093042
just so so,1,1,1,2.0452041459779937
pretty good,1,1,1,3.360501209117835
pretty bad,1,1,1,0.7405060489945449
pretty good,1,1,0,2.5881357352240957
pretty good,1,1,1,3.4226756516410273
pretty bad,1,1,0,1.0584019405544483
pretty bad,1,1,0,1.3762728789699485
pretty bad,1,1,0,1.0784290219079944
pretty bad,1,1,1,2.099418131365158
pretty good,1,1,0,4.68387805744399
pretty bad,1,1,1,1.1114203024265197
pretty good,1,1,0,3.4789150978433927
pretty bad,1,1,0,2.5139672647031657
just so so,1,1,0,2.8684557135563087
pretty good,1,1,1,2.8034288240141305
just so so,1,1,0,2.8334541949491747
pretty bad,1,1,0,1.8055957565611056
pretty bad,1,1,0,2.8862446525938257
pretty bad,1,1,0,1.2549172485988187
pretty bad,1,1,0,3.9486507229453935
pretty good,1,1,1,4.650624274950168
pretty good,1,1,0,2.638101166584764
pretty bad,1,1,1,1.8688962837296264
pretty bad,1,1,1,1.5682303635956372
pretty bad,1,1,0,0.45458394745829556
pretty bad,1,1,0,0.40239899088781805
pretty good,1,1,1,3.3013733561333023
pretty good,1,1,0,3.744282134954897
pretty good,1,1,1,1.6060360977911718
pretty bad,1,1,1,0.2704542658315763
pretty bad,1,1,1,1.7764293082604077
just so so,1,1,1,3.8327634190090607
pretty good,1,1,1,2.5601893349457043
pretty bad,1,1,0,0.9162636129937535
pretty good,1,1,0,2.4720206886438887
pretty bad,1,1,1,2.92569537460357
pretty bad,1,1,1,1.0090253064890564
just so so,1,1,0,2.298991398721961
just so so,1,1,0,3.9059969497254645
pretty bad,1,1,1,2.12876207415738
pretty bad,1,1,1,2.0763015879699216
pretty good,1,1,1,4.0141422634517925
pretty good,1,1,0,2.472102257166844
just so so,1,1,0,3.579259108287694
pretty bad,1,1,1,0.6418935922422205
pretty bad,1,1,1,4.030554288918492
just so so,1,1,1,0.9322177219353754
pretty bad,1,1,1,2.182216739214114
pretty good,1,1,1,2.619757229377984
pretty good,1,1,1,4.351984669261775
pretty good,1,1,0,2.7075218726899846
pretty bad,1,1,0,4.967915711669064
pretty bad,1,1,0,1.9354409847375909
just so so,1,1,1,4.543189378729862
pretty bad,1,1,1,2.6696774135887815
pretty good,1,1,1,3.4647432128433113
pretty bad,1,1,0,2.587059196090152
pretty bad,1,1,1,2.197690087285883
pretty bad,1,1,1,2.229514346229221
pretty bad,1,1,1,0.22942731643260295
pretty bad,1,1,0,0.11248360632714094
pretty bad,1,1,0,4.413162279079405
pretty bad,1,1,1,3.889985994468509
just so so,1,1,0,2.398772757916875
pretty good,1,1,1,3.7591258097540754
just so so,1,1,0,4.886199548308973
just so so,1,1,0,4.417883256251854
pretty bad,1,1,0,3.931712524733213
pretty good,1,1,0,4.926691833246444
pretty bad,1,1,1,0.7115516652226516
pretty good,1,1,1,4.400402047620689
pretty bad,1,1,1,2.4518903584732223
pretty bad,1,1,1,2.838925769338258
pretty bad,1,1,0,3.9406546500883595
just so so,1,1,0,4.950725216753095
pretty bad,1,1,1,1.3604471472035438
pretty good,1,1,0,4.67135959090719
pretty good,1,1,1,4.239738286707769
pretty good,1,1,1,4.054639527040084
pretty bad,1,1,1,3.983850659176661
pretty good,1,1,0,4.199968690727037
pretty bad,1,1,1,2.0760172811074478
just so so,1,1,1,2.174809270471141
just so so,1,1,0,3.5491838650357685
pretty good,1,1,0,2.5065094440908635
pretty good,1,1,0,3.788440325013975
pretty good,1,1,0,4.735018027231936
pretty bad,1,1,0,2.1446001986856764
pretty bad,1,1,1,3.5658869565768745
pretty good,1,1,1,4.372442509537934
just so so,1,1,1,4.585927104716806
pretty bad,1,1,0,3.472138521172069
pretty good,1,1,0,4.455271818765752
pretty good,1,1,1,4.91806980870095
pretty bad,1,1,1,2.314133111587666
pretty good,1,1,1,4.333786156279172
pretty good,1,1,1,4.892264394032156
pretty good,1,1,1,3.6001655725398125
pretty good,1,1,1,4.753822507915424
pretty good,1,1,1,4.461017878717496
pretty bad,1,1,0,3.052246849610535
pretty good,1,1,1,3.4585989149962995
pretty good,1,1,1,4.842954018005594
just so so,1,1,1,2.18307175407918
pretty bad,1,1,0,4.2092459022816975
pretty bad,1,1,0,2.9608900646502465
pretty good,1,1,1,4.045493995798177
just so so,1,1,1,1.8384568057154227
just so so,1,1,1,2.7352678865989013
pretty good,1,1,0,4.9116661794408465
pretty good,1,1,0,4.778456232758625
just so so,1,1,1,3.020385993920763
pretty bad,1,1,0,2.6710865550872933
pretty bad,1,1,1,4.890343806716945
pretty good,1,1,1,4.385886969033077
pretty bad,1,1,0,4.170318499469943
just so so,1,1,1,1.878737034640149
pretty good,1,1,0,4.646257196383974
pretty bad,1,1,1,4.976256390784376
pretty bad,1,1,1,3.015157623731847
pretty bad,1,1,1,2.1691877930743306
just so so,1,1,0,3.1207517625102135
just so so,1,1,0,3.0455760918893975
just so so,1,1,1,4.623205209623712
pretty good,1,1,1,4.616305450055343
pretty good,1,1,0,2.1367657721287747
pretty good,1,1,1,2.101029915951218
pretty bad,1,1,0,1.7418581404131048
just so so,1,1,0,4.6831128801435105
pretty bad,1,1,0,1.7554030459173005
pretty bad,1,1,1,0.08124537340625904
pretty good,1,1,1,4.014040293917122
pretty good,1,1,0,4.452269973642283
just so so,1,1,0,4.790656594099961
pretty good,1,1,0,4.981765638025269
just so so,1,1,0,2.4895511297791013
pretty good,1,1,0,4.363699557654503
pretty bad,1,1,0,4.147435335129083
pretty good,1,1,1,4.743847633202524
pretty bad,1,1,0,0.9503901914359077
pretty good,1,1,0,4.715845821183285
pretty bad,1,1,0,3.6604249367317414
pretty good,1,1,1,4.808486920837039
pretty good,1,1,1,4.167202612406752
pretty good,1,1,0,4.141645413143264
pretty bad,1,1,1,4.841011862851484
pretty bad,1,1,0,4.0176404724814265
pretty good,1,1,1,4.39387790106584
pretty bad,1,1,1,3.6629116529247496
pretty good,1,1,0,4.181230834805173
pretty good,1,1,0,4.844072800546566
pretty bad,1,1,0,2.849691256359126
pretty bad,1,1,1,4.237561381152692
pretty good,1,1,1,4.463794862061747
pretty good,1,1,1,3.8999667971426364
pretty good,1,1,0,4.522382545020597
pretty bad,1,1,1,3.308969377166088
just so so,1,1,0,3.955572981529835
pretty bad,1,1,0,0.4656067681662398
pretty bad,1,1,0,4.065121253684041
pretty bad,1,1,1,3.90092709553886
pretty good,1,1,0,4.696349089210364
pretty bad,1,1,0,4.658542364575351
pretty bad,1,1,0,4.51787769442638
pretty bad,1,1,0,3.8786369049419354
pretty bad,1,1,0,1.7018917083658724
pretty good,1,1,1,4.673558072269401
pretty bad,1,1,1,3.5064650324799866
pretty bad,1,1,1,2.7792693845493273
pretty bad,1,1,1,2.079049557875474
just so so,1,1,0,4.374613919715558
just so so,1,1,1,3.1454319523711565
pretty good,1,1,0,2.8439178231711013
pretty bad,1,1,1,4.182947833209277
pretty good,1,1,0,4.293453675922049
pretty bad,1,1,1,4.969443583294278
pretty good,1,1,1,3.2318090540558764
pretty good,1,1,0,4.671731002491857
pretty bad,1,1,1,3.823865308329541
pretty good,1,1,0,3.9366685109559976
pretty bad,1,1,0,4.057540787275811
pretty bad,1,1,1,0.09325577144453823
just so so,1,1,1,4.7209442539881294
pretty good,1,1,0,4.802624290148157
pretty good,1,1,0,4.97717231287322
pretty bad,1,1,0,0.3624432141997833
pretty bad,1,1,0,2.4108420067426195
pretty bad,1,1,0,0.719858171533673
pretty good,1,1,0,4.778191246977155
pretty bad,1,1,0,1.270778991483223
pretty bad,1,1,0,4.562133550400619
pretty good,1,1,1,4.851811395647499
pretty good,1,1,0,4.536216567377021
pretty good,1,1,0,4.895131463664526
pretty good,1,1,1,4.680083411979193
pretty bad,1,1,1,4.140331190908421
pretty bad,1,1,0,4.778043925699876
pretty good,1,1,1,4.475648746149426
just so so,1,1,0,3.220299885787468
pretty good,1,1,0,3.5152206665243115
pretty bad,1,1,1,3.491978668524775
pretty bad,1,0,1,3.5399416021940775
pretty good,1,0,0,4.290259012391444
pretty good,1,0,0,4.441483064485385
pretty good,1,0,0,4.583163747049077
pretty good,1,0,0,3.5676112927369474
pretty good,1,0,1,4.9964282035826955
pretty good,1,0,0,3.175344150808602
pretty good,1,0,1,4.713944872988674
pretty good,1,0,0,3.7319002636606053
pretty good,1,0,0,4.957457879851601
pretty good,1,0,0,4.842214131700721
pretty good,1,0,0,2.592102649214913
pretty good,1,0,0,3.5659464417488347
pretty good,1,0,1,4.471120498102571
pretty good,1,0,1,4.782403919105487
pretty good,1,0,1,4.4353431435152375
pretty good,1,0,0,4.9824471161334944
pretty good,1,0,1,4.383700809080554
pretty good,1,0,1,4.526521670143437
pretty good,1,0,1,4.703812109721112
pretty good,1,0,1,4.231541295790763
pretty good,1,0,0,4.745923581542218
pretty good,1,0,0,4.264678380383456
pretty good,1,0,0,4.8914467861579185
pretty good,1,0,1,4.521440169143489
pretty good,1,0,0,4.187494924846661
pretty good,1,0,0,4.21919178599464
pretty good,1,0,0,4.588429007144345
pretty good,1,0,1,4.95566868687325
pretty good,1,0,1,4.507249482607771
pretty good,1,0,0,2.425470823072694
pretty good,1,0,0,4.767099093380127
pretty good,1,0,1,4.70409769291673
pretty bad,1,0,1,4.186650355416344
pretty good,1,0,1,4.926819524609573
pretty good,1,0,0,4.9050377245466175
pretty good,1,0,1,3.6344770034208933
pretty good,1,0,0,4.946104025998778
pretty good,1,0,1,4.214794487971746
pretty good,1,0,1,4.499617920889594
pretty bad,1,0,1,4.628581368575855
pretty good,1,0,0,4.068669881823213
pretty good,1,0,0,4.329265124638601
just so so,1,0,0,4.390597391199143
pretty good,1,0,0,4.502913707786015
pretty good,1,0,0,4.511837854882099
pretty good,1,0,1,4.3361722793963855
pretty good,1,0,0,4.108950893068241
pretty good,1,0,1,4.420026480712231
pretty good,1,0,1,4.535459133551377
just so so,1,0,1,4.718830242192192
pretty good,1,0,0,3.7025071996526426
pretty good,1,0,1,4.396898820346884
pretty good,1,0,0,3.4641530511542005
pretty good,1,0,1,4.790600145460649
pretty good,1,0,1,4.367326657641442
pretty good,1,0,1,4.17941251902255
pretty good,1,0,1,4.102911092697954
pretty good,1,0,0,3.868648032148376
just so so,1,0,1,3.4320021011950916
pretty good,1,0,1,4.544011446312686
pretty good,1,0,0,4.782049209441863
pretty good,1,0,0,4.28582787937546
pretty good,1,0,0,4.397892778018717
pretty good,1,0,0,4.704455569968774
pretty good,1,0,0,4.344342213208915
pretty good,1,0,0,4.5834544112994715
pretty good,1,0,0,4.588928674763863
just so so,1,0,0,3.0931162972361346
pretty good,1,0,0,3.504479226653295
pretty good,1,0,1,4.569463172393332
pretty good,1,0,0,3.8335941836837355
pretty good,1,0,0,4.8612074998257135
pretty good,1,0,1,4.5013314357897745
pretty good,1,0,1,3.0842346588341583
pretty good,1,0,1,4.853040140348572
pretty good,1,0,1,3.555155385683186
pretty good,1,0,0,4.477010450943666
pretty good,1,0,1,4.641794209819264
just so so,1,0,0,4.326206023682609
pretty good,1,0,1,4.476558666528797
pretty bad,1,0,0,4.32409793031703
pretty good,1,0,0,4.374406531561056
pretty good,1,0,1,4.8571337866915165
pretty good,1,0,1,4.328950041554144
pretty good,1,0,1,4.521107630058964
pretty good,1,0,0,4.799019157247089
pretty bad,1,0,1,0.20545599390187153
pretty good,1,0,0,3.935478242929017
pretty good,1,0,1,3.674766362949964
pretty good,1,0,0,4.823383857318474
pretty good,1,0,0,4.091218350207094
pretty good,1,0,0,4.878168712434823
pretty good,1,0,0,4.62877609651242
pretty good,1,0,0,3.165735025434615
pretty good,1,0,1,4.340404656503012
pretty good,1,0,0,3.2566591019624136
pretty good,1,0,0,4.078051182694894
pretty good,1,0,1,3.9967502948547375
just so so,1,0,0,3.8922560462548854
pretty good,1,0,1,4.121823468236872
pretty good,1,0,1,3.600404938734643
pretty good,1,0,0,3.3070683134897734
pretty good,1,0,1,3.6405575790120808
pretty good,1,0,0,4.396857150388448
pretty good,1,0,1,3.6486344743607058
pretty good,1,0,0,4.885150450327855
pretty good,1,0,0,4.522660149448386
pretty good,1,0,0,4.119474162191945
pretty good,1,0,0,4.080949360185277
pretty good,1,0,0,3.842254881127218
pretty good,1,0,1,4.00838549157935
pretty good,1,0,1,3.5066452460437514
pretty good,1,0,0,4.343779223455618
pretty good,1,0,1,3.646980504147126
pretty good,1,0,1,4.351056898296109
pretty good,1,0,1,4.414288930499559
pretty good,1,0,0,4.8621045467115955
pretty good,1,0,1,4.286066087776036
pretty good,1,0,0,4.202707579549813
pretty good,1,0,0,4.116867077115938
pretty good,1,0,1,4.148245788104522
pretty good,1,0,0,3.6977115659991355
pretty good,1,0,1,3.6831218093430786
pretty good,1,0,0,4.150614795838166
pretty good,1,0,1,3.3533316945282254
pretty good,1,0,0,4.548120553468839
pretty good,1,0,0,4.58703413736674
pretty good,1,0,0,3.8992857974785755
pretty good,1,0,1,3.944819013715483
pretty good,1,0,0,4.338016723470058
pretty good,1,0,1,3.572272745605238
pretty good,1,0,0,3.5330207608409028
pretty good,1,0,1,4.189466018809507
pretty bad,1,0,1,3.8569513844835326
pretty good,1,0,0,3.0849966244274336
pretty good,1,0,0,4.306788336433156
pretty good,1,0,0,4.320848166493293
pretty good,1,0,0,3.5712710761479354
pretty good,1,0,0,4.151822878818844
pretty good,1,0,1,4.31703357505999
pretty good,1,0,0,3.642343902229359
pretty good,1,0,1,3.950111236027235
pretty good,1,0,0,4.255869977081413
pretty bad,1,0,1,4.28532812462333
pretty good,1,0,1,4.214101935252375
pretty good,1,0,1,3.172556705798863
pretty good,1,0,0,4.849684664651556
pretty good,1,0,1,3.774397883727545
just so so,1,0,0,3.8700056337760387
pretty good,1,0,1,4.27434642516667
pretty good,1,0,0,3.7789617141775373
just so so,1,0,1,4.154277602853497
pretty good,1,0,0,3.521864584539853
just so so,1,0,0,4.148935449379243
pretty bad,1,0,1,4.289883007425525
pretty good,1,0,0,2.755322210272396
pretty good,1,0,0,4.351024029814894
pretty good,1,0,0,3.8021511997797424
pretty good,1,0,1,4.484697144498056
pretty good,1,0,1,3.9487424472814596
pretty good,1,0,1,4.004444915987602
pretty good,1,0,0,3.544438997618911
pretty good,1,0,0,4.113511126686037
pretty good,1,0,1,4.051612808065729
pretty good,1,0,0,4.462918812134886
pretty good,1,0,1,3.2271044108300924
pretty good,1,0,0,3.808505382278589
pretty good,1,0,1,3.7869698416010147
pretty good,1,0,1,4.362480875935546
pretty good,1,0,1,3.741979417854201
pretty good,1,0,1,4.318428438637613
pretty good,1,0,0,4.416333248405158
pretty good,1,0,0,3.836736304515412
pretty good,1,0,1,3.840230402285016
pretty good,1,0,0,3.6514466893226545
pretty bad,1,0,1,3.311442030416198
pretty good,1,0,1,3.8340312970413852
pretty good,1,0,0,4.162956106390177
pretty good,1,0,1,3.9064278713797953
pretty good,1,0,0,4.146362822996205
pretty bad,1,0,1,4.462548258187338
pretty good,1,0,1,4.373910900451857
pretty good,1,0,1,3.9185541344785513
pretty good,1,0,1,3.5151759081807183
pretty good,1,0,1,3.9785493843266897
pretty good,1,0,0,4.692333948092405
pretty good,1,0,0,3.9306842067353527
pretty bad,1,0,1,4.032458535059232
pretty good,1,0,0,3.5785879726364347
pretty good,1,0,1,3.880107235426598
pretty good,1,0,1,4.203624136576812
just so so,1,0,1,4.082217596241017
pretty good,1,0,1,4.277975577467557
pretty good,1,0,1,3.659799855959963
pretty good,1,0,0,4.106100797028278
pretty good,1,0,1,4.0798266259573195
pretty good,1,0,1,4.29131246951804
pretty good,1,0,0,3.9415749648212595
pretty good,1,0,0,3.522169427009639
pretty good,1,0,0,3.67878473427319
pretty good,1,0,1,3.543085131747819
pretty good,1,0,0,4.265987927390729
pretty bad,1,0,0,4.069283750973745
pretty good,1,0,1,4.414184890452037
pretty good,1,0,0,4.258720064766821
pretty good,1,0,1,4.433755558021663
pretty good,1,0,0,3.613288216909926
pretty good,1,0,1,3.7784609736039765
pretty good,1,0,1,3.772148779051544
pretty good,1,0,1,3.9799382947815714
just so so,1,0,1,4.359037643842552
pretty good,1,0,1,3.7351528849742133
pretty good,1,0,1,3.7858260755847675
pretty good,1,0,0,4.048644937090271
pretty good,1,0,0,3.6465789497233607
pretty good,1,0,0,2.326655795389585
pretty good,1,0,1,4.445377225689669
pretty good,1,0,0,3.746560539489582
pretty good,1,0,1,4.42984543420647
pretty good,1,0,1,4.297269806845886
pretty good,1,0,0,4.145052206094449
pretty good,1,0,0,4.276632711842602
pretty good,1,0,1,4.42721057556551
pretty good,1,0,1,4.450994148426908
pretty good,1,0,0,3.76527182872732
pretty good,1,0,1,4.941531940836754
pretty good,1,0,0,4.467344476550056
pretty good,1,0,1,4.398621122223058
pretty good,1,0,0,3.6433873613994483
just so so,1,0,0,3.8810133011455896
pretty good,1,0,1,4.226145493450188
pretty good,1,0,0,4.302101370064926
pretty good,1,0,0,4.008240396528162
pretty good,1,0,0,3.6324018007578003
pretty good,1,0,0,4.026320985695247
pretty good,1,0,1,4.881348211856037
pretty good,1,0,0,3.9404895183442887
pretty good,1,0,1,3.869954280176415
pretty good,1,0,0,4.464365864382821
pretty good,1,0,1,3.8845907146219636
pretty good,1,0,1,3.8083873453733545
pretty good,1,0,1,3.8422280864750906
just so so,1,0,1,3.5285830466560437
pretty good,1,0,1,3.7775544918109714
pretty good,1,0,0,3.6294638969223367
pretty good,1,0,1,3.8553008560654853
pretty good,1,0,0,3.825322179092543
pretty good,1,0,1,4.431930996401811
pretty good,1,0,0,3.878213259662437
pretty good,1,0,0,4.464293212830418
pretty good,1,0,0,4.471862584212235
pretty good,1,0,1,4.496055768870031
pretty good,1,0,0,3.9492356188955866
pretty good,1,0,0,3.565086855430207
pretty bad,1,0,1,3.9451396480914043
pretty good,1,0,1,3.8831401328525295
pretty good,1,0,0,3.923252360409411
just so so,1,0,1,4.343263304781353
pretty good,1,0,0,4.112352552293177
pretty good,1,0,1,3.952161642009542
pretty good,1,0,0,4.33585161367389
pretty good,1,0,1,3.9921643998124416
pretty good,1,0,0,4.465800879143278
pretty good,1,0,0,3.5088040941991245
pretty good,1,0,1,3.613939020439302
pretty good,1,0,0,3.887282011237243
pretty good,1,0,0,3.908679344676127
pretty good,1,0,1,4.2630196596296495
pretty good,1,0,1,3.6029035630998902
pretty good,1,0,1,3.913602177715509
pretty good,1,0,0,3.815703815785623
pretty good,1,0,0,4.474572744003766
pretty good,1,0,1,3.870512997118579
pretty good,1,0,0,3.686522283483675
pretty good,1,0,1,3.5489849423799167
pretty good,1,0,0,3.7028468677212762
pretty good,1,0,1,3.5890327663318145
pretty good,1,0,0,3.9767053247107227
just so so,1,0,1,3.687992277356224
just so so,1,0,0,4.065394623798512
pretty good,1,0,1,4.136677742875276
pretty good,1,0,0,3.5852521943107534
pretty good,1,0,1,3.9523615569656343
pretty good,1,0,0,3.941854266069405
pretty bad,1,0,1,3.706142271231821
pretty good,1,0,1,4.157461244809115
pretty good,1,0,1,3.7699757722712106
pretty good,1,0,1,3.800565507733663
pretty good,1,0,1,4.202780724486576
pretty good,1,0,1,4.1545104122929155
pretty good,1,0,1,4.362751630711177
pretty good,1,0,1,3.5844842029088215
pretty good,1,0,0,4.16840448963668
pretty good,1,0,0,3.592489779527597
pretty good,1,0,1,3.589759187585805
pretty good,1,0,1,4.164746871756586
pretty good,1,0,1,3.8295981551989087
just so so,1,0,0,3.9090519508811954
just so so,1,0,1,4.187754723870048
pretty good,1,0,0,4.305081069995979
pretty good,1,0,0,4.431314484480774
pretty good,1,0,0,3.900823103103746
pretty good,1,0,0,4.377656639673771
pretty good,1,0,1,3.6345915835334
just so so,1,0,1,3.7518791475988023
pretty good,1,0,0,4.39808937788939
pretty good,1,0,1,4.0700248885227595
pretty good,1,0,1,3.840241855259315
pretty good,1,0,0,4.106299179411661
pretty good,1,0,0,4.488957383411624
pretty good,1,0,1,4.114938992831959
pretty good,1,0,1,4.108926525351666
pretty bad,1,0,1,4.302375457786834
pretty good,1,0,1,4.205876195932789
pretty bad,1,0,1,3.973761585827538
pretty bad,1,0,1,4.49977153455203
pretty good,1,0,0,3.8755561210274223
pretty good,1,0,0,3.681523929143499
pretty good,1,0,1,3.656272154163539
pretty good,1,0,0,4.066253564781919
pretty good,1,0,0,4.327559100323953
pretty good,1,0,0,3.6900606062641854
pretty good,1,0,0,3.8883897491297654
pretty good,1,0,0,3.7630104776073345
pretty good,1,0,0,3.760049374455361
pretty good,1,0,0,3.5473800161315014
pretty good,1,0,0,4.234478335929154
pretty good,1,0,1,3.7039666744808835
pretty good,1,0,0,4.175607373920603
pretty good,1,0,1,3.875916006006787
pretty good,1,0,1,3.5831916056135116
pretty good,1,0,1,3.6168100300178314
pretty good,1,0,1,3.7823915478989223
pretty good,1,0,0,3.942817971310076
pretty good,1,0,0,4.4675056675758285
just so so,1,0,1,3.628344934601413
pretty good,1,0,1,4.0306690245029575
pretty bad,1,0,1,4.07635778330259
pretty good,1,0,1,3.694080950127014
pretty good,1,0,0,4.367938789439847
pretty good,1,0,1,3.5460665137633196
pretty good,1,0,0,3.967182294522966
pretty bad,1,0,0,4.317960536258192
pretty good,1,0,0,3.8196868205467065
pretty good,1,0,1,4.085791638848092
pretty good,1,0,1,3.9082062659107994
pretty good,1,0,0,3.9493819396524485
pretty good,1,0,0,3.5907009115764237
pretty good,1,0,1,4.088613940234639
pretty bad,1,0,1,3.767482815275841
pretty good,1,0,1,3.518439942650205
pretty good,1,0,0,4.262823177813613
pretty good,1,0,1,3.5771081555693254
pretty good,1,0,1,3.808656071489558
pretty good,1,0,0,3.734837677111872
pretty good,1,0,0,3.8036108184390063
pretty good,1,0,0,4.089216482681783
pretty good,1,0,1,4.097112557030568
pretty good,1,0,1,4.132434105605338
pretty good,1,0,1,3.9717020818155575
pretty good,1,0,1,4.018022333651029
pretty good,1,0,0,4.380606725015355
pretty good,1,0,1,4.188739815764563
pretty bad,1,0,0,3.950114239663743
pretty good,1,0,0,3.627390270503228
pretty good,1,0,0,3.8466259727224563
pretty good,1,0,1,4.191775191335881
pretty good,1,0,0,4.485104431850462
pretty good,1,0,0,4.287431101201911
just so so,1,0,1,3.9116061222367784
pretty good,1,0,0,3.6348763595553364
pretty good,1,0,0,4.008853331432866
pretty good,1,0,1,4.452176501000827
pretty bad,1,0,0,3.6896823371439127
pretty bad,1,0,0,4.331239704131474
pretty good,1,0,0,3.6410038117888157
pretty good,1,0,1,3.6928764228539284
pretty good,1,0,1,4.025501926990137
pretty good,1,0,0,4.025387880179159
pretty good,1,0,0,3.777401786444459
pretty good,1,0,1,3.6831067325704887
pretty good,1,0,1,4.011110191249355
pretty good,1,0,0,4.106660239347846
pretty good,1,0,0,4.460257900021503
pretty bad,1,0,0,3.6163559749532403
pretty good,1,0,1,4.047720853401912
pretty good,1,0,1,3.564239368791696
pretty bad,1,0,0,3.812798894065769
pretty good,1,0,0,4.380059624686615
pretty good,1,0,1,3.8440294117761162
pretty good,1,0,1,4.105081838728891
pretty good,1,0,0,3.6467319313704496
pretty good,1,0,0,3.7756348177101784
pretty good,1,0,1,3.883497231700657
pretty good,1,0,1,3.8393622422067657
pretty good,1,0,0,3.909018209129529
pretty good,1,0,0,4.176264825111231
pretty good,1,0,0,4.154379926050176
pretty good,1,0,1,3.9684300357622444
pretty good,1,0,1,4.1977025795722165
pretty good,1,0,0,4.361243036476202
pretty good,1,0,1,4.388891599135105
pretty bad,1,0,0,3.827999265968074
pretty good,1,0,0,4.270061442431732
pretty good,1,0,0,4.0099927302897145
pretty good,1,0,1,3.5355071826282574
pretty bad,1,0,1,4.219072926845137
pretty good,1,0,1,3.9490876370363632
pretty good,1,0,0,3.9118508662282876
just so so,1,0,1,4.072809617928714
pretty good,1,0,0,4.446529762317691
pretty good,1,0,1,3.6643214051896593
pretty good,1,0,0,3.9400570985638907
pretty good,1,0,0,4.0600267601956395
pretty good,1,0,1,4.398178707017457
pretty good,1,0,0,3.7998265868306094
