,评论,得分,时间,点赞
47,"小青岛，德国强占胶州后，将其占领区定名为""青岛""，就是根据此岛而得名。这海中孤屿被德人称其为“阿克那岛”，派兵驻守，日占青岛后，称为“加藤岛”，当地居民习称“小青岛”。因其形状如同一把古琴，故又有“琴岛”之称。岛距东侧海岸有长长的海堤与陆地相接。此岛原是陆地的一部分，在海浪长年累月的冲蚀雕凿下，渐与陆地分离，始成今日之形状。
德国租占胶州后，在岛上建起灯塔。解放后，该岛一直为中国海军快艇支队沿用，并对灯塔进行了大规模修建，塔身白色，呈八角形，是国内外船只进出胶州湾的重要标志。",5.0,2020/08/04,4
48,小青岛是处相对不错的地方，地方不大但观看海景非常不错，海女的塑像和灯塔，灯塔远观可以，近处则无风景了，因为离鲁迅公园很近，所以建议大家先去鲁迅公园在来这里，走路也不过20分钟的路程，街边还有一些很有情调的小铺子，用手机随便拍了几张照片，给大家看一下,5.0,2015/11/10,38
49,去小青岛的那天天气超好，一路走到景区门口都特别漂亮，走到小青岛上绕着步道走了一圈，每个角度都心旷神怡，可以看到对岸的老城区和青岛市区景色。,5.0,2020/11/18,1
50,性价比高，有趣好玩，景色不错，总体超赞，我认为这个景区非常的优美,5.0,2021/05/13,0
51,青岛的标志之一，小青岛，琴岛！多年不去，并无多大变化！岛可以上车，感觉不是太好，打扰了应有的宁静！退朝赶海感觉是最好的去处！,5.0,2020/09/20,0
52,幽静的小青岛，可以从鲁迅公园那儿溜达进去,4.0,2021/03/11,0
53,从酒店就可以看到远处的灯塔，很是向往，看攻略才知道小青岛公园，打卡圣地，正值免费，决定务必要去。甚至岛上植被丰富，景色优美，能够看到海军博物馆，信号山，栈桥等知名景点，还有游船，最喜欢的是岛上的灯塔和长长的堤坝，眺望岸上景色也非常不错，推荐指数5颗星。体验很好，有趣好玩，景色不错，值得推荐，,5.0,2020/10/09,0
54,来青岛怎么能不来幽静美丽迷人的小青岛呢,4.0,2021/04/29,0
55,好消息来喽!位于青岛的小青岛公园景区免费开放了，还在犹豫什么，趁着周末或者是即将到来的国庆中秋假期，来到青岛旅游吧。游玩小青岛景区，你还可以吃到青岛正宗的海鲜，喝到青岛啤酒，绝对不亏哦。,5.0,2020/11/01,0
56,小青岛上是没有太多风景的，我觉得此处的好处就是往远海更辽阔，对望栈桥别有风景，不经意间发现了一个日本人留下的鱼雷库。显示哪个年代此处的重要程度。价格比较便宜，冬季过来，性价比还是蛮高的。讨厌的是门口外一个好像是海军博物馆的在建建筑，真的是煞了整体的风景。,5.0,2015/11/28,7
57,"🏞️小青岛最显眼的景致是最高处矗立的一座洁白的锥形灯塔，这是海上过往船只进出胶州湾的重要航标，因小青岛形似一把琴，又因这里海浪抚岸，有琴瑟之声，故称琴岛。著名作家郑振铎称“琴屿飘灯”一景的妙处在：“海面上时明时暗的红灯，如同乘舟于海上。”

🏞️小青岛每当夜幕降临以后，塔上的红灯与栈桥上的灯光在碧波上浮动，构成了一幅美妙图画，故“琴屿飘灯”被誉为青岛十大景观之一，被作为青岛市的标志之一",5.0,2020/03/28,0
58,小青岛在海军博物馆旁边，进去后可以近距离观望，感觉剩=省下了海军博物馆那50块了。而且小青岛算是一个不太热门的旅游点，人不多。沿路走进去之后可以看到一个宽阔的大海，听着海浪声、吹着海风、闻着淡淡的海水味，真是心旷神怡。在里面漫步，安安静静的，比起在旅游热点里挤好多了！！~强力推荐,5.0,2015/08/28,16
59,"小青岛因形状如同一把古琴，故又有“琴岛”之称，那座德国人建的标志性白色灯塔，在绿树掩映中更是白得耀眼。
小青岛其实很小，但除了岛本身之外，它却能给人们带来很多：晴天时天蓝蓝，海蓝蓝，远处海湾的高楼大厦，八大关红瓦白墙的别墅群......",5.0,2019/12/30,3
60,只能说真的太小了,3.0,2021/07/10,0
61,今天风太大了，吹的人都站不稳了！离海军博物馆很近，可惜在装修不对外开放，太遗憾了！！小青岛的风景非常棒，让人心旷神怡！远眺栈桥！,5.0,2020/10/04,0
62,美不胜收的小青岛，这里是来青岛最大的收获之一，这里离鲁迅公园，第二海水浴场，海底世界非常近可以一并游览，风景极美，游人很少…,5.0,2021/02/09,0
63,小青岛这个岛屿是德国人最早登陆的地方，命名为青岛，后来就被称为小青岛。旁边是海军博物馆，可以参观学习很多海军部队的军事知识。,4.0,2020/09/09,0
64,"小青岛，青岛，德国强占胶澳后，将其占领区定名为""青岛""，就是根据此岛而得名。这海中孤屿被德人称其为“阿克那岛”，派兵驻守，日占青岛后，称为“加藤岛”，当地居民习称“小青岛”。小青岛距海岸720米，海拔17.2米，面积1.2公顷。因其形状如同一把古琴，故又有“琴岛”之称。岛距东侧海岸370余米，有长长的海堤与陆地相接。此岛原是陆地的一部分，在海浪长年累月的冲蚀雕凿下，渐与陆地分离，始成今日之形状。",5.0,2021/01/01,2
65,和栈桥隔海相望，因其形状像一把古琴，因此也有琴岛之称，坐公交到鲁迅公园站下车，沿着琴岛路向西步行约800米即到，青岛很多公交车都到鲁迅公园站，门票10元，可以近距离看到海军博物馆里面的武器和军舰，这样可以免了海军博物馆的门票，当然军事爱好者除外，整个公园面积不大，不用一个小时就能逛完，而且这里还是看日落的好地方。,4.0,2017/07/15,60
66,小青岛就在海军博物馆隔壁，怎么说呢，10元的门票不算贵，可以感受一下海风顺便看一下隔壁的军舰，岛上有灯塔不过上不去，有游艇码头，可以环海，岛半个小时就能转完，一个人可以下午在坐在岛边吹吹海风晒晒太阳，享受午后的美好，再来一杯热咖啡就更完美了，和栈桥隔海对望，可以从栈桥边坐船上岛,4.0,2015/01/26,44
67,挺好玩的，不要门票，人很多......,3.0,2021/03/15,0
68,四十年代初东面筑起初具规模的“防波堤”与陆地相接，后有人视其形如琴，又名琴岛。1898年，德国租占胶州后，在岛上建起灯塔。解放后，该岛一直为中国海军快艇支队沿用，并对灯塔进行了大规模修建，现塔高15.5米，塔身白色，呈八角形，是国内外船只进出胶州湾的重要标志。每当夜幕降临以后，塔上的红灯与栈桥上的灯光在碧波上浮动，构成了一幅美妙图画，故“琴屿飘灯”被誉为青岛十大景观之一，被作为青岛市的标志之一,5.0,2020/08/27,1
69,"小青岛公园是青岛市的标志性建筑之一，是青岛的象征。公园并不是很大，塔顶可以俯瞰青岛。红礁、碧浪、绿树、白塔，构成了一幅画。在这里可以感受到悠闲的慢时光生活。
       小青岛离鲁迅公园和海军博物馆很近，可以一起游览。",5.0,2019/09/10,1
70,挺好的，就是有点小,4.0,2021/05/14,0
71,小青岛距离鲁迅公园咫尺之遥，这里景色非常秀丽，游人稀少，很适合慢悠悠得走走逛逛，入口处还有海军博物馆可以一并游览，岛上著名的白色灯塔很壮观，小青岛是这次旅行的最大收获…,5.0,2021/01/02,0
72,景色不错，值得推荐，体验很好，有趣好玩，很适合远离海滨城市的孩子。CBA辽篮打卡地。,5.0,2020/08/22,0
73,"小青岛海边景点，有时间要去看看
海风轻轻松松，涛声阵阵响起，天空海阔心游万仞，褪去一身倦怠，把酒临风，人生惬意不过如此而已吧",5.0,2020/06/30,2
74,"为了参加音乐节，从北京坐动车去青岛，顺便来了一个青岛两日游，路线行程较紧凑，但不费脚，既适合闺蜜同学一起去，又适合家庭亲子游。

交通攻略：
- 乘坐D335，22:42从北京出发→6:37抵达青岛北（建议大家可以选择周五晚上的车，早上抵达青岛后直接去玩，非常合适没钱的小伙伴）
- 乘坐G198，17:10从青岛→北京南，各自回家洗洗睡觉

行程安排：
DAY1：早上抵达青岛北→青岛啤酒博物馆→青岛德国监狱旧址博物馆→中山路→大学路→凤凰之声大剧院→小琴岛
DAY2：黄岛金沙滩→奥帆中心/五四广场→情人坝→栈桥（这个就在青岛站附近，面朝大海）→返回北京

人均消费：
往返交通：270元*2=540元
门票约150元
住宿一晚150元
吃饭+市区交通约210元
总计1050元

景点攻略
1. 青岛啤酒博物馆 
青岛啤酒博物馆，距离青岛站比较近，游玩时间2小时，建议大家去之前可以在网络上提前买票。
票价：普通60元
必体验：
1）「生产工艺车间长廊」是比较惊艳的地方，可以近距离观看全现代化生产线，见证啤酒加工的过程。
2）观看「全息投影」重现古老发酵工艺，奥古特先生会“泼啤酒”。
3）定制一瓶印有自己照片的青岛啤酒瓶。
4）在参观结束的时候，可以免费喝一杯原浆青岛啤酒，真的是外面餐厅喝不到的稀有味道。
2. 德国监狱旧址博物馆 
推荐游玩时间1小时，需提前买票。
票价：25元
营业时间：淡季9:00（推荐，大家可以进去大概的看看。门口看上去还是略微严肃，有些压迫感）
3. 青岛天主教圣弥额尔大教堂 
票价：10元
顺路经过，教堂外拍婚纱照的人真的很多，进去需要买门票，但如果只是为了拍照打卡可以不进去。
4.琴岛
又称小青岛 ，文艺小资范儿十足的一个景点，人少精美，远处的灯塔红灯与栈桥上的灯光在海面上浮动，构成了被誉为青岛十大景观之一的“琴屿飘灯”，岛上小广场中间有一个手抱古琴、目视海面的“琴女”雕塑，这也是青岛市的标志符号之一，和雕塑合影也是很火的打卡pose。

[Cry]避坑指南
- 住宿：建议可以住在「中山路」附近，靠近景点，出行也会很方便呦；
- 吃饭：大家千万不要在栈桥附近吃正餐，虽然有很多的海鲜餐馆，但是建议大家考虑附近居民区，在小弄堂里的味道更好；
- 天气：夏天的青岛早晚也有点凉，雨水也会有点一定要带伞，建议爱美的小女生一定要做好防晒。",4.4,2021/07/17,0
75,"*青岛的海滨公园真的很多，比如小麦岛公园、燕儿岛山公园、太平角公园都很美。
*但这些公园里，在我心中最有度假感的是小青岛公园，好像去到了国外的海滨城市。但这里是青岛，是最美的青岛。
·
*小青岛公园不大，是陆地的堤坝连接着海上的一座小岛。大家拍的最多的位置是海边的那个白色亭子。而我最喜欢的是这里的环岛小路和灯塔。
·
*沿着小青岛的环岛小路走一圈，一边是海边的老青岛城区，可以看到信号山、浙江路天主教堂等标志性建筑，还有延伸入海的栈桥。继续走可以看到青岛新建起来的高楼大厦，而另一边是广阔的大海。
*小岛上有一座白色的灯塔，被绿树环绕，搭配着蓝天白云，是夏日的清新的味道。
*小青岛长长的堤坝也很美，堤坝里靠城市这一边是海事博物馆，停泊的船只很有大海的感觉。
·
*小青岛外的琴屿路也美得不像话。
*这是一段沿海公路。曲折蜿蜒的公路顺着山势延绵至小青岛公园的门口，公路外就是礁石了，整条路太有度假城市海滨公路的感觉了。
·
*虽然小青岛并不算特别小众的景点，但确实也不是大家来青岛旅行的首选目的地。小青岛真的很美，如果天气好又时间充裕的话，很推荐大家来走走看看。
·
小青岛公园： 
推荐游览时间：1-2小时。 
地址：青岛市市南区琴屿路26号。 
交通：搭乘地铁3号线在人民会堂站C出口下车步行15分钟。 
开放时间：7:30-18:30。 
门票：5元。",4.4,2021/07/16,0
76,青岛既是万国建筑的经典，也是啤酒飘香的名城。她以洋洋洒洒的姿态，旖旎于百年的时光里，蹁跹在山谷的温润中。夏天在青岛，吃着烧烤，喝着啤酒，吹着海风，人生再也没有比这更惬意的事情了。做个简单幸福的人，寂静欢喜。,5.0,2019/12/10,0
77,小青岛又称“琴岛”，位于青岛湾内，号称是青岛市最美丽的公园。我和大姐清晨漫步在海边木栈道上，一路环海行至小青岛公园。首先映入眼帘的是岛内一条长长的堤坝，堤坝的南侧是一望无际的大海，堤坝的北侧是海军博物馆，沿堤坝西行，来到岛内的“琴女雕塑”前，面朝大海，遥望栈桥，风光无限。岛内还有德国人建筑的白色灯塔、日本人建的鱼雷库等，历史痕迹浓厚。,4.0,2017/07/04,24
78,小青岛是一座小小的岛屿，就在青岛栈桥的海的对面不远的地方，可以一眼看到它的美丽的身影。岛上有一座灯塔，当年它是由德国人建造的，虽然历经百年，依然故我地屹立在那座小山头上，岛上还有小铁路轨道，一上岛的时候还不知道它是干嘛的，后来才知道原来是当年小日本用它来运送鱼雷的。,5.0,2015/04/25,4
79,小青岛公园本来是一个独立的岛屿，如果天气好的话，可以在小青岛公园看见栈桥，青岛的海边建筑，并且海军博物馆也能从小青岛公园清晰可见。可以说通过小青岛能眺望很多景点。我们去的那天雾气比较浓重，所以没有看到这些，有点失望。小青岛公园门票是10元，学生票半价。,4.0,2014/07/08,21
80,从鲁迅公园走过去，景色不错，小岛不大很快就逛完了，有很多拍照好的视角，四周大海环绕，能看到栈桥，遥望绿树红瓦，紧挨着海军博物馆,4.0,2020/09/14,1
81,小青岛真的是一个岛，绕这个岛一圈大概10分钟左右，也可以爬到小山坡上面去小青岛就在鲁迅公园的边上，但是要走一条长长的小马路，大概要走10来分钟。,4.0,2020/09/14,0
82,小青岛是本次青岛行的最大收获之一，这里风景秀丽，是观海极佳之地，游人也不多，可以慢慢游览，这里离海军博物馆，鲁迅公园都非常近，可以一并游览。,5.0,2020/10/25,0
83,我在外边看看，青岛得名于此哦，旁边就是海军博物馆,5.0,2021/02/11,0
84,就是一个小岛，很小很小，但是可以上去溜一圈，逛一逛，散散心，看看海还是非常不错的，而且吹着海风，看着栈桥还有海上皇宫，还有琴屿飘灯，非常惬意舒适的地方,4.4,2020/10/11,0
85,小青岛这里的景色说实话还是相当的不错的，来这里玩真的是挺好的就是冬天到海边的人不是很多而且总感觉到处都是雾蒙蒙的空气不太好。,4.4,2020/01/27,1
86,一个海边的小公园，门票价格不贵，开头为极限挑战而来，以为那个塔是哥哥们做游戏的，后面发现节目那个塔是情人坝上的，海风很大，可惜去的时候很多地方围着不给看了。,5.0,2020/07/29,1
87,"五元门票
一个新景点 360度无死角看海",5.0,2020/04/09,1
88,我们实际没有去收费的小青岛，就在边上的自然海边玩的。景色很美。大家去最好准备双手套，因为石头上都是贝壳，容易划破手。尽量穿动动鞋。,5.0,2019/09/02,0
89,"黄昏下的小青岛，是不是更好看一些

九月的黄昏，饭后去溜达时候抓拍的，后来再去碰了几次，没有如此的晚霞和云彩。

景点不大，独特的地理位置与栈桥遥遥相望，暑期来的游客还是蛮多的",5.0,2019/12/01,2
90,如果趁着日落的时候去会很美很美吧！人不是特别多，从海军博物馆出来，要走5分钟的样子，但是路上能看到海军博物馆的军舰，打在小青岛大坝上的浪花也很有意思。坐在“琴岛”上看浪花拍打礁石，看余晖亲吻大海，很惬意。,4.0,2019/10/05,0
91,形状如同一把古琴，故又有“琴岛”之称。最高处矗立的洁白锥形灯塔是标志建筑。青岛市的标志之一。,5.0,2020/11/25,1
92,这次到达小青岛，是怀旧之旅。二十多年前来过岛上，这次故地重游。可惜未能登岛，只好远望拍照留念吧，门口的大坝石墙，岛上的灯塔都有了,5.0,2020/06/16,1
93,"青岛保姆级攻略! 4天3夜暴走超全路线打卡

每年夏天都想去看海~
.
初夏的青岛，温度刚刚好，随便走走都很舒服！今天给大家整理出来这次的4天3夜暴走之旅。
.
青岛必打卡景点
.
 小麦岛
.
被称为青岛小垦丁，也是最适合看海的地方！这个景点必须打卡，坐着看海就很舒服，而且超级出片！
.
八大关景区
.
八大关景区可以逛一下午，海边是【第二】海水浴场，日落很好看，找一家靠海的咖啡店坐一下午，吹吹海风也很舒服哇。
.
小鱼山公园
.
几分钟就可以爬到山顶，可以俯瞰青岛全貌，可以拍出布达拉宫的同款大片，5元的门票还是很值得的！
.
信号山公园和小鱼山工作很近，如果时间充足的话可以都去，信号山公园下午5点之前关闭，大家提前安排时间哦
.
 燕儿岛公园
.
白天晴天的时候海天一色，还可以看到远处的小麦岛，拍照也很清新；晚上人比较多，亮灯的时候很浪漫。
.
 栈桥
.
一般10月到次年的4月，这个季节会看到很多海鸥，也是栈桥最美的时候。
.
 啤酒博物馆
.
在这里可以了解青岛啤酒的历史和啤酒生产的各个环节流程。门票60元包含2杯啤酒（一杯原浆+一杯生啤）和一袋花生。
.
最惊喜的是出口可以买到很多和啤酒相关的旅游纪念品。小冰箱贴、水杯、杯垫、开瓶器、帆布包…很多可爱的小东西。
.
小青岛公园
.
琴屿路有种日系漫画的感觉，尤其是日落超级美，一路可以走到小青岛公园看海。
.
 大学路网红角
.
去信号山公园的路上会经过这条街，拍照的人超级多，个人觉得没必要专程去打卡。
.
台东美食街
.
整条街都是小吃，可以沿路一直吃。手打虾滑、黄金猪蹄、台式烤肠…都很不错，一定要喝蓝莓果啤。
.
住宿：大家住宿可以选在五四广场附近，我之前是住在地铁三号线附近，真的超级方便，很多景点可以地铁直达，而且很多景点之间都是起步价格，超级方便。
.
小贴士：青岛紫外线很强，大家一定要带好防晒的东西。
.
需要申请一下进入山东的健康码，上飞机或者出机场会有工作人员提前通知。
.
下载【青岛地铁】，很多经典地铁都可以到达，很方便。
.",4.4,2021/06/14,1
94,"
来青岛看海很重要，在小青岛（琴岛）公园可以遥望海岸风景，推荐了。

推荐景点：青岛小青岛公园——琴屿飘灯
位置：市南区琴屿路26号
门票：¥10/人
开放：周一至周日8:00-18:00
建议游玩时长：1-2h

景点体验：
小青岛位于青岛湾内，距离海岸720m，面积1.2公顷，有长长的防坡堤与陆地相连。在上方俯瞰形状如琴，所以又名琴岛。大小约3.3个足球场面积，有长长的海堤大坝与东侧海岸相接，从空中俯瞰外形如同一把古琴，故又名琴岛。

一进小青岛右手边就能看到网红火车道，其实并不是火车轨道，是当年运送鱼雷弹药的轻便轨道，沿着轨道一直走到尽头就会看到鱼雷洞库展厅（被围起来了），这是1941年日军出于军事目的掏空山体而建造的鱼雷军火库，已经不对外开放了！

小青岛最显眼的地方是山顶洁白锥形灯塔，是海上船只进出胶州湾的重要标志。灯塔始建于1900年，德国人侵占青岛后为方便船只导航所建。夜幕时分，塔上红灯远射，给人无限幽深之感，构成了琴屿飘灯的美妙景象，被称为青岛的十景之一。

小青岛南部有一个精致而平坦的广场，中间立有手抱古琴面朝大海的琴女雕塑哦。

琴女雕像左右前方分别是蘑菇亭和贝壳亭（洁白蛮显目的，可惜人太多，俺没拍），如果坐在贝壳亭的椅子上面朝大海发呆，或是喝饮料啤酒，别有一番风味。

小青岛内部其实没什么风景，主要看周围海景，蓝天白云水，傍晚的夕阳西下，在堤那边拍到灯塔，本是美美子！岸边的褐色礁石，堤那边好多人在拍照，人多就不凑热闹了，嘻嘻～
山东旅游/青岛旅游/小青岛",4.4,2021/07/01,0
95,小青岛故称为“琴岛”，是青岛湾内的一座小岛，青岛城市的名字就来源于它。小青岛与陆地之间有长长的海堤相连，岛上矗立着德国人建于1898年的灯塔，是青岛的地标之一。小青岛公园与著名的栈桥隔海相望，岛上的白色灯塔别有韵味。因其形状如同一把古琴，故又有“琴岛”之称。,4.4,2021/06/19,0
96,"Today with pace
小青岛真的是超级美的，沿途风光无限。
这附近还有很多有名的网红咖啡厅及美食。

走在有海的沿路，边欣赏海景边拍摄，
好风景尽显眼底。好心情也油然而生。

这就是住在海边的好处，而晴天阴天，
日落日出又会有别样的风景。
美哉美哉[Joyful]",4.4,2021/05/28,0
97,如果在晴空万里的时候来这个小岛，简直美呆了。这个海岛小公园，交通方便，离着青岛火车站不远，门票只要5元。快点看一小时就能转一遍，慢点看，可以玩半天。在岛上可以俯瞰对面沿海城市美景。去这个小岛，会经过海军博物馆和鲁迅公园，顺道都把这些景点给看了，不绕路。鲁迅公园免费，风景也挺美的。海军博物馆大人常规门票30元,4.4,2021/05/15,0
98,不来不知道，竟然真正的青岛竟然真的是个小岛，一个小的不能再小的岛，10块钱就能上岛游玩，真的很廉价，岛上风光不错，而且游客还很少，附近还有海军博物馆，能看看那些共和国历史上的功勋战舰，绝对超值。,5.0,2020/02/26,0
99,小青岛的景色很好 可以隔海看到栈桥景色不错，,5.0,2020/08/09,1
100,非常喜欢的著名景区，可以360度看青岛，人不多最好是慢慢游览,5.0,2021/02/06,0
101,很美，门票五块钱，门口是个坝台，一路走过去视野越来越开阔，可以近距离观海，拍照夜很美，建议衣服搭配好，颜色白色系和蓝色系拍出来比较美！,5.0,2020/07/28,0
102,青岛近海的一座小岛，有防波堤与海岸相连，岛上景色优美，海风习习，即使盛夏也不会觉得炎热。岛中小山上有灯塔一座，可惜现在已经不允许登临,4.0,2020/07/17,0
103,国庆假期好去处 小青岛景色秀丽小巧玲珑 假期还免费游览,4.4,2020/09/17,0
104,小青岛，比起那些青岛大的景点来说，我更喜欢这里，虽然地方不大，但是关键人少，不是人山人海，海水不是特别的清澈，石头挺多，走路要小心,4.4,2020/02/19,0
105,小青岛公园，门票10元，车可以开进来，半小时逛完，人不多，挺清静的，在这里看看海，吹吹海风，看看风景，还是很惬意。值得一来喔～,4.4,2019/10/28,0
106,"青岛的标志性公园之一，位于海边，
【景色】秀丽",4.4,2020/09/24,0
107,值得推荐，风景优美，有趣好玩，交通便利，是一次不错的选择和旅行。紧挨鲁迅公园，一步之遥，如果有机会一定再此前往。体验很好，,4.4,2020/10/07,0
108,小青岛是青岛的地标性公园 深入大海中 海景无敌,5.0,2020/09/27,0
109,一座青青的岛，在黄海，在东方，美！,5.0,2021/01/04,0
110,小青岛环境特别好，景色宜人舒适哈！,5.0,2020/09/10,0
111,小青岛景色宜人，环境不错，很美！,5.0,2020/09/10,0
112,昨晚饭后溜达，好久没去小青岛了，走一圈吧，刚出门的时候还是晴天，刚走进小青岛，薄雾笼罩，开始还能看到远处，等往回走的时候，能见度一百米不到，这就是青岛的夏天，为什么凉快，因为老是下雾啊，这个不是雾霾，只是海上刮来的湿气,5.0,2019/06/10,3
