,评论,得分,时间,点赞
42,"去青岛是在一个冬天，
下飞机的时候就寒风凛冽，满天雪籽，
不是想象中的模样，
当时住在五四广场那边，对面就是万象城，
公寓性价比超高（大概是因为冬天），
房东告诉我平时房价是1000+，
也就最冷那会儿才优惠点，
装修有范儿，还有厨房洗衣机，
是通过携程定的，暖气特别足，
以至于每天没有三片面膜活不下去，
对于没在暖气房呆惯的南方人很是煎熬，
五四广场那边出门特别方便，
超市商场一应俱全，
就是青岛衣服有点大，
冬装都是长长大大的袍子一样😃
洗头发的地方不多，
感觉很多人出门就是一大袍子一帽子，
只能看见俩👀
万象城东西很好吃，
特别是彩色的饺子，
很喜欢青岛，即使是冬天，
也有不一样的美...",5.0,2021/07/25,6
43,青岛的栈桥是青岛的标志性景点，来青岛的游客必来此地打卡。在四百多米长的钢筋混凝土桥面上行走，周边是徐徐的海风拂面，令人陶醉在迷人的海景之中，非常爽快。,5.0,2021/08/02,1
44,青岛的栈桥是青岛具有标志性的景点。栈桥始建于1892年，原本就作为军用码头的附属设施，有着“长虹远引”之美誉。全长440米，宽8米。人们在桥上享受海风吹拂，非常陶醉。,5.0,2021/08/02,0
45,青岛行是近几年来特别美好的一趟旅行，在栈桥上可以对大海一览无遗，海风袭袭满足一切幻想，再配上沙滩浴场，趣味性休闲性十足。除了景色很美，整个城市也很干净，特别是五星级公厕给我留下了很深刻的印象。美食也不错哦，生蚝便宜到怀疑人生，一边吃海鲜一边喝原浆简直爽到爆，有机会一定会再去的。,5.0,2021/08/13,0
46,栈桥回澜阁现在的匾额题写者是舒同，曾经是中国书法家协会的主席，山东省委书记，我们现在电脑里的常用字体“舒体”就是舒同的书法体。,5.0,2021/07/23,1
47,"最近大火的《觉醒年代》过来的，二战结束后，作为战胜国一方的中国，却要被迫签订《凡尔赛和约》，将德国侵占山东的权益转交给日本，激起了五四运动。身为山东人的郭心刚 在五四运动前，与女友协定要等到中国收回青岛，带女朋友去栈桥。
让我回想起了，五一去的山东栈桥，全长440米，真的像电视剧里说的很长很长。正所谓“长虹远引，飞阁回澜”在桥上你可以全方位的看到青岛的美景，吹着海风，看海鸥，桥上有回澜阁，五一去时未开放。适合晚上跑步，拍照打卡。与栈桥在南北路上的是中山路，最繁华的一条街。同时附近还有第六海水浴场，可以去沙滩玩沙子，晒太阳，退潮时，捡贝壳，抓螃蟹。
总要去趟青岛啊，吹吹栈桥的海风。",5.0,2021/05/30,1
48,栈桥，栈桥也是非常非常的出名的，去过青岛那边旅游的所有游客应该都知道，栈桥它的地点就在青岛的火车站的旁边，你如果去青岛旅游，是坐火车去的话，那么第一个景点就可以选在栈桥啦，因为你下火车就可以去看看了，不过如果是旺季的话，那就还是算了吧，因为旺季的话人实在是太多了，真的是谁去谁知道啊。,5.0,2021/05/17,1
49,值得一去。看风景是免费的。水质很好，有很多大叔在这里游泳。胆子大的可以体验摩托艇 空中飞人。听说秋天还可以看到很多海鸟～夏天只有两三只。,5.0,2021/08/04,0
50,青岛栈桥位于游人如织的青岛中山路南端，桥身从海岸探入如弯月般的青岛湾深处。桥身供游人参观并在此停靠旅游船，由此乘船可看海上青岛。,5.0,2021/08/03,0
51,一座人工码头。虽然从明朝初年开始青岛就是海防重地，但是直到有了栈桥，青岛才真正有了第一座军用码头，而且是第一座人造军用码头。,5.0,2021/07/09,2
52,就是死马头，当地人一定要说是桥。。。拍照的，游艇，还是很可以的。。旅游的人真的多。。环境还是可以的。。免费的旅游点。。。。,5.0,2021/07/22,0
53,来的不是时候，景色还可，人比较多，但是贼臭，听司机说是现在因为绿色那个像海草的玩意，太阳晒了就臭....没下去就能闻到味道很大，佩服一堆一堆的人在下面不臭吗😓不过路上看到好几辆货车在清理，不知道这玩意运走了还长不长，过几天再看看吧,4.0,2021/07/31,0
54,去过两次了，海边很漂亮，栈桥景区很干净，在海边逛逛很惬意,5.0,2021/07/23,0
55,景色很高，尤其是晚上，在灯光的照射下风景这边独好，有水，有战舰，还有高楼，亭子，晚上也不热，正好一边纳凉一边看风景，青岛夜晚比必去打卡点,5.0,2021/07/05,0
56,"🌟过年期间青岛最火的景点，跟着斑马一起来看看吧。青岛必玩榜，一生一定要来玩一次的地方，也可能你来青岛的第一个景点，它就是栈桥，这里真的是青岛的标志性建筑。

📌详细地址：靠近青岛老火车站，以前来青岛的游客特别幸福，一下火车就可以看见大海。🌊大海是多么的亲切，直接可以光着脚丫踏着浪花，在大海🌊里嬉戏玩耍。

👍特色推荐：

1️沿着长长的栈道走进去终点叫做回澜阁，这个名字是不是很有诗情画意的感觉。这里是需要门票的，不过登上阁楼发现另一个视角的青岛是更加的美好。现在不对外开放。

2️斑马🦓来了可能不止很多次，每次来都是那么的喜欢这里，不过看到桥上这么多人就不想往里？冬天来了我还要去喂海鸥🐦，海鸥我们来个偶遇吧，希望环境越来越好让更多的海鸥来到青岛，吃上我们地道的王哥庄大馒。海鸥特别亲近人，希望你不要伤害他哟。

🚗交通攻略：公交车🚌特别多 可以从火车站下车，也可以从栈桥下车316 31 228 321 104都可以。地铁🚇三号线火车站🚉",5.0,2021/03/05,2
57,这个夏天我们一起去青岛吧 吹吹栈桥的晚风 走走琴屿路 去趟小麦岛 感受岛城的夏天,5.0,2021/07/06,3
58,青岛栈桥是青岛海滨风景区的景点之一，国家级风景名胜区，国家AAAA级旅游景区，免费参观，桥上走走，感受感受挺好的，人有点多。,5.0,2021/05/16,0
59,一座青青的岛，海滨城市美若仙境。红瓦绿树，碧海蓝天，气候温润，色彩斑斓，大爱黄海之滨，工作生活了7年，已经深深爱上了这里！,5.0,2021/07/06,2
60,看到评分高，决定打卡此地，好天气好心情。,5.0,2021/07/17,0
61,非假期去的，错峰出行，人少，景色宜人，非常不错,5.0,2021/05/16,1
62,青岛栈桥位于游人如织的青岛中山路南端，桥身从海岸探入如弯月般的青岛湾深处。桥身供游人参观并在此停靠旅游船，由此乘船可看海上风光，是青岛的重要标志性建筑物和著名风景游览点 。,5.0,2021/03/21,0
63,"栈桥的海鸥是每年景区最大的风景线。

过年前后几天是海鸥最集中的时段，每年都是人满为患，今年特地早去几天，果然人流量少很多。

小朋友特别为海鸥准备一包面包，本以为一包足矣，没想到去到海鸥太多，简直不够分享。当然，海边很多销售油条之类的食品(也是第一次知道海鸥吃油条[吐])。

海鸥主要围绕在栈桥两侧，时而高空盘旋，时而俯冲，大多数停留在水面，这时按照海鸥飞来时机随意向高空抛一片，海鸥会灵活“刹车”获取这片美食[调皮]",5.0,2021/04/11,2
64,最著名的地标。海风吹的舒服，走地下通道可到栈桥，火车站，以及中山路商业街。交通方便，公交地铁都通。,5.0,2021/07/17,0
65,每次去青岛都喜欢去栈桥边上去看一看，特别喜欢雨后的青岛，这里的空气特别舒服，而且也有物理那种感觉，让人非常有感觉。而且我也是经常去玩。,3.0,2021/07/16,0
66,青岛传统的经典景点，几乎每一个头一回来青岛的游客都会去，结果就是永远都有那么多人在栈桥上。白天其实看上去普通，晚上有灯光好看些。,3.0,2021/07/17,0
67,青岛地标性桥。在陆地直伸向大海，建筑古朴，知名度很高，桥上两侧都是用海竿钓鱼的人，不时游人在此跳水。左侧的海边挺有意思，都是海礁石，退潮的时候可以赶海凿点海蛎子。,4.0,2021/07/22,0
68,五一去的青岛，打卡了五四广场小麦岛奥帆中心各个景点，去了青岛啤酒博物馆才知道原来浅桥上的回澜亭是青岛啤酒的logo，喜欢青岛这个城市，不过感觉六月去青岛会更舒服～,5.0,2021/05/11,0
69,栈桥南端筑半圆形防波堤，堤内建有民族形式的两层八角楼，名“回澜阁”，游人伫立阁旁，欣赏层层巨浪涌来，“飞阁回澜”被誉为“青岛十景”之一。桥北沿岸，辟为“栈桥公园”，园内花木扶疏，青松碧草，并设有石椅供游人憩坐，观赏海天景色,5.0,2021/06/02,0
70,人很多，有很多海鸥，但去的时候天气雾蒙蒙的。所以没停留太长时间。去的时候看管好个人的随身物品。因为人一多就怕丢东西哈哈！,5.0,2021/03/15,0
71,"因为换手机了，翻边相册也没找到白天的栈桥。
第一张是晚上十一点以后的栈桥，没有白天的拥挤和热闹，但是有属于大海独特的安静。
夜晚的栈桥两边会有买贝壳手链项链的，还有海螺喇叭，没有海螺姑娘完完全全可以给自己安排一个海螺喇叭",5.0,2021/03/05,0
72,"青岛必来经典呀 喂海鸥 看海景！妥妥的 
我就住在他旁边的酒店 躺在床上去就能看海
鲁华丽呈睿轩酒店 也是非常不错！！！",5.0,2021/02/22,0
73,栈桥是青岛的标志性景点，也算是滨海路起点，一般旅行者可以从这里开始往东沿着海边走各个景点，直达小青岛，鲁迅公园等。栈桥也有历史，尽头是古建筑，栈桥两旁很多海鸥，也可以可以看到对面小青岛的灯塔等建筑，第一次来青岛必须来打打卡…,4.0,2021/04/21,1
74,青岛海边的著名景点，必打卡的网红点。桥从海边一直延伸到海里，非常适合拍照留念，夏天人很多，海边游泳也很多人。傍晚是拍照最好的时机。,4.0,2021/08/15,0
75,青岛的地标建筑，景色优美，一览海天一色的优美景色。,5.0,2021/07/23,0
76,"景色不错，有代表性。
海水和海风还是挺享受的。",5.0,2021/07/31,0
77,值得去看看，景色很美，趣味性十足，性价比很高,5.0,2021/07/27,0
78,青岛的地标，常年游人如织。附近的海边也有很多人在挖沙。去的时候能见度不高，朦朦胧胧的，反而觉得夜景的灯光比较美，晚上八点后城市景观灯就灭了，拍照的话要预留好时间。,5.0,2021/03/19,0
79,每次去青岛都要去栈桥。走走看看，看海鸥。,5.0,2021/08/16,0
80,很美的栈桥，喜欢夜晚的景色，让人流连忘返,5.0,2021/08/05,0
81,栈桥来看海鸥已成时尚游，海是美的，海鸥更诱人，美在海天之间，春天不再寂寞，人鸟和谐，共享天海之乐，黄海边旅游很惬意的哟！,5.0,2021/03/13,2
82,青岛的海也不错 干净人少 很多游乐设施不错,5.0,2021/08/16,0
83,算是青岛的一个标志吧，看到就知道青岛的,5.0,2021/08/14,0
84,海边栈桥，美美哒，人来人往，十分热闹，,5.0,2021/07/30,0
85,海边逛一圈，就是人太多，人太多，人太多,5.0,2021/07/27,0
86,面朝大海，景色不错，有机会再去一趟,5.0,2021/08/15,0
87,青岛海边的著名旅游景点，风景优美。,5.0,2021/08/11,0
88,栈桥景色不错，有机会再去一趟非常美,5.0,2021/07/29,0
89,出名的景点，可以去走走，反正免费。,5.0,2021/07/22,0
90,不错真的很棒呀很喜欢哦这里很漂亮,5.0,2021/08/11,0
91,看大海，看轮船，桥，美美哒。。。,5.0,2021/07/25,0
92,青岛城市标志地之一！值得一去！！,5.0,2021/07/15,0
93,风景迷人，好处出，游玩的地方不错,5.0,2021/07/14,0
94,初秋时间去的  不算太冷  看着斜阳  美,5.0,2021/08/11,0
95,人多，景美，海美，桥美，，，，,5.0,2021/08/11,0
96,好看，都来了，人太多，，，，哦,5.0,2021/08/01,0
97,太阳西落，黄昏时分，至美栈桥。,5.0,2021/07/17,0
98,好看又好玩，，美美哒，值得来看,5.0,2021/07/15,0
99,这个季节值得大家去，吹吹海风。,5.0,2021/05/25,0
100,不错的景区 景色很美 环境非常好,5.0,2021/08/06,0
101,夕阳下的栈桥仍然充满着浪漫色彩，美的让人心醉，曾经工作了7年的岛城，美了心情，美了生活，魂牵梦绕的又找时回到黄海之滨这城。,5.0,2021/04/12,1
102,春天的栈桥 总是最美的样子 波光粼粼的海面 延伸入海里的桥，站在最前面看海，享受着碧海蓝天带来的快乐！不需要门票 随心随意的走一走 感受这份独特的快乐,5.0,2021/04/13,2
103,趁着清明节假期，准备周全后来到这里，扑面而来的是冰冷的海风，以及大海的气息，因为疫情的原因，人群有些稀少，正合我意，我最爱的是一个人拿着手机行走在沿岸道路上，看着海鸥在海面上时而飘流时而展翅盘旋，每一个瞬间都是最美的经典，裹紧大衣沿着海岸线前行，每隔一段就有一座公厕，里边还有共享充电宝，不必担心拍到兴时恨电无，踏入地下阶梯也有炸串三两摊，不必担心肚饿无食寻，且大部分景点在附近，无论那条路线都可逛个尽兴！,5.0,2020/04/13,5
104,其实不用预约直接进的，最初担心疫情不让进，第二次去了，还是夏天的海边更热闹，冬天人少不少，不过更方便拍照，惬意，收费拍照的人有点多,5.0,2021/06/23,0
105,五一到青岛，最火的景点就是栈桥了，这么远挤到最中央，想想都可怕啊，还是远远的拍个人山人海把，这么多人有勇气，不知道有多少人会后悔。,5.0,2021/05/03,0
106,青岛必来之地，靠近火车站，很多旅游的都来，退潮的时候可以下海看看，别有一番韵味，还可以坐船观景，30元一位，感受一下也特别好。,5.0,2021/05/25,0
107,青岛旅游必去的景点之一，青岛标志性建筑，漫步在栈桥上，可以欣赏到青岛美丽的海上风光，登上回澜阁更能感受到美丽的青岛海上美景！,5.0,2021/07/12,0
108,老景点，原来是离海比较近的，现在纯粹是一个怀旧景点，看一下就好，就一个亭子,4.0,2021/07/26,0
109,小桥，流水，人家！去到这里感受一下水的世界，清风拂面，静心静怡，特别舒服，有机会一定要去，真的可以忘却所有烦恼！,5.0,2021/06/24,0
110,栈桥，景色很漂亮，修建的真的不错，很喜欢这个。。,4.0,2021/07/19,0
111,"【景色】蓝色的海水很美
【趣味】好多海欧，与人共舞

【性价比】免费的嘛",5.0,2021/04/22,1
112,探入弯月般的青岛湾深处，站在回澜阁旁，可以看到层层巨浪涌来，也可以好好欣赏海天景色。,5.0,2021/06/14,0
113,是青岛有名的景点了，有很多游客去那里打卡，到了天气好的时候，在栈桥上看海真是太美了,5.0,2021/06/17,0
114,"青岛栈桥始建于清光绪十八年(1892年)，是青岛最早的军事专用人工码头建筑，现在是青岛的重要标志性建筑物和著名风景游览点。
青岛栈桥全长440米，宽8米，钢混结构。桥南端筑半圆形防波堤，堤内建有民族形式的两层八角楼，名“回澜阁”，游人伫立阁旁，欣赏层层巨浪涌来，“飞阁回澜”被誉为“青岛十景”之一。",5.0,2021/04/22,0
115,还不错，在海里面，能看到潜艇…………,4.0,2021/07/26,0
116,来青岛建议去栈桥看看，栈桥是青岛的标志性建筑，一代社保卡的封面就是栈桥哦~,5.0,2021/06/26,0
117,值得推荐大家去，火车站附近，方便。,5.0,2021/05/28,0
118,栈桥也是青岛的地标性建筑，它一百多年的历史，见证青岛的高速发展……,5.0,2021/06/01,0
119,栈桥很漂亮，能看到美丽的大海、海鸥、巨大的货轮和军舰，现在人少特别适合去玩，附近可以沿着海边到鲁迅公园还可以去八大关景区看到很多国家的领事馆旧址，看美丽的日出日落，建议避开人超多的节假日,5.0,2021/04/17,0
120,在青岛旅游最喜欢去栈桥逛了，看美丽的海和海边的西式建筑，很美呀,5.0,2021/06/17,0
121,在青岛栈桥上看海特别美，看身后的西式建筑特别漂亮，真是太喜欢了,5.0,2021/06/17,0
122,大海边，靠近火车站，交通便利，风景优美，历史印记，值得来看,5.0,2021/06/17,0
123,伟大精工，值得学习，未来需要科技人才，希望祖国越来越强大,5.0,2021/05/21,0
124,感觉一切挺好的,5.0,2021/08/07,0
125,景点不错，温度适宜，交通便利，地铁或公交车是不错的选择,5.0,2021/07/05,0
126,青岛标志性打卡地，来青必到，中山路头上，伸到海里的栈桥,5.0,2021/05/28,0
127,青岛著名景点,5.0,2021/07/14,0
128,山东省青岛市著名的旅游景区之一，是青岛市的旅游标志。,5.0,2021/06/19,0
129,青岛的栈桥，有好多年的历史了，真是值得去看看的地方。,5.0,2021/06/13,0
130,青岛的栈桥，曾经是青岛的标志！很不错，值得去！,5.0,2021/07/05,0
131,风景不错，人也不多，散步走约1小时，老人家满意,5.0,2021/07/02,0
132,暑期将至 、不知道还不确定去哪儿，就去青岛玩吧。,5.0,2021/06/01,0
133,"栈桥是青岛的地标，近十几年来，经过数次修缮比以前更壮观了，桥面更加宽广。走到栈桥尽头好像身入大海，远眺远方，可以观赏一览无际海景。
【景色】
【趣味】",5.0,2021/03/14,1
134,好好好好好好好好，有海有桥有人有海鸥有点沙滩,5.0,2021/07/06,0
135,栈桥的海鸥很亲近人，可以喂喂海鸥，抓抓小蟹子,5.0,2021/06/25,0
136,景色优美，空气清新，交通便利，旅游的好地方,5.0,2021/07/07,0
137,什么说呢，来这边必要去的地方吧，很值得推荐,5.0,2021/06/07,0
138,这里的风景很美，很漂亮，我很喜欢这个地方,5.0,2021/07/03,0
139,青岛的地标建筑，来青岛的必去景点没有之一,5.0,2021/05/17,0
140,青岛最有特色的地方，可以说是青岛的起源,5.0,2021/07/06,0
141,去青岛必去之地，尽头的对面有个小青岛。,5.0,2021/07/03,0
142,长长的栈桥连续了近现代文化，历史的见证,5.0,2021/06/19,0
143,来到青岛也得来这里好好看看，很好的风景,5.0,2021/06/19,0
144,青岛的标志之一，大爷大妈们的冬游很厉害,5.0,2021/06/01,0
145,这个城市风景还是很漂亮的，哈啤酒哈哈哈,5.0,2021/05/31,0
146,青岛处处美，栈桥最美。人少时去最好。。,5.0,2021/05/18,0
147,景色还不错，趣味性还行，性价比也不错,5.0,2021/07/06,0
148,这里的风景好美好，漂亮啊，值得推荐。,5.0,2021/07/05,0
149,青岛栈桥是青岛旅游必去的旅游景点之一,5.0,2021/06/02,0
150,青岛的标致，去了就去看看呗，景色可以,5.0,2021/05/15,0
151,有海有古建筑，靠近火车站，人超级多,5.0,2021/07/14,0
152,傍晚的时候去的，涨潮了，海风有点大,5.0,2021/07/09,0
153,很好很好。。。。。。。。。。。。。,5.0,2021/06/01,0
154,有历史记忆的，还是海边，很多人来看,5.0,2021/05/28,0
155,老景点了还不错，可以看到海上风景，,5.0,2021/05/21,0
156,有海有沙滩，冬天海鸥很多，特别美,5.0,2021/07/12,0
157,青岛最著名的景点之一，很适合拍照,5.0,2021/07/05,0
158,青岛著名景点，依山傍水，五月的风,5.0,2021/06/29,0
159,这里风景独特，环境优雅，很美丽。,5.0,2021/06/12,0
160,观海好去处，美景尽在眼底，挺好的,5.0,2021/05/29,0
161,青岛的地标建筑哦，网红打卡地之一,5.0,2021/05/22,0
162,青岛&amp;栈桥，人从众，🙈🙈🙈,5.0,2021/05/03,0
163,我去的时候下雨了，有海有海鸥！,5.0,2021/07/11,0
164,青岛必去的地方，人就是有很多，,5.0,2021/07/08,0
165,有海，有小沙滩，有贝壳，栈道，,5.0,2021/07/03,0
166,青岛非常美，栈桥是青岛的美中美,5.0,2021/07/03,0
167,开放景区 一定要天气好的时候去！,5.0,2021/06/25,0
168,栈桥是到青岛市的必须打卡之地，,5.0,2021/06/23,0
169,非常值得一看的地方，推荐大家哦,5.0,2021/06/22,0
170,青岛的标志性建筑及旅游景点之一,5.0,2021/06/05,0
171,这个季节适合大家去游玩，很美。,5.0,2021/05/29,0
172,景色宜人 环境优美 空气质量好,5.0,2021/07/02,0
173,栈桥是青岛的标志，从青岛站下车后向南走的第一个景点儿就是栈桥。马路对面的庆丰包子铺还不错，可以推荐下,4.0,2021/06/21,0
174,青岛栈桥始建于光绪十八年，是青岛最早的军事专用人工码头，现在栈桥是青岛的一个重要标志性建筑，也是一个有名的旅游景点。远远地看着栈桥，它横卧在海面上，感觉它很像一条大鱼，虽然很安静，但是气势磅礴，让人震撼，慢慢走在桥上，蓝蓝的天空下是一望无际的大海，远处的白鸥飞翔着，偶尔会有水溅到自己的身上，海风吹过来，满满地都是海的味道，旁边有快艇飞速行驶过去，啪地一声一个大浪花升起来，然后又瞬间爆炸，再落回海里，回归海的怀抱，这一幅幅画面，这一切的一切，都让人心生惬意，仿佛生活中的不顺的情绪也都烟消云散了。,5.0,2020/08/28,5
175,栈桥是一条440米长的海上长廊，从陆地伸入海中。栈桥建于清光绪年间，有百年历史，被视为青岛的象征，栈桥尽头是回澜阁。节假日人非常多。,4.0,2021/05/08,0
176,青岛中山路南端，桥身从海岸探入如弯月般的青岛湾深处。桥身供游人参观并在此停靠旅游船，由此乘船可看海上青岛---海鸥飞处，青岛栈桥！,5.0,2021/04/01,0
177,洋务运动的海军现代化建设，留给青岛的一个城市符号，意外的成为了今天青岛的城市地标，回澜阁，一个诗意的名字。,5.0,2021/04/23,1
178,栈桥，回澜阁，礁石，海滩，是我童年记忆里的大青岛。还有中山公园。现在的回澜阁已经不似当年，但是栈桥作为一个景点，仍然深受欢迎。,5.0,2021/03/07,0
179,一条通往不知道哪里的桥。两边还有游艇可以坐。就是要花钱。游一趟2个人好像150来着。一个人就是100。就是去吹风。哈哈哈哈,5.0,2021/03/15,0
180,欢迎来到青岛的地标之一，夏天吹海风（热），冬天喂海鸥（吹）,4.0,2021/07/12,1
