,评论,得分,时间,点赞
49,"【景色】夜景非常完美，我非常喜欢，我住的酒店就在边上，晚上饭后散步是非常好
【趣味】好地方，景色真美
【性价比】非常好，我喜欢，",5.0,2021/06/15,0
50,青岛奥林匹克帆船中心就是青岛国际帆船中心。青岛奥林匹克帆船中心位于山东省 青岛市东部新区浮山湾畔， 北海船厂原址，毗邻 五四广场和东海路，市内的著名风景点“燕岛秋潮”位于基地内燕儿岛山的东南角， 2008年北京奥运会和13届残奥会帆船比赛就是在这里举行的。,5.0,2021/07/07,0
51,奥帆中心毗邻五四广场燕儿岛公园，这里已经不只有排排整装待发的帆船，威武的轮渡就停靠在海的港湾。浩瀚的海洋风光，在烈日之下泛着银光闪闪。夕阳之中，金光嶙峋一片挨着一片。轮渡之上，海风徐来，夹杂着甜甜的海中鲜味。,5.0,2021/02/17,0
52,可以去奥帆中心体验帆船和驾驶，有晕船者不要选择小型选大点平稳性好点。,5.0,2021/08/14,0
53,这地儿经常来溜达一下就挺好的呢，哈哈哈……,5.0,2021/07/27,1
54,景色很美，海风吹的很惬意。适合晚上与朋友或者爱人游玩。,5.0,2021/07/22,0
55,"1个小时豪华大帆船要比半个小时的小帆船性价比高很多，尤其适合家庭出游，推荐给带孩子带双方父母的，船长非常热情，把景点都会一一介绍
。",5.0,2021/08/08,0
56,携程安排的很好，因为高铁时间紧张，携程帮忙协调了体验时间，真的不错，船长幽默风趣，讲解到位，强力推荐给朋友们，强力推荐从携程下单！,5.0,2021/08/01,0
57,汇集了各种帆船，可以租用，也可以请人开船,5.0,2021/07/19,0
58,挺好的溜娃地，海边玩一玩挺开心的啊,5.0,2021/08/09,0
59,黄海之美，运动之中心，心旷神怡。,5.0,2021/07/16,0
60,很美丽的港湾，最像国外的海边。,5.0,2021/07/18,0
61,很值得的一次体验，去的时候还被外面的小贩拉着说了半天，最后果断在携程上定了，大家千万别上那些小贩的当！,5.0,2021/07/23,0
62,奥帆中心这片海水很蓝，有好几辆舰艇，拍照片很好看，连滤镜都省了。场内有星巴克和瑞幸，累了可以坐在海边喝喝咖啡，品品下午茶，吹吹海风。,5.0,2021/03/01,0
63,非常实在也有趣的一个旅程，服务态度也很好，也不错。,5.0,2021/07/31,0
64,总体超赞，景色不错，性价比高，有趣好玩，细心的教练，指导我们怎么操作，风景很好。青岛真的是值得推荐的休闲好地方👍,5.0,2021/04/02,0
65,"体验了一把帆船出海，和大自然接近感觉很好！
奥帆中心还有两个展馆，把当年奥运会用的比赛用帆船，运动员服装奖牌等按系列做了陈列，看了深深为国人骄傲啊！",5.0,2021/02/24,0
66,"【景色】非常美丽，

【趣味】也很不错，

【性价比】也可以接受。
拍了很多照片，很漂亮。",5.0,2021/07/06,1
67,五四广场的夜景很漂亮的，建议大家可以晚上的时候去这儿逛逛。青岛新地标，一定要来看,5.0,2021/06/21,1
68,青岛五四广场附近有奥帆中心，这里是北京奥运会帆船比赛场！蔚蓝海岸停靠大量的帆船，体验了帆船出海，吹着海风，感受海滨城市的魅力！,4.0,2021/03/04,0
69,养眼的景色好美啊！无边的海洋与色彩鲜艳的船帆增添了趣味。我觉得性价比高，值得推荐。,5.0,2021/06/07,0
70,挺好的，就是吃饭的地不好找，在情人坝下吃的肯德基。,5.0,2021/07/04,1
71,官方值得信赖。性价比高,5.0,2021/08/02,0
72,两岸风景非常棒！,5.0,2021/07/21,0
73,环境不错，空气很好，值得一去。,5.0,2021/06/21,1
74,冬天去青岛的那次它正在维修，感觉很美的海岸。,5.0,2021/06/01,0
75,非常方便，海边景色很好，帆船很多，梦想自己驾驶帆船出港，惬意的很，本身时间比较紧，随便逛逛的，结果还挺有意思的，推荐大家去,5.0,2021/06/23,0
76,奥帆中心坐落于青岛市东部的浮山湾畔，2008年北京奥运会的帆船比赛曾在这里举行。矗立着巨大的北京奥运火炬与奥运五环，港湾中停满的帆船甚是壮观，是欣赏日落的好地方。,4.0,2021/05/08,2
77,绕着奥帆中心走了好久，青岛美景尽收眼底！,5.0,2021/07/11,0
78,美丽的海岸风景，尤其是晚上灯光效果特别棒,5.0,2021/07/10,0
79,地方很大，需要预约参观，免费的，就在海边,5.0,2021/07/06,0
80,环境还不错吧，加油加油吧，去看一看吧。,5.0,2021/05/26,0
81,傍晚时分走在广场，海风拂面，浪花飞舞,5.0,2021/05/19,0
82,跑步的好去处，无敌海景，五四广场,5.0,2021/06/05,0
83,青岛五四广场来青岛必去的地方。,5.0,2021/06/25,0
84,夏天去看的好去处，美景凉风习习,5.0,2021/06/09,0
85,服务很用心很耐心～～～～～～～,5.0,2021/05/28,0
86,很好玩，教练很专业，风趣幽默。景色不错，性价比高，总体超赞，,5.0,2021/06/13,0
87,万舸群集，帆船摇曳，运动与休闲共济,3.0,2021/07/28,1
88,于船长特别热情有意思，体验了升帆掌舵，推荐出行总体超赞，性价比高，有趣好玩，景色不错，,5.0,2021/06/20,0
89,非常棒，还可以学到些知识，带着孩子去玩顺便欣赏海景，很不错的体验哈！,5.0,2021/05/30,0
90,奥运会比赛场地之一，已经成为青岛著名的地标性景点之一！,4.0,2021/05/24,0
91,Es otro edificio important.,4.0,2021/06/15,0
92,一次有趣的体验，同行的大朋友、小朋友们都表示很喜欢。可惜天公不作美，没有拍到满意的照片。有机会下次来青岛的时候再体验一下。,4.0,2021/06/26,0
93,一次不错的体验,5.0,2021/07/07,1
94,蓝天，白云，碧海，帆船，一副自然靓丽有没的风景画。值得前来游览观赏。,5.0,2021/05/02,0
95,青岛奥帆中心码头停着好多帆船，白色的，好漂亮。青岛的海很干净。,5.0,2021/04/01,0
96,时间确实很长，但是帆船不升帆，只能靠电力驱动，就有点失望了，景色不错，还可以看看海，做的是37人的船，当天也就上了十几个人吧，速度不快还很平稳，没啥太大的亮点，就是去时间比较久，30分钟，没有玻璃，可以直吹海风,4.0,2021/05/07,1
97,可以不错的,5.0,2021/06/10,0
98,"【景色】一般般
【趣味】一般般
【性价比】一般般",5.0,2021/05/01,0
99,"感谢青岛朋友们的热情款待，每年都会来青岛，每年都会住洲际酒店，所以每年都会看到奥帆中心，每次看到都会觉得奥帆中心更漂亮了！[调皮]
这次虽然是遇到了零下十一度的极寒天气，也遇上了航班取消等各种情况，但由于会议就在国际会议中心，更能近距离接触奥帆[微笑]祝奥帆越变越美！",5.0,2021/01/01,0
100,有空就到这里溜达溜达，是个不错的选择！,5.0,2021/02/27,0
101,青岛的美景尽收眼里，特别美丽的地方,5.0,2021/05/04,0
102,风景很好，尤其是晚上，特别适合散步,5.0,2021/04/22,0
103,自然环境好，国际范儿大城市的感觉。,5.0,2021/03/11,0
104,不错，去年暑假带孩子去体验了帆船,5.0,2021/05/12,0
105,海天一色，空气新鲜，值得一游……,5.0,2021/04/17,0
106,吹吹海风看看海景逛逛情人坝，不错,5.0,2021/02/20,0
107,【景色】有很多奥运会项目在这里,5.0,2021/03/25,0
108,海滨凉爽宜人舒适。宽阔整洁的大海。海上娱乐活动。吃吃海鲜烧烤火锅。,3.0,2021/06/13,0
109,景色不错，性价比高，有趣好玩，细心的教练，指导我们怎么操作，风景很好。青岛真的是值得推荐的休闲好地方👍,4.0,2021/04/21,0
110,定的夜游票，虽然写的17.30之前换票，咨询客服后知道开船前都可以换票，夜景很美，五一稍有些冷,5.0,2021/05/03,0
111,奥帆中心是青岛新的热门旅游标志，是2008年奥运会帆船比赛场地和2018年上合组织青岛峰会举办地。可以免费参观，也有付费的游艇项目。,5.0,2020/10/02,4
112,青岛奥林匹克帆船中心青岛市东部新区浮山湾畔，北海船厂原址，毗邻五四广场和东海路，市内的著名风景点“燕岛秋潮”位于基地内燕儿岛山的东南角，2008年第29届奥运会和13届残奥会帆船比赛就是在这里举行的。,5.0,2020/12/22,2
113,"青岛奥帆中心景色迷人，一把巨型奥运火炬是整个景区的标志，旁边就是五四广场。
特别推荐一步之遥的海尔洲际酒店，自08年奥帆中心建成以来，海尔洲际酒店便以7星级标准打造自我，入住不下十次，每次都非常满意。房间里最满意的除了电动窗帘、大浴缸等外，便是大大的衣帽行李间，这在一般的酒店还真不多见。
早餐不是一般的丰盛，中式和西式都有很多品种，饮品也极富选择。",5.0,2020/09/04,0
114,停靠的船只成片，万舸争流颇有气势,3.0,2021/06/03,0
115,青岛的夜景真的蛮漂亮的，从奥帆中心看灯光秀的角度比五四广场更好，特别是建筑的全景很是流畅震撼，晚上这里也很热闹，旁边也有餐饮选择。,5.0,2020/11/19,1
116,在这里可以做帆船出海，大概来回半个小时，坐帆船会比较不一样，有倾斜度，能够感受不一样的海上之旅。同时，在海上可以看到青岛市的全景，感受这座城市的风景。,5.0,2020/10/13,1
117,青岛奥帆中心临近五四广场，是一个到青岛旅游必须打卡之地，这里是奥运会帆船比赛场地，气势磅礴，海天一线。奥帆中心占地面积很大，需要预留半天时间参观。,5.0,2020/10/20,3
118,为了迎接奥运会帆船比赛和打造“帆船之都”，青岛市政府把北海船厂整体搬迁到黄岛区的海西湾，并将国际帆船中心建成青岛市独具海上运动特色的建筑区域，体现了“绿色奥运、科技奥运、人文奥运”的理念。青岛奥林匹克帆船中心占地面积约45公顷，其中场馆区30公顷，赛后开发区15公顷。青岛奥林匹克帆船中心建设过程中紧紧围绕“绿色奥运、科技奥运、人文奥运”三大理念，按照“可持续发展、赛后充分利用和留下奥运文化遗产”的原则，规划、设计、建设。青岛奥林匹克帆船中心采用的一系列科技新技术。奥帆基地同样注重环境景观规划，通过三条南北向轴线即：西轴－海洋文化轴、中轴－欢庆文化轴 东轴－自然文化轴，组成了意向的“川”字。以“欢舞·海纳百川”为主题，寓意开放的青岛正以宽广胸襟，向世界敞开大门。,5.0,2020/06/24,2
119,"我去的时候是下午4点过，太阳已经不是很大了，到了那里第一眼的印象就是那个大火炬和飘扬的彩旗。当时我刚到门口的时候，就有坐帆船的工作人员跟我们说，现在快下班了，可以优惠啊来一定要坐帆船啊之类的，但我拒绝了，因为我觉得他喊价两个人150有点贵，而且还是双船的，结果进去后双船的是50一个人，最终我坐的是单船的，问的是100一个人30分钟，单船的比较刺激，可以把脚伸到外面感受海，唯一不太满意的地方是，买票时跟我说等15分钟就可以出发，结果我等了半个多小时还不开，最后让我跟都另外刚到的一批人上的另外的船，结果我的船头位置就没有了，这一点让人很生气，要去坐船的一定要提前沟通好。不过呢总说坏运气后总有好运气，我坐的侧面刚好能够看到日落，很漂亮，时间也刚刚好，这算是给了我一点安慰。
下船后天已经黑了，那里的灯也全都开了，能够找到共享单车一定要骑啊，因为要从入口走到灯塔挺远的，可以骑车慢慢过去，欣赏夜景，不过情人坝上好像不能骑。
有时间的我看到那附近还有海上飞人项目，都可以去体验，价格只有自己才知道咯，我没去问哈哈。
那里帆船啊私人游艇超多的，有条件租个游艇去吧，夜晚游船看看夜景。最后祝大家玩的愉快啦！",5.0,2017/08/07,182
120,专门抽时间去了青岛奥帆中心，就是为了感受一下帆船！里面商家很多，都是私营公司开的，可以和老板商量价钱，我们做的是奥运会比赛的同类帆船，没有做游艇快艇，感觉新颖，就是不能离海太远，船速慢，要是能快速航行一段就更完美了。提醒下，不要相信他们说的加钱能多开一会等，因为架船的可不认拉客的随意答应的这些延伸项目。,5.0,2017/07/28,78
121,"完美的一天：极地----奥帆中心----五四广场

青岛极地海洋世界里面都是极地的海洋生物，但不是只有青岛才有，所以大家可以酌情选择，不是必选景点，而且夏天人多，可能会很挤，没有学生票，可以团购，更便宜一点。里面的布置倒是很不错，和极地生物互动要交钱，印象最深刻的就是海豚表演，不过表演是有表演场次的，最好提前查好表演时间然后在表演前一个多小时进去，景色和表演都不耽误，也省时间。极地海洋世界在一个叫银海大世界的商圈内，内部基本都是饭店，但是都走高端路线所以会比较贵，所以去玩最好自备食物，或者坐车到辛家庄或大学附近吃饭，有比较好吃的韩国料理。
吃完饭，就可以步行到奥帆基地，奥帆基地是2008年举行帆船比赛的场地，现在有很多帆船俱乐部，不需要门票，有的可以花钱体验水上摩托，还有个水上大黄鸭，看起来像是公交巴士开在海里，适合小孩子和情侣吧，但是门票比较贵。进去了就一定要走到尽头，有情人坝，灯塔等景色，也是之前跑男的拍摄地，景色超美！超美！超美！这里就不要坐车了，最好沿着海边木栈道一直走，鞋踩木栈道的声音也挺好听，当地市民都在这里散步跑步，海风很舒服。
五四广场就是海滨木栈道上的一个风景，据说是为了几年五四运动而建既有历史意义又不是现代建筑的美感，五四广场有很一篇草坪，有人在这里放风筝，我也凑凑热闹，去买了一个，买风筝的大爷跟我说这风筝都是他们自己做的，第一次见到不用棍子支撑的风筝，还有像龙一样的风筝。五四广场与政府大楼正冲着，应该是占着比较重要的位置吧，以史为鉴（我自己猜的）。这里也有些卖特产的店，但是卖的很贵很贵，相比我在台东某人特产铺子买到的东西简直没法比，如果要买特产的话这家店还是良心推荐的。",5.0,2017/07/03,165
122,我们是4月中旬来的，人还比较少，碧海蓝天，海风习习，非常好，身处其中的心情，只可意会不可言传。出门还有一个滑梯，儿子玩起来不走了，本来就是赶飞机路过这里，没有匆忙的去赶各个景点，在这里消磨了大部分的时间，旅行就是让自己放松的，不是么？,5.0,2017/05/31,33
123,说到青岛，奥帆中心必须去逛一圈的。因为我是白天去的，人多，正好那天好像有帆船比赛。位置就在情人酒吧街那儿，记者也有好多。“青岛奥帆中心”的石刻有两个。一个离“五四广场”比较近，一个更远。去更远的边，有一个大的奥运火炬模型，附近有那种快艇，轮船载人旅游的项目。因为我就在附近转悠，所以也没花什么钱，水夜市自己带的。晚上在附近有类似帆船主体的酒吧，我看见有人发图片，但是我没找到。吃的东西附近有麦当劳，也有高级餐厅。,5.0,2017/05/22,36
124,奥帆中心是一片很大的区域，这里有长长的沿海步道，沿着海边走走，或是靠在栏杆上呆呆地看海、赏夕阳，享受各种惬意。奥帆中心的海边有帆船码头，一艘艘竖着桅杆的帆船和私家游艇泊满在港湾里，是道靓丽的风景线。走到奥帆中心的最南端，你会来到一条深入海中的栈道，这里称为“情人坝”。这里林立着各种酒吧、咖啡店、餐厅，栈道尽头则是一座白色的灯塔，是晚上与伴侣约会的好地方，即使两个人在这儿随意走走、吹吹海风，也十分浪漫。我是晚上到的奥帆，路上有人拉坐帆船，享受青岛夜景，确实，青岛夜景很美，在海上看五四广场夜景，特别美。沿着奥帆出向左走就会到五四广场，一路也有游轮码头，有海上观光游轮停靠在此，可以坐在船上看海、欣赏海滨风光。走到奥帆中心的最南端，你会来到一条深入海中的栈道，这里称为“情人坝”。这里林立着各种酒吧、咖啡店、餐厅，栈道尽头则是一座白色的灯塔，是晚上与伴侣约会的好地方，即使两个人在这儿随意走走、吹吹海风，也十分浪漫。,5.0,2016/07/22,56
125,在这里拍到的美景堪比北欧国家的风格～,4.0,2021/04/20,0
126,听闻青岛奥帆游览区可能晋级5A，再去考察下，哈哈😄。离家最近的海边，小时候赶海的常去之处，变化那不是一般大，海滩、船厂变身为游艇码头，高楼大厦。落日很美！,5.0,2020/12/28,2
127,景色不错，有趣好玩，总体超赞，,5.0,2021/04/26,0
128,青岛奥林匹克帆船中心也就是青岛国际帆船中心，这里还是青岛奥林匹克主题公园，与青岛地标五四广场相邻。北京2008年奥运会和第13届残奥会的帆船比赛，都是在这里举行的。,5.0,2020/07/08,3
129,自己一个人漫步挺好,5.0,2021/03/22,0
130,"夜景不错，灯光秀、海上邮轮、
【景色】
海鲜不错就是有点小贵～适合闲逛，风比较大",5.0,2020/09/27,1
131,今天办事顺便去青岛奥帆中心，这里发生过两件大事，一个是2008年北京奥运会帆船比赛基地，然后10年后又迎来了上合组织青岛峰会这个重大政治会议（2018年6月9号～10号），奥帆博物馆旁边就是青岛会议中心，也就是上合组织峰会会场，泰山厅就是主会场，黄河厅是小会议厅，还是去年海军70周年庆祝会场，奥帆博物馆一楼还有一个上合组织峰会的博物馆，详细介绍了这个会议的经过，非常具有意义，主会场门票100，奥帆博物馆到4月底门票半价30,5.0,2020/04/15,0
132,奥帆中心进去不需要门票，峰会场馆门票100元，奥帆博物馆门票60元，乘坐帆船200元左右，路线自己选。如果不是特别感兴趣的朋友可以不去博物馆，就在门口拍拍照，蓝天白云很容易出照片。傍晚时分可以乘船游览一下主要景点,5.0,2019/09/15,4
133,如今青岛奥林匹克帆船中心俨然已成为青岛新生地标，是这座城市的活力体现。2008年第29届奥运会和13届残奥会帆船比赛就在此举行，比赛所有必备设施全部位于场馆区内。结缘奥帆赛，青岛又因此多了个称呼：中国的帆船之都。景区内有两大形象建筑，一个是巨大的奥运祥云火炬雕塑，另一个是场馆前的帆船雕塑建筑。举目而望，还有各国国旗在半空迎风飘扬，更显壮观大气。在这里，可以欣赏到赛事举办的设施，乘游艇游览海上青岛，晚上还能在情人坝酒吧街开怀畅饮……但最美之时还属晚上，灯光璀璨，霓虹斑斓，显尽魅色。,5.0,2016/11/25,30
134,风景很好的哦，夜晚十分美，可以看到对岸的风光。对面有几栋高楼，灯光璀璨。广场中间两排国旗也是很有特色。这里的海水也十分蓝。重要的是不要门票，是个打卡拍照好地方,5.0,2020/10/25,0
135,【景色】觉得很不错  而且一定要出海一次看一次日落真的太棒了  可以在附近逛逛  旁边就是情人坝和五四广场 一定要晚上去 超推荐,5.0,2020/08/19,2
136,免费可游，有游艇可以做，额外自己出钱坐游艇。人还是蛮多的，虽然是疫情期间，人没有同期多。游艇依旧 海水依旧，奥帆依旧，人流不依旧了。,5.0,2020/06/21,2
137,青岛是个美丽的海滨城市，这里的奥帆中心是2008年奥运会帆船的举办地！置身奥帆中心，体验帆船出海，欣赏迷人的海滨风情！值得推荐！,5.0,2020/10/10,0
138,2008奥运会帆船比赛而建，现在很多私人经营的的海上帆船体验，基本出不了很远，图新鲜好奇，可以试一下。也可以一直往里走，去看一下情人坝和灯塔。,5.0,2018/07/24,9
