,评论,得分,时间,点赞
27,琅琊台史称“海上仙台，四时福地”，是四时文化的发源地，同时也是二十四节气产生的重要根源。《史记·封禅书》记载，西周初期，姜子牙把季节之神四时主封在了琅琊台，这里成为天下四时的确立地，中国古代四时主的主祭场所。古人以琅琊台为中心，观测星象，分出春秋二分，夏冬两至，分时计岁。琅琊台也成为中国最古老的观象台，发布节气令，祈福四时。,4.4,2021/05/25,0
28,中午去的，人不多，挺喜欢这里的闲静。两座小山都爬过了，不是很高，适合带孩子和老人游玩。下山后，门口买了些咸鱼回家，民风朴实，给了好大一包。回家就煎着吃了，不错。,5.0,2020/04/16,0
29,琅琊台景区不大，登高望远，大珠山，灵山岛清晰可见，海上薄雾缭绕，美如仙境。,4.0,2020/04/27,0
30,"国家AAAA景区
门票50元看看值不值？

春秋五霸在这里会盟

越王勾践曾迁都至此

秦始皇帝为求长生不老，三巡琅琊

这里是秦方士徐福率数

千名童男童女东渡日本的启航地",4.4,2021/07/14,0
31,挺好，适合多数旅游者参考，自驾的更好,5.0,2021/02/04,1
32,景美人少快来旅游吧,5.0,2020/04/07,1
33,景点历史文化内涵丰富，是秦始皇寻找长生不老药的历史见证，但宣传力度不够，设施有点简陋，交通出行不太方便，游人不多。建议与宣传青岛旅游结合起来，增加知名度，交通方面与地铁13号线路结合起来，方便出行。,3.0,2019/09/07,0
34,取票很快，景点环境也很好，没有什么人,5.0,2019/11/15,0
35,园区面积不大，大约玩2到3个小时，景色比较不错，能感受到历史遗留下的古迹。游客不多，反而是一种安静的享受。从青岛市区自驾游过的，开车大约1.30到2个小时。带些吃的，里面卖东西的不多。,4.0,2019/09/15,0
36,😁开心❤❤❤,5.0,2020/04/06,0
37,有风景、有历史、有典故，比二十多年前增加了看点。只是觉得应该把临龙湾的门打开，这样的体验更好,4.4,2020/09/04,0
38,庙里面的环境很一般，光线黑暗，灯光不好，看起来好像没人打理一般。一个仿品大鼎竟然水泥做的。,3.0,2020/10/10,0
39,环境非常好，人相对少一些，适合老人孩子去玩！,5.0,2020/09/09,0
40,只说一点，兑票时工作人员起立双手递票，并告知游览注意事项，小细节大智慧。,4.4,2019/11/19,0
41,属于文化公园类别，人少，清净，交通不是很方便。适合自驾去！,5.0,2020/11/12,0
42,开发潜力巨大，建议经营者带队出去好好看看，还有很多工作要做。还能做的更好，只可惜了大好风景。,5.0,2020/06/09,0
43,疫情期间，游人不多，这样挺好,5.0,2020/08/18,1
44,交通不太方便，打车也不好打,5.0,2021/01/24,1
45,不错，值得去逛逛，即可以逛山，又可以海边走走。,4.4,2020/12/27,0
46,"一座小山，比较适合去散散步，吹吹风哈哈哈哈，从入口进去到终点加上散步走走停停看看大概需要一个半小时左右，很轻松。
不过去那的交通很不方便，因为没有车，所以我跟同学坐的地铁公交（下了地铁以后打不到车....），那个公交车我们等了三四十分钟！！",4.4,2021/04/16,0
47,两小时足够了  性价比一般  带孩子锻炼身体了逛完也是比较累,4.0,2019/08/25,1
48,观海的公园和一些宗教色彩的道观,5.0,2020/10/04,0
49,很破旧的感觉，观光电车太少，下山的时候想在中间那个站买票下山，结果被告知坐不上车，因为车下来就都满了，那你们设立这个车站干嘛？直接就山顶和大门两个站不就行了？是你们车太少吧，半天才来一辆,4.4,2020/08/31,0
50,比原来去的时间干净多了,5.0,2020/10/05,0
51,免费值得去，也不累挺好,4.4,2020/08/25,0
52,总体超赞，性价比高。,5.0,2020/12/27,0
53,琅邪台風景區位在黃島，在中山路、利津路(隧道7)、大窑沟(5)、天泰体育埸(6)、四方長途車站(8)都能到黃島靈山衛樞紐站，再倒車到西海岸汽車總站搭501到琅琊台景區，如途中任一站転地鐵在龍湾站(龍湾站喔!)倒501到琅琊台景區,4.0,2019/04/07,3
54,"从黄岛驱车要50几公里，一个小时多点。中间有个收费站来回20元。门票通过携程订的，40元，到了景点售票处报姓名取票。我们经验不足，售票员问我开车了没，我说开了，她说10元可进大门内，呵呵这进去也就50米，门外都免费。
风景还是不错的，秋天的阳光透过树叶照在满是落叶的山间小径上，满满浓厚的秋意尽入眼底，古老的寺院掩映在金色树叶下更多了一份庄重。
山间有许多栗子树，成熟的都散落在地下的树叶中，我太太这个吃货找了好几个，上车就吃了，说很甜咯。",4.4,2017/10/21,11
55,很棒的一个景点，由于位置较偏僻所以游人相当少，植被茂盛，很幽静。来了一定要沿山路拾阶而上，走到最顶端，看向一望无垠的大海真是震撼。另外山顶不远处的望越楼是最佳的观景处，可以看到三面环海的瑰丽景色。山的海拔并不高，登山有柏油路石阶游览车等多种选择比较轻松。,5.0,2017/01/30,11
56,不错，值得去。孩子太小的话需要做电瓶车游览。风景秀丽，空气很好，就是有点偏，自驾游可以。坐公交车需要换好几次车。,4.4,2019/08/31,0
57,景色不错，适合带娃来玩，景区不是很累，建议坐电瓶车上去，然后走下来！,4.0,2020/10/09,0
58,"登琅琊台
昔慕东海仙山，今登琅琊古台，
大王雄风犹存",3.0,2020/08/28,1
59,"整体一般。
因为免费游览，所以给个好评。
好评不代表好景。",4.0,2020/10/07,0
60,"在黄岛郊外50公里附近，沿着滨海大道一直开，路边风景非常美，景区门票50，儿童半价，70岁以上老人免费，这个很人性化。
琅琊台三面看海，秦始皇三次来琅琊台祈福，徐福从这里东渡日本。景区内有几座小山，山上有石刻和雕像。",5.0,2017/10/04,8
61,价格便宜！就是景点不太多，2个小时就差不多了，不过孩子们还是玩的很开心。,5.0,2019/10/22,0
62,景区不大，距离市区比较远。,4.4,2020/09/10,0
63,景色不错，适合中老年游玩,4.4,2020/10/06,0
64,免费，了解一些历史更合适,4.0,2020/09/28,0
65,人不多，入园换票也很方便,4.4,2020/05/04,0
66,景区本身的历史文化意义更深远 感受齐鲁文化,5.0,2019/10/06,1
67,网订门票使用快捷方便，是出行的好帮手。,5.0,2019/09/22,1
68,非常好的一次旅行值得推荐，有趣好玩，景色不错，体验很好，,5.0,2020/08/13,0
69,评价要五个字,4.4,2020/09/14,0
70,挺好的，景区很漂亮，玩的开心，,4.4,2019/09/19,1
71,是个休闲纳凉的好地方 离开燥热的都市，享受到了难得的清凉与幽静。票价不算便宜 因为天气原因没有提前预订 到窗口原价购买的票，还有10元停车费。景区人不多，整个步行下来用了1.5小时。上山走的台阶，下山走的环山路，没觉得怎么累。每个景点都有提示牌 包括路程 台阶数 可以根据自己的体力来。反正我走下来比较轻松，没做电瓶车。电瓶车单程10元 开到一多半的地方，还有一段步行。自然景色看海不错，可能对于海边的人来说一般般 毕竟比不上崂山的景色。但是能享受难得安静，看个人的喜好了。再有的景点都是新建的跟徐福 秦始皇有关的雕塑什么的。景区离龙湾海水浴场不远，又去游了下泳，个人感受还可以吧。最深刻的印象就是凉爽。,4.4,2017/07/03,10
72,风景优美。空气清新。令人眼前一亮。,5.0,2019/09/07,0
73,很好的一次国庆出行，实惠风景不错,5.0,2019/10/10,0
74,风景很美，山青水绿。看海也很美,5.0,2019/09/01,0
75,非常好玩的地方，风景秀丽，历史底蕴深厚，趣味性很高，带孩子还能学历史。,5.0,2019/04/06,0
76,这景区可这没啥好玩的，就是有电瓶车代步免了爬山的麻烦还算是差强人意。,4.0,2020/05/09,0
77,不太值得一去啊，一般般吧，免费的话还凑合。景色一般，可玩性低，,3.0,2020/10/13,0
78,景区很不错，值得一游,4.4,2020/05/08,0
79,可能是初春，景區的樹几乎都是光凸凸的 ，還好有些連翹綻放，在才子祠有兩棵玉蘭花開的挺好，据說可求子~冬天下雪才是旺季吧，景區有展示雪景图很漂亮，步道築的很好，但有老人的話建議搭景區的車，云梯走起來軟費力，園區內有兵馬甬，但怎麼是迷你的，跟去北京看的不同，現在13号地鐵通了，搭到龍湾站倒501路坐到琅琊台景區即可,4.4,2019/04/04,1
80,景色很美，植物种类很多，海拔不是很高，上下山不会很累，老人可以选择乘坐观景车上下山，价格不高，单程10元和20元可选择去不同的景点，国庆节游客很多，建议游客中心合理调度乘车游客乘车下山。总之琅琊台游玩非常满意。,5.0,2018/10/04,1
81,好。kkloo,4.4,2019/12/22,0
82,琅琊台  三面环海  风水极佳。始皇在琅琊派徐福率上千人浩浩荡荡寻找长生不老仙药。为这故事而来的。全程步行游览，实话实说这座山景色一般，就是在雕塑群和望越楼是面朝大海时值得一看。总体来说 性价比一般。,3.0,2018/10/04,1
83,地方不大但是景色很美，怪不得秦始皇来了就不想走,5.0,2015/10/06,8
84,非常好玩，有历史，有文化，有趣味。值得游览。,4.4,2019/04/16,0
85,原址比较少，基本都是重新翻建的，没有想象的好。当地的人都很少来，节假日没什么人，希望后续能加强管理吧,4.4,2019/06/06,1
86,历史悠久，故事不少，景色一般，,3.0,2020/10/08,0
87,离着市区有80公里，周边一片荒凉，票价一点都不值，荒郊野岭停车还收费,4.4,2021/05/07,0
88,老家的景区，03年去过一次，再次登上琅琊台，感觉建设比以前好了许多，环境好，满山的山栗子树，景区不大，电瓶车没必要坐，门票还是有些偏贵了，停车不管是景区内还是外面都需要10元。,4.0,2016/10/07,8
89,一般吧无聊时可以去看看毕竟是皇上去过的美景啊，就是有点热。多带点水。多带点吃的。期待下次再去,5.0,2019/05/23,0
90,听说不错的地方，去的那天xi''li''li的下着下雨，意境真是更不错呀！可以海滨那条路没去看一看。,4.0,2014/08/26,12
91,景区面积不大，景点总体较少，看点不多，标志性碑牌没有看见。适合慢慢玩耍，一般吧。,4.0,2019/06/21,2
92,景区不大，山中的环境还是很好的，空气很棒，植被覆盖率比较高，上下山的坡度较适宜，可以缓步走。因为大部分设施都比较现代，所以，感官上不会显得很难看，但是也缺少了部分历史感。,5.0,2017/07/07,3
93,10月1日去的胶南琅琊台，那天风比较大，人不是很多，但是天空很蓝，环境有深秋天的特色，格外美！由于人少没有发生拥堵，所以推荐大家来这里旅游观光,4.0,2015/10/05,4
94,我们是自己开车去的，事先看过攻略，所以很顺利得开到了景区。今天阴天，很适合游玩。景区人不多，很安静，我们很休闲得一路逛过去，一般两到三个小时就可以游完了。有山有海，果然是个好地方(⊙o⊙)哦！怪不得秦始皇来了三次，哈哈,4.4,2015/09/21,7
95,来琅琊台了解一下历史，还是比较久远的，在展览馆里有很少的文物，应该是真品吧，到高处往远处看视野很好，附近在开发龙湾海水浴场，周边的配套设施还在完善，过一阵去的话在那里多停留几天！,4.4,2017/10/14,4
96,一个人刚走进琅琊台的时候，有点害怕，因为游客太少了，但是走着走着，感受着历史的古迹，心里面似乎也不再那么的恐惧，爬到山顶看着青岛的风景，心里满满的都是幸运！,5.0,2016/09/21,3
97,携程定票，取票很方便，景区不大，山上的环境好，空气好，由于不是节假日游客很少，上下山的坡度较适宜，爬到山顶看看青岛的风景还是很好的。,4.4,2018/03/28,8
98,一元活动的时候去的，人好多，取票口就一个，不知道为什么不提前准备！风景不错，适合家庭休闲游！,5.0,2015/02/08,4
99,昨晚订的票，今天上午去的，还不错，好多人,5.0,2018/10/03,0
100,琅琊台在黄岛区区西南26公里处的海滨。琅琊台冠领群山，仰俯高天风云和大海碧波惊涛，与海上岛屿相望相呼应，自然风光大气磅礴，蔚然壮丽。秦始皇曾3次登琅琊，一住数月，从内地迁来3万户百姓，修筑起琅琊台，并刻石纪功。琅琊台也是秦方士徐福率数千童男女东渡日本的启航地。,5.0,2018/07/13,2
101,帝王情怀，一隅山海，海上日出，美哉美哉,5.0,2019/04/06,0
102,琅琊台有山有海有文化，而且山不是很高，不会特别累，空气特别的好，绿色植被也多，很值得游玩锻炼身体解压，我觉得是放松心情的好去处,5.0,2018/05/17,3
103,一定要去，看看秦始皇那个群雕，特别的好，还有望越楼，高高的，高处不胜寒，我那天去有点下雨了，但是还是值得的，景色很不错，喜欢,5.0,2017/10/04,6
104,秦始皇派遣徐福东渡的地方，值得一看。只是景区稍小，半天就可以看完。景区到山下吃饭的农家乐交通不太方便。山下有海澡可游，好,4.4,2019/02/25,0
105,景区在青岛的黄岛上，琅琊台古有中国五大港口之称，因秦始皇三度东临，筑台并遣徐福东度求仙，开启中日文化交流先河而蜚声海内外,4.4,2018/10/07,0
106,风景还不错，里边东西少点,3.0,2019/11/25,0
107,始皇帝登临的地方，山海相依。幽静的森林，神秘的古台，威武的秦始皇，这里是怀古的地方，也是休闲的去处。,5.0,2014/08/04,6
108,emmmmm，景色还好吧。没走完太累了，直接坐观光车到山顶了。服务态度超级好，无论是景区售票还是电瓶车售票还是电瓶车的师傅，都超级nice。电瓶车师傅还简单给介绍了下景点。,3.0,2019/04/07,4
109,狼牙台觉得性价比一般，价格相比周边景点有点高，不过它是三面环海，景色一般，不过上面有历史遗迹和历史性的的东西，这个还是挺好的。山上景色一般。,4.0,2017/05/07,7
110,感觉像是新修的景点，交通不是很方便，需要乘坐胶南市区到琅玡台旅游区的专线车，或者乘坐青岛到胶南市区的公交车，再转车到琅玡台。景区的门票是50，但个人觉得有点不值得，因为里头的配套设施不是很完整。而且多不是很好。,5.0,2015/04/02,6
111,不错不错，风景很好，游玩的很开心。,5.0,2019/04/08,0
112,休闲玩玩，挺好的，绿化的挺好。景色不错，门票有点贵，二三十还可以。,5.0,2019/08/21,0
113,景区很小，山顶景色很美，运动量适中，60岁以上免费，景区设计不错,4.4,2018/10/06,0
114,从检票口一直向前走就进入入山小径，左右是小竹林，很清幽，即使炎热的夏天也会感到很凉爽。再往前走是一座小桥，小桥边有一个小湖，湖中有鲤鱼游来游去。小路旁还有潺潺的小溪流。途中会经过徐福庙，龙王庙，继续登高向上，也是绿树成荫。站在高处远眺，会看到美丽的海水浴场，伴随着凉爽的海风，很是舒服。沿途还有琅琊石刻，记载了琅琊台的历史，想了解琅琊历史文化的游客可以来此一游！,4.4,2019/08/17,1
115,原有的土台已经被完全玻璃罩封闭起来了！其它全都是后来修建的。,5.0,2019/06/25,0
116,开车两个多小时，从青岛一路杀到琅琊台风景区，景色真的是少的可怜，人很少，风光很好，当个公园逛逛还不错，专程去真的太不值得了，有太多好的地方，又有趣的地方都比这里要好。,4.4,2020/10/11,0
117,购买便捷，使用方便。建议连电动车的票一并购买。,5.0,2019/04/07,0
118,还行吧，放松一下 不太累 随便走走看看 挺好的,5.0,2018/12/23,0
119,挺好玩的，可以去游玩一下，景色还不错！,5.0,2019/06/27,0
120,青岛游泳一定要要琅琊台看看，很不错。,5.0,2019/05/28,0
121,不错，周末适合出去游玩，天晴效果很好,5.0,2019/05/21,0
122,挺好的经典，周末玩一玩还不错，挺好的,5.0,2018/09/19,0
123,挺好的值得去了解一下带孩子去玩玩,4.4,2019/02/06,0
124,停车方便，可以不行也可以坐电瓶车,4.4,2018/10/06,0
125,登高看景色很好，不过景色很单调,4.0,2017/05/01,6
126,景点地处海边，比较安静，但是玩的东西相对有点少，多填充点内容就好了,4.4,2015/10/26,6
127,值得一去。村子很有特色 古色生香的建筑，靠着龙湾海水浴场 虽然没有沙滩 但是胜在水很清澈，游玩的人不是很多，少了大景点的拥挤。,5.0,2018/08/27,1
128,距离青岛市区很远，在黄岛区的边上，如果只是去青岛游玩的朋友不建议来，但是如果想连同青岛周边一起玩的朋友可以用一整天时间来这个景区！门口停车10元不限时，门票50元/人，开车来的朋友可以把来时的10元高速票给售票处报销。不建议带老人和小孩来，山路台阶较多，景区里有游览车，坐到半山腰单程10元/人，坐到山顶单程20元/人，带小孩和老人来的朋友自己考虑价钱！景区人不多，大多是旅行团。据说在望越楼可以看四周海景，我们去时阴天有雾并没有看到！景区里的云梯、入海求仙群雕、望越楼都是不错的景点。从北面的秦御路下山可以到达龙湾海滨，但是我们去时在维修，不能走，也没有提示维修时怎样到达，路标指向性和导览图也很差，导致我们只玩了一半的景区！据说海滨、琅琊港、鲸馆都不错，可惜没去了！总之，单论景区还算不错，但是相关设施和配套服务太差，让人感觉不值票钱！,3.0,2018/08/02,1
129,值得去，仙境之美，一上午时间差不多。,5.0,2017/06/14,1
130,虽然坐车比较远，确实值得去。上面的山不难爬，台阶也不陡，适合体力一般的人，孩子老人都可以。风景也不错，远离喧嚣，可以让心静下来。,5.0,2018/05/04,0
131,琅琊台四季分明，气候湿润，自然景观奇特秀美，历史文化久远深厚，是避暑纳凉、寻古探幽、欣赏奇观的滨海胜地。坐落在山东青岛胶南市区西南26公里处的海滨。琅琊台冠领群山，仰俯高天风云和大海碧波惊涛，与海上岛屿相望相呼应，自然风光大气磅礴，蔚然壮丽，天地山海间的奇观异景丛出迭现，令海内外游人叹为观止。,5.0,2017/07/22,2
132,山不在高，有仙则灵，秦始皇派使者徐福携千名童男童女去东海求仙，寻求长生不老之药，这里是出航的地方。有名人、有史载，有青山为证、有刻石为证、有大海为证。锦绣河山、鲜花遍地，有来自青岛的靓男倩女，也有古朴民风的渔民耕者，琅琊山优美，周边的村风村貌也很诱人，当你置身于其中，你会体会到颜回沐浴临风的享受！来吧，放松自己，带着你的爱人和孩子！不虚此行！,5.0,2014/04/11,2
133,清明节全家到瑯琊台玩了一天，因带着父母走的西门，西门台阶不多山路好走，山上的好多花都开了，树也都长出了绿叶，红的黄的绿的非常美！景区内的环境比第一次去的时侯好了很多，也增添了好几处景点，给老人拍了好多照片，很好的游玩去处。,4.4,2014/04/11,2
134,"  从济南驾车走青兰高速到胶南市下，走国道还要收拾元。导游费四十元。
  琅琊台三面环海一面与大陆相连，林海茂盛、景色宜人，琅琊台是中国最古老的观象台，秦始皇嬴政曾三次登台，被这里的胜景所折服，徐福在这里向秦始皇奏本，并再次起航东渡日本。登上台，可以看到龙湾海滩，海中浪起浪落如一条条白龙极为壮观。",4.4,2014/04/11,2
135,在景区门口换票也挺便利，有专门的窗口为携程客户办理换票手续。只是景区门外的停车场比较黑，本来是免费的，只是你要去开车进入景区大门之内才收费，推荐看看。,5.0,2015/03/30,4
136,早就听说琅琊台的大名，恰逢公司集体出游，我自报奋勇说我有携程账户，于是一搜就定了，八折优惠，还是到场付款，到地方后，很顺利的就买了票，全体人员兴致勃勃的游玩了半天，再集体去美食一顿，美美哒,4.4,2016/07/18,2
137,景色很漂亮在这里可以感受到秦始皇时期的很多文化知识爬山也可以当做健身锻炼身体了而且山里的空气非常的棒,5.0,2015/12/04,2
138,门票确实有些贵了，里面的景点不多，建议坐观光车上到台顶，走下来，一个小时多点就可转完，人不多，登上望越楼眺望远方，是这里唯一还不错的景点了,3.0,2019/07/22,0
139,很好玩，整体不错。去的时候天气也很好，爬山锻炼身体。,5.0,2016/04/05,0
140,"“秦始皇统一六国后
五巡天下 三登琅琊
这里究竟藏着什么样的秘密呢？”
都说百年青岛 千年琅琊


 这里是秦始皇三登的宝地
徐福东渡的起点
四时文化的发 源地 
中国最古老的观象台
“这个码头就是当年徐福东渡的起点哦”
西周初期
姜子牙把季节之神四时主封在琅琊台
古人以琅琊台为中心观测星象
发布节气令
历史上许多帝王 都来此祭拜祈福
“望越楼上能不能看到勾践的故乡我不知道
但我知道这里绝对是个看日出的好地方”
在这里
你可以重走秦始皇走过的云梯御路；
重见秦始皇来琅琊乘坐的马车；
体会秦始皇“观出日，乐之忘归”的畅怀
“这就是有两千多年历史的夯土层，
是真正的秦代遗迹”
蝉鸣声声慢
鸟语花香浓
寻古径通幽处
看清泉石上流
任浮云翻涌沧海桑田
琅琊台依然是仙台福地冠领群山
“你听
整个琅琊台的蝉都在奋力歌唱着夏天”",4.4,2020/09/07,0
141,山不在高，有仙则灵。赶上雾天美景大大缺失,4.0,2014/09/09,2
142,8月4日与滨州的两位朋友同登琅琊台，虽有点热，但更多的是享受了台上的风光，其实台上的很多景点非常凉爽，如观龙阁、秦俑展、群雕等处，尤其是望越楼最是凉爽之地，煞是舒服。既欣赏了美景，又无酷热相比，岂不美哉！,5.0,2014/04/10,0
143,品秦皇汉武唐宗宋祖，可以去休闲的地方。,4.4,2019/06/09,0
144,一般般，景点不是很大，可看景点不多,4.4,2019/06/19,0
145,"很大的一个景区，景点之间间隔很大，无数的楼梯需要爬，现在听什么""云梯，天梯，御道”就觉得累，和门票还是成正比的！导航一定要导景区西大门，因为北门离大景点太远，我就见到两伙人没走到陈列馆就返回了！",5.0,2015/07/23,0
146,盼望了很久终于能去了，没想到很失望，门票贵不说，没什么东西。就几个雕像。当天又起雾，什么都看不清楚。路边的树太高，遮挡了视线，根本体会不到居高临下的感觉。,4.4,2014/10/12,6
147,帝王雕塑，山间清泉，登高望远去。,4.0,2019/06/17,0
148,转了一个小时多，一总体感觉般吧,4.0,2019/02/16,0
149,非常不错的一个地方，值得大家一去，起的那天青岛有点小雨，但不不影响观赏，真是一个非常非常非常不错的地方，大家有时间可以去一下,5.0,2018/02/03,3
150,环境不错……值得去看看！空气清新……美哒哒,4.4,2015/10/01,1
151,琅琊台，传说徐福从这里出发东渡扶桑。你可以在一些攻略中看到这个地名，但你很难找到去这里的团，地处开发区一隅，自驾来回的行程两小时左右，决定了这个景点无、比、稀、少、的、客、流、量！！,5.0,2013/08/19,0
152,"从明天起，做一个幸福的人
喂马、劈柴，周游世界
从明天起，关心粮食和蔬菜
我有一所房子，
面朝大海，春暖花开。
我想有座大房子，
种菜砍柴，恬静温馨。

村子里的一所民居，
让生活在城市的我们感受到了朴实恬淡的生活。
给菜园子浇浇水、捉捉虫，
用柴火烧火做饭，
最原始的方式确最贴近地气，
让城市的娃娃走入乡村生活，
这是我们最向往的生活。",4.4,2020/06/03,1
153,琅琊台位于山东青岛黄岛区(原胶南市)西南26公里处的海滨。这里四季分明，气候湿润，自然景观奇特秀美，历史文化久远深厚，是避暑纳凉、寻古探幽、欣赏奇观的滨海胜地。,4.4,2018/02/22,1
154,琅琊台风景区，是国家A A级风景区，有着浓厚的历史气息，来到这里可以感受当年秦始皇看海的心情，登高望远，心比海宽，涌上心头的是放松的心情。在这里呼吸着新鲜的空气,4.4,2017/09/05,1
155,自驾一日游，本来只去爬山，周围还有浴场，先洗后爬，山上树荫蔗路，阳光晒不着，运眺大海，陶醉。,5.0,2015/07/28,0
156,"带河豚宝去了【 琅琊台风景区 】，千古名胜，问了好几个当地人都极为推荐，自然植被不同于大珠山，感觉更秀美一些，更像是南方山林公园。
整个景点的可玩性重点在历史文化价值，秦始皇的行宫，越王勾践这会盟诸侯，徐福东渡日本启
航地，历代帝王曾来这里祭拜，不过对于河豚宝来说似乎单调了些，他更喜欢互动性强的项目，这里展馆比较少，兵马俑布阵馆很粗糙，不过很适合老人观光旅游，观光车往返山顶，了解历史文化。
交通方面因为远离市区，打车不方便，滴滴是叫不到的，不过乘坐公交可以直达黄岛城区，倒是很方便。 
【景点攻略】
详细地址：青岛市黄岛区琅琊台风景区

交通攻略：公交或自驾

开放时间：8:30~16:00(16:30)

门票价格：45

亮点特色：风景秀美+历史文化底蕴

小Tips：计程车很少，滴滴也不方便，控制好时间，末班车是6：10分，",4.4,2020/07/12,0
157,上周日去的，风景优美，云雾在山中漂绕，就是景点太小，门票五十元太贵。,3.0,2014/07/26,6
158,第一次带孩子去爬山，琅琊台，依山傍海，高度适中，自然景观、人文景观都不错！大人孩子玩的都很开心，下山后还可以在海滩玩，景点人不是太多，很好的去处！,5.0,2016/11/27,0
