,评论,得分,时间,点赞
15,"位于青岛市南区湛山五路的第三海水浴场，简直就是Simcity的现实翻版

一字排开的摩天大楼
平直的沿海公路
湛蓝的海水拍打着绝美的沙石

Ps：由南至北的角度是现代都市，由北至南的角度则可以远眺信号山。

航拍视角下，近处是青岛老城区的红顶绿荫，远处是漫天的火烧云和电视塔形成的天际线

青岛夏季日落时间在7点-7点半
楼体灯光秀7点40准时开启
建议拍摄时间：下午6-8点，华灯初上和夕阳余晖的感觉最出片！",4.4,2021/06/09,0
16,"小众私密！！！，而且不要钱又免费，！！！
全青岛唯一可以看见！（高楼大厦与现代沙滩的交织打卡拍照地）！
第三海水浴场 第三海水浴场 ！！
这个浴场整体来说不大，但是贵在人少，因为其他的大浴场第一和第二都已经霸占了大部分人群！
这个浴场最大的亮点，也就是这片现代化的建筑和沙滩融为一体，在这边礁石上面拍一张照片是很有独特风格和地理位置优越感的！",4.4,2021/05/15,0
17,很舒服，海很蓝，水很清，漫步其中,5.0,2021/01/01,0
18,"沿着海岸线从八大关一路往奥帆中心走，从第二海水浴场走到了第三海水浴场。这里靠近五四广场，从沙滩上看可以望到高楼大厦矗立在海边。

沙滩边的石头上长满了苔藓，看着还是蛮好看的，但是记得千万别踩上去，上面超级的滑。

附近很多居民会到这里来抓小螃蟹，也有的是来挖蛤蜊的。我们去的时候不是大夏天，所以大家也只是踩踩水，可能到了夏天这里就人山人海了吧。",5.0,2019/03/07,1
19,"
有一种特殊的颜色叫“青岛蓝”，能将前海一线的红瓦绿树衬托的更加鲜亮，有着让人心情变好的魔力。

看海攻略第四篇——不能错过的高颜值“青岛蓝”，吹着海风，漫步在海滨木栈道，欣赏三湾海景，驻足在优雅的百年老建筑前，感受八大关的静谧，在“天涯海角”见证城市的繁华变迁。 

看海路线：

汇泉角——第二海水浴场——太平角——第三海水浴场

交通出行方式：

乘坐公交219路、468路、501路在正阳关路汇泉路站下车，直通海边。

游玩时长：3-4小时

亮点：

三湾海景，一次看个够，天气好的时候可以感受“青岛蓝”的魅力。

从正阳关路汇泉路站下车往前一走就是第一海水浴场了，正面汇泉湾，小青岛、鲁迅公园、小鱼山同一些传统建筑群巧妙地融合在一起，展现了青岛红瓦绿树、碧海蓝天的魅力所在。

第二海水浴场与八大关相连，坐落着古堡式建筑花石楼，岸边风平浪静，环境优美。这里有网红堤坝，这里也是新人拍摄婚纱照的取景地之一。

第三海水浴场周边高楼林立，这里见证着青岛的繁华与变迁，是非常适合观景拍照的一个景点。能够遥看浮山湾，音乐广场、五四广场、奥帆中心近在眼前。

途中会经过汇泉角和太平角，这是两个伸向海边的岬角。太平角也有青岛版“天涯海角”的美称，景色非常优美。

途径景点：

八大关

八大关以秋景而闻名，但是春夏时节来到这里也会有不同感受，绿树成荫，各色鲜花盛开。

花期：3月上旬-4月上旬玉兰；4月中上旬-5月上旬樱花；4月中下旬-5月上旬海棠。

花石楼

坐落在二浴旁，背靠八大关，墙身由花岗岩砌筑而成，是一座融合了多种西方建筑风格的欧式古堡建筑。

位置：市南区黄海路18号

开放时间：08:00~18:00

门票：8.5元

公主楼

这里是当时驻青岛丹麦总领事为丹麦公主来青岛避暑而修建的别墅，墨绿色的墙身，优雅别致，是八大关内如童话般特别的存在。

位置：市南区居庸关路10号

开放时间：08:00-18:00

门票：50元（公主楼+西班牙风情馆+蝴蝶楼）

太平角公园

近两年热度很高的一座公园，面积不大，但景色优美，秋天主干道两侧的梧桐树纷纷落下，十分浪漫，非常适合赏秋景。

关于拍照：

网红堤坝

在汇泉角和二浴各有一处，汇泉角人会少一些，提前查好潮汐表，拍照注意安全。

三湾海景

依次经过汇泉湾、太平湾、浮山湾三湾，特别推荐风景最好的第三海水浴场。可以到沙滩右手边的木栈道上拍照，那里视角最好。

海是可触碰的蓝天，美好的时光都应该被珍藏。",4.4,2021/03/23,0
20,每年都会遇到建步行的经过这里。,5.0,2019/10/27,0
21,第三海水浴场也叫山海天浴场，位于太平角东侧，湛山湾畔，规模虽不大，但海水却异常清澈。沙滩上建有一幢幢风格多样的更衣室，更衣室冲浴的水是热水，对不习惯冷水冲浴者尤为适宜。,5.0,2019/04/27,4
22,天然的海水浴场，风景秀丽的自然风光，空气也不错……蓝天白云的映衬下显得格外美丽，是个放松身心，休闲度假的好去处，尤其是避开游客超多的旺季，更是不错……,5.0,2019/03/26,1
23,青岛海水浴场有好几个，按地理位置中心程度分别有第一、第二和第三海水浴场。这个第三海水浴场有些远了，不过游客少多了，更清净了许多，这里沙滩细腻，视野开阔，商业设施少，更能体会到青岛这个海岛的自然美。,4.0,2016/09/16,19
24,青岛第三海水浴场即是山海天浴场，紧邻王家皂民俗旅游度假村。浴场规模虽然没有其他浴场大，却是所有免费海水浴场中最好的一个，沙滩很平，沙质细腻，海浪平稳，适合游泳。距离五四广场，奥帆中心也很近，晚上漫步于此别有一番风景。,4.0,2017/08/22,9
25,"很不错的海水浴场。
视线范围可以看到帆船和渔船。沙子较细的一侧可以游泳，有租借遮阳伞和桌椅，还有泳衣泳圈冷饮出售。岩石较多的一侧有好几对新人在拍婚纱照。人不多也不少，感觉比较舒适。
另外补充一点，交通也很方便，香港中路二疗站下，往海边步行一百米就到了，是离开市中心最近的一片沙滩。",4.4,2015/07/23,9
26,从音乐广场徒步过来很快就到了，第三海水浴场算是青岛城区比较优良的海滩。这沙滩虽然不大，但有细软的金沙滩。这还可以看到美丽的滨海建筑群。,4.4,2019/08/12,0
27,"浴场没有第二浴场大，在这收获一家不错的咖啡馆，看到已经有勇敢的人下水游泳了。
来的路上，请看图四五，看到无数在海边拍婚纱照的，目测至少10对吧！这也是这几天在青岛的感受，感觉结婚率特别高，去任何一个有名的景点，处处碰见拍婚纱照的，黄县路是情侣写真多，海边是婚纱照多",4.0,2019/04/07,0
28,青岛第三海水浴场靠近济南军区疗养院，我们是四月份去的，海风吹上来还是比较冷的，海水不是很清澈，海沙比较粗，海边有一些小礁石，海浪一层层打上来景观还是不错的，有不少拍婚纱照的情侣。想检一些鹅卵石的，但颜色和形状不好看。,4.0,2016/10/17,8
29,真的很推荐来这里，人少，傻子细，离得还近。,4.4,2016/07/12,13
30,免费的，海水不清澈，有绿色的苔藓，沙子比较粗，带孩子游游泳，也是不错的，对面停车很方便，一个小时8元钱，自驾游，带了两大桶矿泉水冲澡，出租出售东西的也不多,5.0,2016/08/04,8
31,晚上吃好晚饭沿海边栈道骑车，远远看到海滩边有人在放烟花，骑近看，原来是第三海水浴场，有新人在拍摄婚纱照，烟花和海滩背景很绚烂。,4.0,2018/10/07,1
32,免费的浴场，有很多照婚纱照的。对比上午去的栈桥海水浴场来看，这里更大一些，沙子似乎也更好一些。而且有地方可以捡贝壳和石头，满足了孩子的愿望。,4.0,2014/09/03,14
33,海水浴场倒是一般，旁边礁石区很多人抓螃蟹小鱼，有个小伙子用捞子抓了两盒子，厉害，这里适合带小孩来玩亲子活动，也有不少新人来拍结婚照，水深区也有很多人玩帆板，不错的休闲去处。,4.0,2016/09/13,11
34,不知道是不是周一的缘故，人很少，很清静，离丽天酒店很近，走路20分钟就到，沙子也很细腻，不扎脚。还有小螃蟹可以挖，不亚于石老人浴场。,5.0,2015/09/02,12
35,这个海水浴场还算不错。人少海水下面的沙子清晰可见。美中不足的就是有海藻。,4.4,2015/07/25,5
36,到第三海水浴场，风景特别优美，沙子很细，属于比较近的一个海水浴场，不像第一海水浴场人那么多，当地人来的次数会比较多一点，很不错，冬天可以看海鸥。,4.4,2018/03/09,5
37,大早上带孩子去的，因为她要抓小螃蟹，之前去了金沙滩都是下午去游泳，相比之下早晨的第三海水浴场人很少，水不算干净，但是人少可以好好拍照，一开始潮水没有退去，贝壳和小螃蟹都找不到，只是玩沙子，后来十点左右退潮了才发现大海的美千变万化，金色的沙子在阳光下闪闪发光，孩子捡贝壳抓小蟹玩的不亦乐乎！也给我们的青岛之行画下了完美的句号！,5.0,2017/08/27,4
38,相比第一第二海水浴场，第三浴相对远点，但人也相对少点！西北人旱鸭子见了水倍感亲切，下午太热没敢去，从太阳快下山的5点玩到8点多都还没尽兴，游完冲洗不方便，淋浴场5:30下班，在浴场边上有个公厕，公厕旁边有个冲脚池子，好多人排队，身上没法冲洗！要是能像韩国一样投币冲洗那就太完美了！,4.0,2017/08/12,8
39,第三浴场，我是从五四广场开始走过去的。。。有专门的游泳的地方，不过个人认为还是第二浴场适合大家去，这里的专门游泳的区域感觉有点脏脏的，海藻特多，不过没圈起来的那部分沙滩很干净，海藻比较少，没有门票可以在这边踩沙，还是不错的选择,4.4,2016/07/19,11
40,下完小雨去的浴场，空气非常的清新呢，在旁边不远定的酒店到海边很近，非常的好！看到很多对新人在排婚纱照，祝福他们！傍晚和另一个妈妈学会了抓小螃蟹，儿子玩的乐不思蜀了！,5.0,2014/09/10,5
41,青岛海边的沙滩感觉好像第三海浴场最好，沙滩很适合小朋友玩耍。,5.0,2017/06/15,4
42,"公司团队活动来这里玩，非常不错，下次还会来？
公司团队活动来这里玩，非常不错，下次还会来？
公司团队活动来这里玩，非常不错，下次还会来？",5.0,2017/07/31,4
43,湛山旁边，游客较少 青岛有几个海水浴场，第三海水浴场位于湛山旁边，算是一个有点僻静的地方，所以人像第一海水浴场那么多，但是周围的景色也是蛮不错的，水质跟第二海水浴场有的一比。 坐公交的话可以到第三海水浴场这一站下就可以了，但是我建议大家沿着滨海大道这边走过来，从八大关的话一直往东走，穿过太平角公园，用不了多久就能到。再往东走的话还有奥林匹克帆船中心等等，青岛滨海大道都是风景，如果不觉得累，就徒步穿越吧。 第三海水浴场本身设施还算可以，但是不如其它海水浴场完善，但是由于人少，还是比较推荐的。 至此，青岛的几个海水浴场都介绍完了，首推第二海水浴场，然后是第三，然后是石老人，然后是第一。 仅供参考~,4.0,2015/05/06,41
44,面朝大海，春暖花开！青岛必去的海边……,4.4,2018/01/25,3
45,图片里边的是青岛第三海水浴场的太平角。这里人不多，是一个充满文艺气息的地方，找一个下雨的下午，在咖啡馆里喝杯咖啡看看海，极好不过。,4.4,2016/12/20,6
46,不知道这第123456浴场是怎么排名的，但是找离酒店近的沙滩，给指到了这里，于是就步行半小时来的这里。环境还好，沙子比较细腻，现在下水有点冷了，所以在沙滩上玩会，挺有意思的，青岛的海，还是比北戴河好，但是远没有长滩和三亚的好，带天后来，挺好的。,4.0,2014/09/05,8
47,"不错，真的很不错，而且旁边的大排档很便宜，收费不贵，而且在海中很凉快
，消暑的好去处",5.0,2015/07/11,2
48,"相比第一浴场，这里的规模就显得小太多了，海水也还算是干净的吧，平时人也不是很多, 这一点挺好的。隐匿在八大关风景区，在这里拍摄青岛东部的高楼大厦是个绝佳地点。",4.4,2014/04/25,3
49,寄居蟹，小蟹，小鱼，沙子一般，水质不错，因为离八大关近，所以好多拍婚纱照的，来了一批又一批,5.0,2016/07/28,6
50,大热天洗海澡的好地方，就是人实在太多了，且卫生状况不太好,5.0,2015/08/13,2
51,海边的风景最美了，踩在沙子上玩耍，还可以捉海里的东西，真的非常好玩，建议情侣可以去试试哟,5.0,2015/08/23,0
52,晚饭后去溜达溜达，海风一吹特别凉爽，就是海水特别脏了，没有以前那么干净了……很遗憾……,4.0,2015/07/21,4
53,人少，沙细，浪浅。夜晚去的，有月光，美极了！,4.4,2015/09/01,0
54,只是看看，没下去，看起来很爽的样子！！！,4.4,2015/08/15,0
55,这次去了两个浴场，这个相对而言乐趣不如第二浴场。浴室也是17：30就关门了，夏天傍晚去的话，是比较不晒的时候，可以在冲脚池处于结束时冲洗。,4.0,2017/07/14,3
56,第三海水浴场较第一海水浴场人少，沙子很细，海水也比较清和湛蓝。或许因为附近是疗养院的关系，环境挺好的，比较静谧。,5.0,2017/08/12,0
57,炒鸡喜欢，海滩沙子很软，人也不多，可以坐海上摩托艇四人小自习车，海边烧烤，篝火，嗯嗯还有很多超级有feel的咖啡馆。反正我超级喜欢,4.4,2017/05/30,1
58,这个海水浴场比第一第二海水浴场的人要少一些，安静一些。,5.0,2015/08/17,0
59,不错！比第一海水浴场好。水也很清，人多了就没意思了！,5.0,2015/07/01,0
60,站在沙滩之上，远眺东部新区的高楼林立，恍惚间像是隔了维多利亚湾看港岛的样子。平整，干净的沙滩上，除了几盏孤零零的路灯，几乎别无它物,5.0,2016/11/13,0
61,大爱之地，傍晚去的话很舒服，人也不多。微凉的海风吹在身上，好不惬意。有一部分沙子也挺软的，在海边漫步，很放松。,5.0,2014/12/11,1
62,场地有限，比较狭窄，总体来说不如日照的海水浴场。,5.0,2015/12/10,0
63,很不错的海水浴场可以去玩一下。灯火很漂亮沙也很细,4.4,2015/10/30,0
64,很漂亮的地方，以前是疗养院不对外开放，好像外地人知道的不多，所以人相对少一点，到海湾很美，浴场更衣室也比第一海水浴场要好一些。,4.4,2014/05/28,0
65,夏天去就跟下饺子一样，人实在太多，而且还水不是特别干净，什么样的人都有，关键是气氛吧,4.0,2015/07/15,2
66,相比第一海水浴场，第三海水浴场的沙质还是比较细腻的，石头也少，但是如果想真正领略青岛的阳光沙滩和海岸，建议到黄岛银沙滩。,5.0,2014/12/01,0
67,"三浴人相对少一些，海水也比较干净，缺点就是沙子稍微有点粗。这里也是青岛市民常去的浴场,整体还是挺赞的",4.4,2015/08/15,0
68,很不错的海水浴场，景色优美，海湾伸展，沙滩干净。特适合情侣。,4.0,2015/03/20,2
69,人太多啦 管理还不错 需要做好防晒措施呀,4.0,2015/08/10,1
70,风景优美，风平浪静，沙滩宽阔，太棒了。,5.0,2016/12/25,2
71,以前是免费的海滨浴场，现在不知道了。去青岛海边还是不错的。,4.0,2015/09/06,1
72,海水还算干净，因为人特别特别的多啊。,4.4,2018/03/05,2
73,很推荐的地方，景色优美，有树木，有海滩，关键是多数情况下人都不多。,4.4,2015/06/23,0
74,喜欢抓螃蟹的小朋友一定不能错过这里，大退潮的时候来就更有趣了,5.0,2017/07/31,0
75,金黄色的沙滩沙子细腻，海水清澈见底，风平浪静，非常适合游泳。,5.0,2016/12/05,0
76,这个海水浴场游泳的人不多，而且景色非常棒，一边是海，另一边是摩天大楼，边游泳边欣赏风景是不错的感觉,4.4,2015/12/05,0
77,玩的很开心，全家人都喜欢这里，风景优美空气新鲜无污染,5.0,2017/09/21,0
78,也是市区居民常去的海水浴场，海边游玩的比游泳的多。,5.0,2016/11/30,0
79,海水洁净，沙滩平缓，旅游休闲度假的绝佳之地。,5.0,2017/02/08,0
80,很好很美的海水浴场，过去是中央领导用的。,5.0,2017/03/05,0
81,在栈桥，夏季游玩的人很多，冬季略显冷淡。,5.0,2017/01/25,0
82,人不太多，不过现在海水挺凉，只能挖沙子,4.4,2017/07/08,0
83,只有一头的沙子比较细，孩子喜欢玩沙子！,4.4,2014/05/10,0
84,地方不错！！地方不错！！地方不错！！,5.0,2016/10/02,0
85,海鸥从西伯利亚来过冬了，很多很多。,5.0,2017/02/03,0
86,太平角附近 没事看看大海 心情都开阔了,4.4,2016/11/14,0
87,这里的沙滩宽阔，海浪平缓。。。,5.0,2018/07/20,0
88,很好     还不错               ,5.0,2017/07/20,1
89,人还不算太多，水干净，挺喜欢的,5.0,2017/07/01,0
90,第三海水浴场也叫山海天浴场，位于太平角东侧，相对于第一第二海水浴场，这里规模比较小了，但是也安静，旅客也少。,4.0,2015/07/19,0
91,这里的环境非常的好，空气也很是清新，是很适合旅游度假的，来到这里就感觉到了身与心的放松，所以很喜欢来这里的。,4.4,2014/09/17,0
92,夜景是不错的，灯火很美，还能看见夜游的大船。岸边有烧烤，很享受,4.4,2015/09/08,2
93,其实就是大海啦，对于没见过大海和沙滩，蓝天白云的人是一个好去处,4.0,2014/11/23,2
94,靠近湛山、人少、视野开阔、这个浴场、相当的可以,4.0,2017/09/10,0
95,海水清澈，但是浪比较大，总体很干净。,4.4,2016/11/20,2
96,零下一度来的，居然看见水中有人游泳，看着他上岸，穿回衣服，厉害。,4.0,2016/11/27,0
97,朝着奥帆中心这个遥远的目标，我们来到了这里，此时已是黄昏时分。,4.0,2013/12/30,0
98,是青岛著名的天然海水浴场，以前不对外开放，周围环境非常好！,4.0,2017/07/22,0
99,很不错，和朋友一起去的，推荐可以试试。,4.0,2016/11/07,1
100,海水比栈桥干净很多，交通便利，现在还不是下水的季节。,4.0,2014/05/15,0
101,青岛的海滩很多，都差不多，这个远点，人也相对少点,4.4,2014/06/14,0
102,海水很清澈，游人很多，很好的体验，真的很不错,4.4,2014/10/07,0
103,不错，有沙滩有海水有天空，很美，风比较大。,4.0,2015/01/22,0
104,还可以，特别是夏天带小孩去玩水很好玩的，,3.0,2015/09/01,0
105,"游玩青岛，必体验的海滨浴场

青岛是沿海城市，这里的海岸线是很长的，同时在这里也有很多的海滨景点值得一游，比如有第一海水浴场、石老人海水浴场以及第三海水浴场等，下面我就给各位详细推荐一下吧。

夏季海边狂欢的最佳地-第三海水浴场
第三海水浴场是位于青岛的东面海岸，这里的规模也是比较大的，夏天的时候也是人气最好的时候，这里的沙滩柔软，大家过来以后可以现在这里躺躺晒晒太阳浴，随后可以逛逛欣赏壮观的海景，换上泳衣再是到海边去戏水甚至是游泳。海水是很清澈的，也是很适合冲浪的。上岸以后可以在椅子上休息一会喝杯饮料，中午可以去品尝海鲜。
游玩时间3-4小时
门票 免费

海中巨石-石老人海水浴场
石老人海水浴场是在青岛市的南部海域，这里风景秀丽，夏天时候过来旅游最适合不过了。大家来到这里可以是现在海边逛逛，可以眺望远处海里面的那块大石头-石老人，很壮观的，可以拍照留念。随后换上泳衣可以去戏水游泳，这里的海水很透明。也可以是乘坐游船出海观光，上岸以后可以在沙滩上玩玩沙滩排球等。
游玩时间 3小时
门票 免费

休闲度假的好去处-第二海水浴场
第二海水浴场是位于青岛的太平湾地带，这里的规模不是很大，在夏天的时候游客很多的，大家过来以后在沙滩边逛逛看看，这里的沙滩不是很柔软不是很适合晒太阳浴。海水是很蓝很透明，换上泳衣就可以游泳戏水等。上岸以后可以去玩玩沙滩排球等游乐项目。还可以在沙滩上搭帐篷露营的，真的是很有趣味的。中午可以去品尝海鲜美味。
游玩时间  4小时
门票 免费

亚洲最大的海滨浴场-第一海水浴场
第一海水浴场是亚洲最大的海滨浴场，也是青岛海岸线最长的一个浴场，每到夏天的时候就有很多的游客过来游玩。简直就是人山人海，在这里还可以欣赏到青岛市区的美景，可以去游泳潜水也可以是乘坐游船去欣赏海景，上岸以后可以去咖啡室坐坐，最后可以到沙滩玩玩排球以及到瞭望台观看远处的海景，真的是太美了。
游玩时间 3小时
门票 免费

以上是对于青岛4个景点的线路推荐，相信大家也是非常了解，到青岛旅游一定要去体验这些浴场哦，如果去玩过的朋友可以一起在下方互动交流经验。",4.4,2019/07/23,0
106,海岸线短，海水里海藻多，有很多死鱼死蟹。礁石多不如石老人。,3.0,2017/07/27,1
107,傍晚去的沙子比较粗不细腻，但是小朋友还是玩的很High！,3.0,2014/08/03,0
108,青岛的海水浴场也就这样，节假日的时候人太多,3.0,2017/11/01,0
109,感觉不太好，可能是北方海边特色，礁石很多,3.0,2015/01/23,0
110,海水非常干净，这的沙滩也挺大的。,3.0,2018/06/26,0
111,这里的海水比较干净适合洗海澡。,4.4,2017/07/25,0
112,千万别再对面的街上吃饭，宰客很严重，一斤半的鱼能称重3斤。一个馒头两块,4.4,2014/07/02,14
113,"春光乍好，和恋人一起去一个向往已久的地方，抛开工作和学业，开启无忧无虑的嗨嗨嗨模式吧～
这个好像是第二海水浴场，站在石头上向远处眺望的感觉真好。不远处有一段快被海水淹没的路，特地下去看了下，石头已经被海水打的很湿了，很怕他们会掉下去。。。
坐在石头上，吹吹海风，晒晒太阳，真的不要太惬意(๑'ᴗ')=͟͟͞͞
海浪拍打着峭壁，激起千层浪，感受海浪的拥抱～+_+
坐在石板上，肆意玩耍着海水。脸上有夕阳的温暖，手掌有恋人的温度。
看着他们玩的这么嗨，怎么能不拍一张？
这里是教堂附近的一个小路，走走转转，很有文艺气息的一个地方。特别适合凹造型，拍照哦？
对各种很有创意的店总是没有抵抗力(〟-_・)ﾝ? 某年某月，我路过你的世界～
来呀，追我呀 在一段下坡路开启你追我赶的傻瓜模式
这是传闻中的情人坝，当天我们赶到青岛的时候已经是下午了，草草的找到酒店，休息了一下就打车去了奥帆中心。绕着奥帆中心走了半圈来到了这里，刚好赶上落日余晖，哇，真的很美～",4.4,2017/03/31,0
114,最近几天去过，很肮脏！垃圾遍布沙滩，人屎狗屎很多！搭的大小帐篷到处都是！整个浴场弥漫着垃圾的恶臭！流浪狗很多！遛狗的也很多！,1.0,2017/08/23,1
115,冬天有很多在这里游泳的，真不错。,4.4,2017/11/08,0
