,评论,得分,时间,点赞,回复
72,海水太脏，不如金沙滩和石老人的水质好！人多！,2.0,2020/8/4,0,0
73,海水比以前清多了，很凉爽，很喜欢,3.0,2020/8/12,0,0
74,不错还，去时候正好有台风，没有下水,3.0,2020/8/8,1,0
75,设施不齐全，老旧损坏。工作人员服务态度差,2.0,2020/8/5,0,0
76,太贵了，洗洗换个衣服30，还是凉水,2.0,2020/8/7,0,1
77,没啥新奇的，每天都来，习惯了。,3.0,2020/8/3,0,0
78,"【环境】
【交通】
【项目】
【餐饮】",3.0,2020/8/7,0,0
79,还不错，人很多，就是希望把卫生搞好,3.0,2020/8/5,0,0
80,特别好,5.0,2020/8/7,0,0
81,给人感觉不好，扫不扫都能进，一看就是商家搞的,2.0,2020/8/3,0,0
82,凉水，没有吹风机。感应水柱！！,2.0,2020/8/5,0,0
83,这个门票怎么回事，收集游客信息吗,2.0,2020/8/1,0,0
84,可以，很好,4.0,2020/8/7,0,0
85,还🉑啊，推荐去一下，就是人有点多,3.0,2020/8/4,0,0
86,八月份旅游的旺季，人很多,4.0,2020/8/2,0,0
87,没有第二浴场好，而且收费的说话难听。,1.0,2020/7/30,0,0
88,太她妈坑爹了  除了换个衣服其他的什么都没有,1.0,2020/7/16,0,0
89,好评,4.0,2020/6/27,0,0
90,第一次到青岛第一浴场，海滩还行吧，最好的是黄岛金沙滩,5.0,2020/5/4,0,0
91,还不错，有意思,4.0,2020/5/8,0,0
92,挺放松的 ！有机会还想再去一次！,3.0,2020/3/22,0,0
93,服务什么的都还不错，验券的地方有点难找,5.0,2020/1/15,0,0
94,服务一般，水凉，环境一般，卫生一般,2.0,2019/12/16,0,0
95,第一浴场的设施和地理位置相当好，可是海水和沙滩就很一般了，不如八大关的第二海水浴场。水质一般，泥沙多。,3.0,2019/11/29,0,0
96,nice,5.0,2019/11/7,0,0
97,没游过海水的注意了，游了几圈你要喝海水在海水长时间泡耳朵进海水，以上上岸都会出现头晕现象，这是脱水现象，喝两瓶矿泉水休息下就可以了,3.0,2019/8/16,0,0
98,海水太不干净，水质很差，服务态度也不好,1.0,2019/10/4,0,0
99,沙滩上租的伞有点贵啊，是真的打算做一次性买卖。,3.0,2019/8/31,0,0
100,如果价格再便宜点就好。挺方便的。,4.0,2019/8/30,0,0
101,真的就是很一般一般，工作人员管家差，东西贵死，一瓶水十块钱，租个游泳圈三个人一百多真服,1.0,2019/8/10,0,0
102,人太多，昨天玩了一会儿，还可以，天气变化的太快。,3.0,2019/8/17,0,1
103,更衣室方便好找，服务态度还不错，海里游泳比较有乐趣。,4.0,2019/8/5,0,0
104,淋浴间阿姨态度太不好了，凶的很,2.0,2019/8/10,0,0
105,冷水冲凉，认为价格比较贵了，又是感应的水笼头，一会有水，一会没水，只是海水太脏了，没办法，只能将就一下。,2.0,2019/7/26,0,0
106,价格贵，最想吐槽的是水龙头是感应，不能连续冲洗，并且还是冷水,2.0,2019/7/31,1,0
107,还不错，就是冲澡是凉水，不适应,3.0,2019/8/5,0,0
108,挺好的,5.0,2019/8/5,0,0
109,服务态度一般、管理一般、凳子没法座着换衣。,2.0,2019/7/29,0,0
110,挺好   玩的很开心、也晒黑了🤦🏿‍♀️,4.0,2019/7/28,1,0
111,好多绿植？？？水藻水草比较多。不咋干净，太热给我都晒吐露皮了,3.0,2019/5/11,1,1
112,还行还行  挺方便的 也不贵 能冲澡。。,3.0,2019/4/5,0,0
113,一般吧  旅游景点的常规感觉 沙滩一般,3.0,2019/3/10,2,0
114,服务态度一般，环境还算可以吧。,3.0,2019/2/24,0,0
115,人太多，服务态度差，不满意！不开心,2.0,2019/1/16,1,0
116,真心贵，里面还不怎么样。而且边上居然有便宜一大半的，只是挂牌子，出来的时候才知道。估计是不让挂牌子,3.0,2018/11/11,1,0
117,不咋滴，建议还是去别的地方吧！,2.0,2018/10/31,2,0
118,青岛赚钱真是无孔不入，冲个脚要钱，洗澡洗个热水要加钱，存个东西要钱，各种要钱！虽然海滨城市，可是青岛是国家的，不是你们本地的人的，随意这么搞，这么美的景，就是各种高消费坑你，国家什么时候能管管，美景配文明？青岛大虾，天价加工费，各种坑人的把戏，什么时候能消失呢？摆明了把游客当傻子宰，真不知道国家发改委，物价局哪去了。,4.0,2018/8/17,15,2
119,服务还是不错的，足量的水，也很规范，喜欢，团购省五元,5.0,2018/8/14,0,2
120,整体还是不错的，就是换个衣服而已！,3.0,2018/9/16,0,0
121,水是凉的，而且工作人员态度很差，特别是收银的大妈,2.0,2018/8/30,1,0
122,押金一个人10元，老头态度特别不好，然后走的时候押金他不会主动给你，你得问他要才可以。而且，仅能冲一次,2.0,2018/8/18,2,0
123,拿游泳圈的时候一定要注意，拿到不到10分钟就坏了，一个30还要重新租,1.0,2018/8/22,1,0
124,服务态度差，感觉不像青岛有的态度，都是大妈，全程不耐烦，海水里也都是海藻，还没有日照的万平口好,1.0,2018/8/6,3,0
125,孩子玩的好高兴，浴场也不错,4.0,2018/8/11,1,0
126,孩子玩的很高兴，确实挺不错,4.0,2018/8/11,2,0
127,态度一般，一个大人带一个1.3米以下儿童,2.0,2018/8/7,1,0
128,服务态度差，都是大妈，全程不耐烦,1.0,2018/8/6,0,0
129,感应水。自来水。水流不大。团购便宜五块钱,2.0,2018/8/2,2,0
130,还可以吧,4.0,2018/8/7,0,0
131,总体来说不错，天天去，感觉很好,3.0,2018/7/29,2,0
132,淋水的是自动的，冰凉冰凉的，而且态度也很差，建议不要去。第一浴场的水也很脏，浑的不像样子，还没有金沙滩的一半强，海边租伞要60块钱一小时，还不让支帐篷。,1.0,2018/7/3,8,3
133,还好，就是旅游旺季人多。紫外线很强,3.0,2018/7/26,2,0
134,好贵  淋浴的水还是凉的  表示不会再去了,3.0,2018/7/23,0,4
135,怎么说呢 比较坑……… 出去玩嘛 没办法,2.0,2018/7/26,0,0
136,就那样吧，没个啥好说的，周围也都这样,3.0,2018/7/21,0,1
137,服务态度很好，就是水有点凉,4.0,2018/7/14,0,0
138,一般吧，冲水就是凉水，而且冲水的地方水太急了，搞得身上很疼,3.0,2018/7/6,0,0
139,各方面都挺好的，就是海水赃了点～～,3.0,2018/6/28,1,0
140,夏天去青岛是一个不错的选择，只是那几天天气太热，晒的不得了。后来下雨了，凉快的散步很不错。,5.0,2018/3/11,3,0
141,第一次来青岛旅游，沙滩沙子很细，一家人玩的很开心，就是冲澡时是凉水有点冷。,3.0,2018/1/30,1,0
142,还行，小孩子喜欢去玩，水不深，水不是太干净。,4.0,2018/1/13,1,0
143,服务态度不好，塑料袋还要钱！！！！！！！！,1.0,2017/12/16,1,1
144,水有点凉！,5.0,2017/12/12,0,0
145,污染太严重了，都不像是海边了，还是有很多人下去，,1.0,2017/12/5,4,0
146,没有什么好不好，就是找个地方方便换衣服而已！,3.0,2017/11/9,0,0
147,一般   就是那样  不过去青岛  也是个必须选的项目  便宜呀,3.0,2017/10/30,0,3
148,位置很好找，很大的一片海，还不错，海水吧就凑合吧，跟国外的海滩还是相差好大，而且就是暑假人好多拍照都困难。这个更衣房只能进去两次换洗，还比较干净卫生，但是如果拿个小东西看门的阿姨还是让我进去拿一下的，挺好的。,5.0,2017/8/2,10,7
149,不是我想象中的海水……水好脏…………,3.0,2017/10/10,0,0
150,挺好玩的，玩累了才离开呢……唯一不美的就是冲澡的水有点冷！去的时候备点吃的喝的，旱鸭子们自备游泳圈哦！租的话大的30，小的20，自备垃圾袋，咱别到处扔垃圾！照片没怎么拍，人多，但总会有一片海域属于你的！来玩吧……,5.0,2017/8/27,2,0
151,服务一般不好很差的地方以后不想再去啦,2.0,2017/10/2,3,2
152,还行 就是水真几把急,5.0,2017/9/30,1,0
153,水太脏了…地方比较方便。其他方面也差不多吧,3.0,2017/9/21,0,0
154,售票处阿姨非常热情，大多数工作人员服务周到，热情，有的还主动帮助找到储物柜。总的来说，是一次美好的游玩！,4.0,2017/9/1,1,0
155,有点坑，原来交了10块钱押金，然后说是给一条免费的毛巾，结果押金就不给了,3.0,2017/9/8,0,0
156,什么阿，洗澡地方脏乱，洗澡水还是凉的，特别不舒服，放衣服的栕子也小，放不下多的东西还没法寄存。海水还肮不好,3.0,2017/8/27,1,0
157,花了钱以为可以冲个热水澡，结果是凉水。。男孩子还好，女孩子不太受得住。。。从来没洗过凉水澡，表示很心塞。。。,3.0,2017/8/28,0,0
158,第一次去，美团团的票，旁边左右都有15元的，本来也没什么，团了俩大人的，贵就贵点吧，可连个小孩子还他妈的要半价票，这***就没法叫人高兴了，都***想钱想疯了，差评，差评，怪不得没什么人，都是别的地方客满了，实在是没地方去才去的，希望后面在去的人多走走，不要着急。,1.0,2017/7/25,29,3
159,一、没必要选这个，沙滩换衣间有很多家。二、水凉。洗澡冻死人，建议身体强壮的可以去；三、水不好控制。电子感应出水；四、换衣间的工作人员态度差！！坐那休息一会都不行，赶人！换好衣服赶紧走人别耽误他们办公！,1.0,2017/7/9,23,1
160,设施不错，服务也很好，就是出来冲洗的水有点凉，只是简单冲一下，浴液洗发露都有很方便，自己带上毛巾就可以了，储物柜也比较安全，手机啥的都放在里面了,5.0,2017/8/9,2,0
161,海滩很大 海水壮观但是水还是比较脏的 好多漂浮物 冲澡只有冷水只好洗洗脚上的沙子,4.0,2017/8/25,0,0
162,唉 价格贵 但里面设施还可以。总体很坑,3.0,2017/8/30,0,0
163,还不错，有点贵,4.0,2017/9/4,0,0
164,门票很便宜，就能洗个海水澡。,5.0,2017/9/3,0,0
165,"设施尚可靠着进出口位置, 好评吧。",5.0,2017/8/9,4,0
166,如果带手机下海，提前买好防水袋。里面卖20元。洗澡水对我来说有点凉，里面挺干净，阿姨还是蛮热情的。,4.0,2017/8/15,3,0
167,不错的吧，挺好的。。,5.0,2017/8/31,0,0
168,服务态度真的好差，建议大家不要买这个,1.0,2017/8/24,0,0
169,浴场人挺多的。设施也还不错,5.0,2017/8/25,0,0
170,感觉很坑，两个人五十块，不值，完全可以把泳衣穿里面，到浴场直接脱,3.0,2017/8/10,1,2
171,环境一般，服务态度一般，关键是水不热。。。,3.0,2017/8/17,0,0
172,储衣柜和淋浴设备都比较智能，就是水凉了点，比体温高一些就好了。,4.0,2017/8/11,2,0
173,很棒！就当门游泳票一样的！时间晚点就好了,5.0,2017/7/9,7,1
174,冷水，9点关门，但是工作人员一直说8点之前必须回来换衣服,2.0,2017/8/6,1,1
175,孩子玩的很开心，满意,5.0,2017/8/12,0,0
176,挺满意的，服务人员看见是美团的也挺热情的，总体很满意。,5.0,2017/8/1,3,0
177,非常不错，特别是接待的大妈服务很热情，很有耐心。赞一个,5.0,2017/7/27,1,0
178,换洗挺方便的，网上团的也比在现场买便宜！,4.0,2017/7/27,1,0
179,凉水澡，但是很方便,5.0,2017/7/25,0,0
180,一般般比窗口买便宜五块。到是旁边挨着那家才20快。,3.0,2017/7/8,2,0
181,挺贵的，就是赚游客的钱。1.3以下孩子可免票，这个还行,3.0,2017/7/5,2,1
182,还可以吧！小朋友不用钱,4.0,2017/7/10,0,0
183,水有点凉，其他还好。很值得购买。,3.0,2017/7/10,0,1
184,不错  比在当地买便宜些,4.0,2017/7/1,1,2
185,很久以前去青岛的时候，当时第一次看见海滩，很高兴，更衣是很多人一起…,5.0,2017/5/25,27,0
186,还好……地方好找，水挺干净的，最后提前带好毛巾浴巾什么的,3.0,2017/4/18,7,2
187,第三次来过这了，知名度挺高，就是服务不怎么好，态度也一般，水质也凑合吧，主要就是开心,4.0,2017/2/18,6,0
188,非常好！孩子玩的非常开心，价格便宜，服务棒棒哒,5.0,2017/1/5,4,0
189,还行，服务态度有待提高,5.0,2017/1/8,0,0
190,这家的确不错。但我要说说自己的遭遇，旁边有一家十五块钱，也去过，但是态度非常不好，全是一帮没文化没素质的老头老婆娘在管理，态度极其恶劣，说什么话都带脏话，还蛮横无理，大家以后千万别去，那家十五块的简直就是青岛败类，简直就是山东败类，希望有关管理部门引起重视，好客山东的美名被这些坏老人破坏了！给青岛丢脸，给山东丢脸！,4.0,2016/9/29,25,0
191,还可以，我们是旅游去的，很热情，很棒,5.0,2016/12/9,0,0
192,八月份去的，还不错，金沙滩更好，沙子会更细，去了四天，四天全在海边,5.0,2016/11/20,4,0
193,其他的还是不错的，但是服务态度相当的不好！服务的老头老太太态度很不好！,3.0,2016/11/21,4,0
194,挺好的，虽然出来以后发生了点不愉快，但是确是可以省钱,5.0,2016/10/18,1,0
195,还可以，挺好玩的，就是晒得太狠了😂😂😂,5.0,2016/10/17,0,0
196,人听多的 海滩大部分都是细沙 踩着超nice 不过就是海水有点脏了,4.0,2016/10/5,5,0
197,人真多哦。我们是外地的，第一次过来玩，游海水，真不错哦,5.0,2016/10/10,0,0
198,去的有点迟了，但是感觉还不错哦。以后有机会还会来的,5.0,2016/10/10,0,0
199,太坑人了，洗澡相当不方便，就只当放衣服了，总之就是不好,4.0,2016/10/7,0,0
200,地方不错，海水浴场比较干净，玩的开心,4.0,2016/10/1,2,0
201,很大很好玩！验票要到最东边验证，海水很咸，不要呛到水哦,5.0,2016/8/1,6,2
202,"环境可以，就是人比较多，下次人少再去
",3.0,2016/10/4,0,0
203,到了海滩后发现好几家洗浴，在网上一搜看到这家，里面环境比较干净，只是感应的开关不太方便。,5.0,2016/9/17,6,0
204,一般吧 洗澡的水是凉的 用什么都要收费 没办法 不过 服务人员还是很热情的,3.0,2016/9/24,2,0
205,方便，快，便宜，推荐使用，比现场便宜多了,5.0,2016/9/30,1,0
206,冲澡就是凉水澡，笼头是感应的，非常不好，沙子根本冲不干净。,2.0,2016/9/15,2,0
207,"看见一般。没有金沙滩好。这边就是游泳。环境也不是很多 冲洗地方服务态度特别不好 建议来青岛的人一定要去黄岛金沙滩 那才是大海 震撼人

",3.0,2016/9/9,3,0
208,第一次去玩 和妈妈一起去的 还不错 ,5.0,2016/9/26,0,0
209,浴场很好呢，玩的非常开心，这个价钱也还可以，就是冲澡是凉水，而且水很小，总体是不错的,5.0,2016/7/16,3,0
210,水脏点，挺好玩的，租泳圈贵点了,4.0,2016/9/28,0,0
211,设施简陋，冲洗的水是凉水，洗完后就头疼，过去一天了头还是很疼。,3.0,2016/9/18,0,0
212,便宜了5块钱，一人拿一张票进去，只能在最西边的换票用。,5.0,2016/8/20,0,0
213,团购很便宜，很不错。00000,5.0,2016/7/22,0,0
214,海边有许多冲水的地方，感觉还行，就是那个自动冲水的太恶心人了，要一直按着才会冲，不按了就不出水冲了,5.0,2016/9/5,0,0
215,自带游泳圈充气都不许放在他们的桌子上～,2.0,2016/9/14,2,0
216,第一次去，感觉蛮好的！出票的速度快！,5.0,2016/9/14,1,0
217,无现金体验不可能，因为需要押金，是否改革，去掉付现金当押金！,5.0,2016/9/12,0,0
218,尼玛，玩得开心主要是因为我自己，坑爹！都想卸载美团了,4.0,2016/9/5,1,0
219,服务好，态度好，但是水是冷的，冻死了,3.0,2016/9/7,1,0
220,人特别多，类似公共浴池的冲洗场所,4.0,2016/9/5,0,0
221,浴场人很多，类似公共浴池的场所。,4.0,2016/9/5,0,0
222,还可以吧，自己一定要带洗澡用的东西。,5.0,2016/8/25,0,0
223,很不错哦，孩子们玩的很开心。。。,5.0,2016/9/4,0,0
224,环境不错人挺多也挺干净下次再去,3.0,2016/9/4,0,0
225,不错的游泳场所环境挺好水质不错,3.0,2016/9/4,0,0
226,服务态度超级不好  我们走的时候没有给我们柜子钥匙  还非要说给了  之后给了我们还没有激活  不能用  反正也是挺醉人的,2.0,2016/8/21,0,0
227,态度很好，就是水澡的水特别凉，下次还去这家。,5.0,2016/7/24,1,1
228,玩的很不开心，售票阿姨很好，更衣室（C2）把门的人态度不好，冲洗的水很凉，小孩不能洗。特别提醒大家，洗完后，储物柜的电子钥匙给售票阿姨可以退十块押金，不要直接给看门的人,2.0,2016/8/10,7,0
229,设施还行丶工作人员服务态度是非常的差:。外地来旅游本来是很开心的事情丶遇上这种工作人员也是没话说了-态度差的一比。差差差,1.0,2016/8/19,0,0
230,还可以，环境不错，冲水很大，很棒,5.0,2016/8/31,0,0
231,跟去年改善好多。很不错。明天继续,5.0,2016/8/30,0,0
232,每年都是团购的票，还是挺方便的。,5.0,2016/8/22,0,0
233,风景很好，我们很满意，今天玩儿的很开心。,5.0,2016/8/31,0,0
234,哎呀，太囊了太囊了，海水也不干净,3.0,2016/7/30,4,0
235,人挺多的，晒得皮肤有点疼。下海一定要做好防晒呀！,5.0,2016/8/26,0,0
236,设施很好，淡水浴，浴场没石头硌脚，,5.0,2016/8/27,0,0
237,蛮好的，很好玩，很开心，很快乐,5.0,2016/8/27,0,0
238,就是这样子了，人太多了，也不是多好玩的，脚趾也在水里给划烂了，总之就是一般般吧…,1.0,2016/7/30,10,0
239,人很热情，服务好总之就是好，以后还会来这家店。,5.0,2016/8/19,0,0
240,冲澡的地方水是凉的，大人还无所谓，小孩冲太凉了，而且感应的水小孩个子不够还不好冲,4.0,2016/8/17,0,0
241,服务很周到。环境也很好 棒棒哒,5.0,2016/8/22,1,0
242,不错，很方便，离得近，存包安全,5.0,2016/8/20,0,0
243,人超多，很有感觉，价格还算合理！,5.0,2016/8/22,0,0
244,不措，就是太晚去了，时间太仓促,5.0,2016/8/21,0,0
245,除了贵还是贵还没有热水！服务也不太好,5.0,2016/8/21,0,0
246,海水比原来干净了感觉。放松下。,5.0,2016/8/18,0,0
247,有单独放衣服的柜子，但是洗澡没有独立的空间，所以人都光着身子站在那里很尴尬，最好是有墙或者帘子隔开就好了,4.0,2016/8/4,0,0
248,还不错，速度很快，服务也很好。,5.0,2016/8/17,0,0
249,挺好的海边，人也很多，也可以寄存，洗澡，很方便！建议大家一起去玩！,5.0,2016/8/13,0,0
250,旅游旺季就是个人多，设施太简单了，不好，服务就更别提了，一切向钱看。,3.0,2016/8/10,1,0
251,环境还不错，就是冲凉的水有点凉，真是冲凉了。,5.0,2016/8/14,0,0
252,在人满为患的浴场，存物那么长时间已经很划算了。,5.0,2016/7/11,5,0
253,～可以吧我想问一下，这个就是天兆哦,4.0,2016/8/14,0,0
254,挺不错，带着弟弟去的，本来喊着要走结果下了水玩嗨了,5.0,2016/8/12,0,0
255,有单独放衣服的柜子，但是浴室就是一间屋子几个喷头，都没有用墙隔开，感觉有点尴尬,4.0,2016/8/4,0,0
256,可以，由于特殊原因，我不能下海，原打算老公带孩子换衣，洗澡，又觉得不合适，幸亏服务人员帮忙，很热心。,4.0,2016/7/28,0,0
257,水凉，态度也不好，不建议去啊。,1.0,2016/8/11,0,0
258,"满意，就是人太多了！
淋浴水不热，里面但是很干净！",5.0,2016/8/8,0,0
259,存包的地方人太霸道了，不再消费点就甩脸子,4.0,2016/8/7,1,0
260,团了后，速度很快，验证完就可以领票进入，比现场买优惠一些,5.0,2016/8/1,2,0
261,团购省五元，换票也很方便，冲澡时是凉水，挺干净,5.0,2016/8/6,0,0
262,海边玩的很开心，就是换洗的地方不太好，毛巾略坑,5.0,2016/8/5,1,0
263,总体都很好就是有时间限制不太好，都交钱了更衣室还要限制次数,4.0,2016/7/31,2,0
264,海藻真多，水太脏了，要不是已经换好泳衣真心不想去游了。不建议去。,2.0,2016/7/29,3,0
265,来青岛了那肯定要去第一海水浴场了 值得一去 挺不错的！,5.0,2016/7/31,1,0
266,简陋，宰人，态度不怎么好，虽说旅游景点，还是不怎么干净,4.0,2016/7/31,1,0
267,还可以。就是光能游游泳，洗洗澡。,3.0,2016/8/5,0,0
268,一般吧，水都是凉的，地方也小了点，其余的还好,3.0,2016/7/29,0,0
269,不虚此行，第一次泡海水，舒服。环境也差不多，人也不是太多。就是把皮肤晒伤了。,5.0,2016/7/27,0,0
270,东西还是可以的 人有点多吧 那边游泳圈质量真心差 醉了,4.0,2016/7/28,0,0
271,呵呵，青岛的第一海水浴场，人很多，没有门票。,3.0,2016/7/28,1,0
272,海边是不收费的，更衣洗澡花这些挺值得的，可以在海边租个游泳圈，才10块钱，时间不限哦。,5.0,2016/7/20,4,0
273,非常不错，比金沙滩好，金沙滩哪能下水，都是那啥海藻？，一车一车的运呐。,5.0,2016/7/25,3,0
274,真爽快，就是冷水，要有热水就好了,5.0,2016/7/26,0,0
275,服务不错热情。位置不错。不错。不错。赞一个,4.0,2016/7/27,0,0
276,挺好的，人有点多，其他都可以，，,5.0,2016/7/23,1,0
277,一般，押金还不能支付宝，只能用现金！,4.0,2016/7/21,1,0
