,评论,得分,时间,点赞,回复
64,"景色宜人，服务好，母亲节带妈妈来坐
【环境】
【交通】
【项目】
【餐饮】",5.0,2021/5/9,0,0
65,一开始觉着没啥压力 上到上面才觉着有点恐怖 总体还算不错 没坐过的可以坐坐,3.0,2021/6/1,0,0
66,提好的  工作人员也很热情,5.0,2021/5/20,0,0
67,传说中的青岛最大的摩天轮，在海泉湾度假区的海边。摩天轮很高，能看到博览中心，期待能有更好的发展,5.0,2021/4/14,0,0
68,这个地方没什么玩的，项目太少了，,2.0,2021/5/5,0,0
69,很好 一家人第一次坐摩天轮 很开心,5.0,2021/5/30,0,0
70,还不错的旅行,4.0,2021/6/4,0,0
71,很不错，孩子很开心！还会再来,5.0,2021/5/30,0,0
72,海边的摩天轮、超级棒！带孩子来、强烈推荐！！海滩也很干净、非常好的一次体验！,5.0,2021/4/21,0,1
73,去了海洋之星也就只有一个摩天轮了，周围连个游客都没有，人烟稀少，设施也少，没什么玩的,2.0,2021/5/21,0,0
74,感受高空的美景，不错！,5.0,2021/5/30,0,0
75,环境挺好的，服务也挺好，上去风景很漂亮，推荐~,5.0,2021/5/25,0,0
76,设施很好 环境很好,5.0,2021/5/30,0,0
77,非常好，环境也很棒，运行速度很ok，推荐情侣约会，交通也很方便！,5.0,2021/4/5,0,0
78,海边最高的摩天轮，环境服务都非常好，值得经常来玩,5.0,2021/5/25,0,0
79,很好 服务态度好,5.0,2021/5/30,0,0
80,很好 态度很好,5.0,2021/5/30,0,0
81,很好玩，孩子很喜欢,5.0,2021/5/30,0,0
82,一直想去黄岛的，但太远了 ，朋友说即墨的摩天轮也很棒。于是我来打卡了。推荐！！！,4.0,2021/4/6,0,1
83,非常的好玩，景色漂亮，强烈推荐 能看见大海 能看见山，真不错，大家都来玩,5.0,2021/4/6,0,0
84,特别好，临海，风景很不错哎，真的值得来的。还不错,5.0,2021/5/21,0,0
85,拍照绝了  工作人员特别好！！！,5.0,2021/4/6,2,2
86,景色很美，紧靠大海，还是可以的，，，，，，，，,4.0,2021/5/21,0,0
87,孩子很喜欢。推荐来玩,5.0,2021/5/23,0,0
88,很好，很好玩,5.0,2021/5/23,0,0
89,风景很漂亮哦，非常适合拍美美的照片，感觉意犹未尽。交通方便，适合和你最爱的那个她一起喔⊙ω⊙,5.0,2021/4/5,0,0
90,服务很好，风景也不错，应该是海边最高的摩天轮了吧，很喜欢,5.0,2021/5/9,0,0
91,非常好，环境优美，欣赏风景,5.0,2021/5/17,0,0
92,好玩真好玩。大家都来感受一下吧,5.0,2021/5/15,0,0
93,日落的时候去坐 太美了，绝佳,5.0,2021/4/7,1,0
94,真刺激，高处看海，强烈推荐,5.0,2021/5/15,0,0
95,环境优美，景色迷人，工作人员服务态度很好，以后还会再来的。,5.0,2021/5/9,0,0
96,孩子们超喜欢！在家门口也有这么高大上的游乐场所，简直太棒啦！溜娃好去处！,5.0,2021/5/2,0,0
97,超级好超级好玩超级好玩推荐,5.0,2021/5/14,0,0
98,我有点恐高,5.0,2021/5/13,0,0
99,服务热情 强烈推荐。,5.0,2021/5/10,0,0
100,好评好评,5.0,2021/5/9,0,0
101,海洋之星 青岛最高的摩天轮。一直想来。正值旅游淡季，带着心爱的人来坐一次摩天轮🎡，很不错的一次体验。,5.0,2021/3/9,0,0
102,环境优美，服务热情，一览无余，风景优美，非常好的一次体验,5.0,2021/4/21,0,0
103,设施比较新，感觉一圈很快结束，不算太高，还可以吧。。,4.0,2021/3/20,0,0
104,没开空调，说实话热的想跳下来！一路折磨,1.0,2021/4/25,0,1
105,不错，美，漂亮，喜欢粉色的轿厢，美就完了，服务也很好，风景也优美,5.0,2021/4/16,0,0
106,非常好的一次旅游，风景非常秀美。大海的味道,5.0,2021/4/21,0,0
107,工作人员虽然很忙  但是很热心  景色漂亮  家人都喜欢  还会再来,4.0,2021/3/7,0,0
108,"还可以吧！
【环境】
【交通】
【项目】
【餐饮】",3.0,2021/4/22,0,0
109,环境优美，服务热情，不错！,4.0,2021/4/22,0,0
110,服务无敌好，售票人员很耐心的和我解说，很棒,5.0,2021/4/16,0,0
111,从海泉湾度假区进来右拐进地下停车场，一直网上走到头，车停停车场，出门就是！风景很好！,5.0,2021/3/24,0,0
112,领孩子体验一下高空的感觉，很不错，风景优美值得一看,5.0,2021/2/14,0,1
113,非常好，跟妹妹一起来的～,5.0,2021/2/15,2,1
114,五星好评，很棒，风景挺好！很棒👍🏻,5.0,2021/4/16,0,0
115,从市区开车到一个半小时就到 摩天轮强烈推荐 有88 米高 可以俯瞰海泉湾一切了，,5.0,2021/4/9,0,0
116,好玩好玩，景好！！！！景太美了有大海能看着完整的海岸线，,5.0,2021/4/14,0,0
117,很好，非常好，感觉很好，特别好，，，，，，，，，，，，,5.0,2021/4/14,0,0
118,验票很快 上面风景不错,5.0,2021/2/14,0,1
119,去的时候天气不算太好，天冷风大，人很少。到高空中的风景一般。体验一下可以，不会做第二次。,3.0,2021/2/15,0,1
120,很好 环境好 服务好是海边最高的摩天轮 值得推荐,5.0,2021/4/5,0,0
121,一次很好的体验  正直值夕阳落山  自然的美展现的更真实   大家快来体验哦～,5.0,2021/2/12,0,1
122,在周围卖票的，比美团便宜多了，建议大家去了在旁边有些黄牛那买行了,2.0,2021/3/27,0,0
123,环境好，很稳，上升到最高处可以把海边的美景一览无余,5.0,2021/3/29,0,0
124,不错哦嘻嘻……玩的的时候也可以去看看这,3.0,2021/4/3,0,0
125,不错，风景挺好的,5.0,2021/2/21,0,1
126,"非常好的体验，摩天轮运行平稳，可以看到美丽的风景，今天天气不太好，要不然景色更美。
工作人员热情周到，值得再来。",5.0,2021/1/30,0,2
127,环境很不错 服务人员态度很棒，值得推荐,5.0,2021/3/26,0,0
128,很不错的摩天轮，和朋友一起，以后还会来哒！,5.0,2021/3/20,0,0
129,很好的体验过程  大家快来体验   风景很美  心情很好！,5.0,2021/2/12,0,1
130,"【环境】环境很美，海景很美，
【交通】地铁旁，位置好

【项目】更稳，很喜欢，还会再来",5.0,2021/3/16,0,0
131,很好，平稳，没任何的恐高感,5.0,2021/3/23,0,0
132,来好几次了，服务周到，环境优美，超级适合情侣打卡,5.0,2021/3/15,0,0
133,很愉快的感觉,5.0,2021/3/24,0,0
134,很开心很快乐,5.0,2021/3/24,0,0
135,很不错，景色优美自然，很喜欢这里，轻松愉快的好地方,5.0,2021/3/16,0,0
136,售票员小姐姐特别漂亮 服务态度特别好  小哥哥人也特别好。特别热心。,5.0,2021/3/13,0,0
137,很好，很开森，在空中呆了十分钟，还会来的！,3.0,2021/3/20,0,0
138,真的好大呀，而且很好找，出地铁站坐一站公交就到了，周围环境也很好，一家人或者情侣来坐，最好啦，哈哈,5.0,2021/1/30,0,1
139,环境很好，孩子玩的很开心，停车很方便,5.0,2021/1/29,0,1
140,环境还是不错的，第一次尝试着去坐，有点恐高。,4.0,2021/3/12,0,0
141,服务很好，摩天轮超级高，大海就在眼前，又是愉快的一天！,5.0,2021/3/12,0,0
142,挺好的。据说在最高处接吻可以永远在一起。,5.0,2021/3/14,0,0
143,非常好玩，强烈推荐，喜欢的可以抽时间过来,5.0,2021/3/13,0,0
144,风景很不错 在上面一圈能有20分钟 很安静！,5.0,2021/1/30,0,1
145,风景优美，波涛阵阵，八十多米高的摩天轮上，尽收眼底，下次还来,5.0,2021/3/5,0,0
146,环境优美，服务很好。风景美丽，值得推荐，beautiful。,5.0,2021/3/7,0,0
147,环境风景特别好看，海边最高的摩天轮，服务态度超级好,5.0,2021/3/3,0,0
148,海丰怡人，一览无余，下次再来值得推荐。,5.0,2021/3/7,0,0
149,很好，孩子很喜欢，设施也给人很安全的感觉，推荐,5.0,2021/2/12,0,1
150,特别好，特别稳，海景特别不错，值得尝试,5.0,2021/1/17,0,1
151,哇塞.！看日落得时候和对象一起太美好了,4.0,2021/3/3,0,0
152,很好很有意思，吓得不轻,4.0,2021/2/16,0,1
153,很好~强烈推荐~,5.0,2021/3/5,0,0
154,还行  也没啥感觉  风大  恐高慎入  摇摇晃晃,3.0,2021/2/28,0,1
155,很好，推荐大家,5.0,2021/2/12,0,1
156,不错，环境也挺好的，停车方便，,4.0,2021/2/27,0,1
157,海边美景尽收眼底，夕阳无限美,5.0,2021/1/17,0,1
158,和好的体验，孩子很喜欢,5.0,2021/2/28,0,1
159,还行，挺好的，不错。。。。。。。。,3.0,2021/2/21,0,0
160,孩子非常开心，比黄岛的高很多,5.0,2021/2/1,0,1
161,青岛最好的摩天轮🎡,5.0,2021/2/1,0,1
162,完美的体验，强烈推荐,5.0,2021/2/1,0,1
163,"【环境】不错
【交通】便利
【项目】挺好的
【餐饮】不错",5.0,2021/2/16,0,1
164,还不错，就是玻璃该擦了，看不清外面的景色,3.0,2021/2/16,0,1
165,特别好，值得购买！看风景特别好，心情特别好,5.0,2021/2/16,0,1
166,"地方好像还没开发好，里面的商业街也很不错，很有感觉。
整体风景不错。",4.0,2021/2/6,0,1
167,售票人员服务态度很好，所有工作人员都很好，摩天轮很高很漂亮，推荐大家来做,5.0,2021/1/16,0,1
168,挺大的摩天轮，风景很好，推荐天气好的时候玩,5.0,2021/2/11,0,1
169,还不错，服务周到。就是本人恐高，哈哈哈哈哈,3.0,2021/2/14,0,1
170,现场买票25，美团40，多花了15大洋！差评,1.0,2021/2/13,0,1
171,环境特别好，还放着很浪漫优美的音乐，特别棒,5.0,2021/2/10,0,1
172,挺大的摩天轮，很好玩，孩子很喜欢,5.0,2021/2/11,0,1
173,听卖票的工作人员介绍摩天轮高88米，是青岛最高的观海摩天轮，不错，跟朋友来第二次了，推荐情侣过来打卡,5.0,2021/1/20,0,1
174,"特别棒，有个烤鱿鱼特别好吃，风景绝美，个人建议在日落的时候去，风景比较美，停车位也比较足，人也很多，摩天轮下面刚好是一个海，做完摩天轮还能下海，小吃也有很多，尽量不要晚上去
【环境】
【交通】
【项目】
【餐饮】",4.0,2020/11/16,1,1
175,服务好环境好，地方优美景色迷人，游玩的好地方,5.0,2021/2/6,0,1
176,"【环境】环境优美，服务态度很好，下次再来
【项目】特别好",5.0,2021/2/6,0,1
177,很好看,5.0,2021/1/23,0,1
178,风景不错，环境很好，放假来这里溜达溜达很不错。,5.0,2021/2/6,0,1
179,"【环境】环境优美 景色迷人
【交通】交通便利
【餐饮】热饮也非常好喝",5.0,2021/1/30,0,1
180,服务非常棒，工作人员讲解很细致，环境不错适合带着小朋友来玩，一次不错的体验。,5.0,2021/1/26,1,1
181,很不错的地方，坐摩天轮看大海。,5.0,2021/2/6,0,1
182,环境优美，适合一大家人来玩。,5.0,2021/2/6,0,1
183,感觉非常不错,5.0,2021/2/8,0,1
184,售票处员工很热情服务好风景优美景色宜人一览无余,5.0,2021/1/30,0,1
185,环境挺好的，能看见全景  服务也很好,3.0,2021/2/1,0,1
186,环境很好服务也好风景优美景色宜人,5.0,2021/1/30,0,1
187,棒棒哒，跟朋友一起来的，很棒，摩天轮真的超级适合情侣打卡哦，,5.0,2021/1/20,0,1
188,风景很好,5.0,2021/2/1,0,1
189,服务态度很好，体验不错,5.0,2021/1/30,0,1
190,带着孩子去的，时间还可以，感觉有十分钟左右，风景不错,4.0,2021/1/20,0,0
191,服务态度十分周到，景色优美，强烈推荐！,5.0,2021/1/23,0,1
192,挺好的一个观赏景观的地方，特别的高，速度适中。下面就是一个沙滩，退潮的时候去应该还可以挖点海货，不错的地方，值得推荐,5.0,2021/1/2,0,1
193,海洋之星冬天的季节也很美 很高很美 季节好的话可以来做做,5.0,2021/1/19,0,1
194,很好，非常好，值得推荐,5.0,2021/1/23,0,1
195,很好玩 可以看风景  停车方便 价格也不贵 下次休息还会再来,5.0,2021/1/12,0,1
196,好好，服务态度好,4.0,2021/1/21,0,1
197,很不错 挺高的挺刺激哈哈哈哈 很浪漫跟女朋友一起来,5.0,2021/1/16,0,1
198,风景很好，下次还回来，工作人员服务态度很好！,5.0,2021/1/13,0,1
199,乘坐过程非常刺激！风景也不错！服务态度也很好！,5.0,2021/1/12,0,1
200,很漂亮,5.0,2021/1/17,0,0
201,哇这个环境太漂亮了啊，非常推荐到这里来，下次还会来的。,5.0,2021/1/12,0,1
202,风景很好，很稳，很安全，海景很漂亮。,5.0,2021/1/13,0,1
203,带孩子去的，开心的不行了，摩天轮挺好玩🎡,4.0,2021/1/11,0,1
204,"期待了好久的摩天轮~
没想到在即墨成功打卡，嘿嘿
一圈20分钟左右，在远处压根看不到摩天轮在动，进去也超稳的，像我这种胆子这么小的，也不会害怕，可以看到好看的景，浪花一层一层还有尽收眼底的红瓦绿树",5.0,2020/10/3,1,0
205,白天去的，没有晚上那么绚丽，不过真的不错哦,4.0,2021/1/9,0,0
206,挺好的呀，风景不错恐高症不要去了,3.0,2021/1/5,0,1
207,玩的非常开心，景色也漂亮，值得游玩的景点~,5.0,2020/11/24,0,1
208,设备还可以，我们去的时候只有我们两个人，晚上了，都没有开灯，对你爱答不理的，旁边吃东西的小姐姐很好,2.0,2020/12/16,0,1
209,"一圈大概20分钟，风景还不错~下午去的，有点小阴天，没拍到夕阳。
摩天轮下午6点就停止运行了
十一假期去的，人不多。
旁边有个奥特莱斯，店铺很冷清，意外的是有几家店折扣很大，意外收获，买了件衣服，3折左右~",4.0,2020/10/7,0,0
210,海风有点大，别的还好，挺恐怖的,3.0,2020/12/31,0,1
211,带孩子座上去，孩子很兴奋，视线可以，就是玻璃有点🌸,4.0,2020/12/21,0,1
212,"还可以吧。              

【环境】。    就是时间有点短",3.0,2020/12/16,0,1
213,风景很美丽还有海鸥，对于恐高的人来说也完全不会害怕~ 赶紧带小伙伴们过来玩吧！,5.0,2020/12/3,0,1
214,挺好玩的，孩子喜欢做，下次去还要去玩✊✊✊,3.0,2020/12/16,0,1
215,环境不错,5.0,2020/12/15,0,1
216,环境特别好，风景秀丽，服务态度非常好，游玩体验完美，强烈推荐！！！,5.0,2020/12/2,1,1
217,这么好玩的地方，强烈推荐，服务也很好，售票室小姐姐很漂亮吗⊙∀⊙！！,5.0,2020/12/2,0,1
218,女儿很喜欢坐，每次来都要转一圈！现在天冷了我们来的时候没有人做！！坐完喝杯热奶茶☕️ 完美！！,5.0,2020/11/24,0,1
219,【环境】很漂亮，去的时候是下午，在摩天轮下面各种拍，孩子想晚上看灯光，所以就天黑了才坐的，怎么说，有点失策，看了评价后知道黄昏时候才是最美的景色，但是晚上也有晚上的好，不恐高，因为看不清下面，可以看远处的灯，下次准备看日落时分景色，希望我的评论会给亲们一些参考，还有，小火车孩子玩也可以，这个大概得去现场买票，摩天轮和小火车有套餐，大概是58一位，小火车边走边喷泡泡，也很美的。,5.0,2020/8/27,0,1
220,环境好，孩子玩的很喜欢，服务人员很周到。,5.0,2020/11/29,0,1
221,服务态度很好，风景很美景色更美,5.0,2020/11/29,0,1
222,非常好  工作人员非常热情 港中旅的全景一览无余,5.0,2020/11/25,0,1
223,跟我最爱的人去的，虽然她常常惹我生气,5.0,2020/11/19,1,1
224,景色很美，感觉不到在转一点也不晕，推荐大家去玩,5.0,2020/10/5,1,0
225,还不错不知道晚上能不能玩周边玩的少,3.0,2020/10/14,0,0
226,景色非常棒，也很平稳，非常好，价格也不贵，强烈推荐！,5.0,2020/11/8,0,1
227,还不错吧，因为他转起来的时候总是吱吱响，有点害怕,3.0,2020/11/5,0,1
228,特别开森，生日来啦！,4.0,2020/11/7,0,1
229,不用排队，服务态度很好，风景非常好，海面看的很有意境，一览无余。,5.0,2020/10/25,0,1
230,里面有些热，转的慢，挺稳当的，还是有些害怕。很早就想去坐摩天轮了，这次是第一次做摩天轮，有点恐高，但是转得很慢，不会觉得晕。里面的空调不好，热出汗来了都。价格如果再便宜一些就好了。从高处往下看，有些害怕，但是视野很好，风景也很美！,3.0,2020/7/31,1,1
231,可以,4.0,2020/10/28,0,1
232,跟爸爸妹妹一起来做的 人很多 就只能 做一圈,3.0,2020/10/18,0,0
233,还可以 就是摩天轮🎡和家人一起玩的,3.0,2020/10/18,0,0
234,和同学们一起来坐摩天轮  价格也合理 超开心～,5.0,2020/9/20,0,1
235,天津的摩天轮去了好几次都没坐上，这里的摩天轮无需排队，随来随座,5.0,2020/10/4,0,0
236,闺蜜说没意思😅😅😅,4.0,2020/10/10,0,0
237,还行平时没有人人人人人人人人人,3.0,2020/10/6,0,0
238,贵，时间太短了，应该坐两圈才好,2.0,2020/10/1,1,1
239,体验一次夜晚的摩天轮，感觉不过瘾，还是再想坐一次日落时分的,5.0,2020/8/27,0,1
240,"Hhhhh
【交通】
【餐饮】
【交通】
【项目】",4.0,2020/10/4,0,0
241,海景不错,4.0,2020/10/4,0,1
242,一家5口体验很好，手可摘星辰的感觉棒极了,5.0,2020/9/26,0,0
243,环境优美防疫到位 欢迎大家来提验特意推荐给大家！！,5.0,2020/9/26,0,0
244,服务简直差到极致，问商家索要发票说要跟美团要，停车还要停车费，商家竟然说没有义务告知！,1.0,2020/9/19,1,0
245,还可以，高度不错,5.0,2020/9/30,0,0
246,超级划算价格合理，老板非常好，强烈推荐给大家，下次来还要坐！,5.0,2020/9/20,0,1
247,体验感不错，环境也很美，价格透明，没有乱收费行为，推荐全家来玩,5.0,2020/9/20,0,1
248,设施好，服务也好  感觉很好,4.0,2020/9/25,0,0
249,毫无疑义只是一厢情愿是随心所欲陕西省文物我Tommy油泼面膜祛痘去痘印,2.0,2020/9/16,0,0
250,假期来做摩天轮 价格也划算 推荐推荐，环境真心不错,5.0,2020/9/20,0,1
251,感受不错，很稳，孩子不害怕，很安全，工作人员很贴心！,5.0,2020/9/20,0,1
252,带着家人过来玩，孩子很喜欢，老婆也很开心，推荐,5.0,2020/9/20,0,0
253,设备很干净卫生，工作人员很有耐心，推荐来玩,5.0,2020/9/20,0,1
254,环境不错，推荐大家来玩，带着孩子来玩不错，强烈推荐,5.0,2020/9/20,0,0
255,孩子一直期待的摩天轮，今天终于有机会带孩子来了，激动的他们一直催，好开心,5.0,2020/9/13,0,1
256,带孩子出来游玩，分享快乐的好心情，好好的了看着大海，别有一番韵味,5.0,2020/9/13,0,0
257,设施很完善，安全到位，风景优美，强烈推荐游玩。,5.0,2020/9/18,0,0
258,很安全，上去很稳，孩子也不害怕，工作人员服务态度很好，下次还来。,5.0,2020/9/13,0,1
259,一般般，你要怎么知道您随心所欲陕西省咸阳市呜呜呜哦,1.0,2020/9/16,1,0
260,带孩子来不错，挺新的，之前路过没发现，体验感不错，建议带着孩子过来,5.0,2020/9/13,0,1
261,带着家人来玩的，都很开心，不错的体验，服务态度很专业，很好,5.0,2020/9/13,0,0
262,第一次做摩天轮，好玩！很喜欢！周边风景也非常美丽！可以看到大海！,5.0,2020/9/10,0,0
263,服务周到，细心，附近环境也不错，设备很干净，推荐朋友们来玩！！！！,5.0,2020/9/10,0,0
264,工作人员服务很好，很细心，价格合理，推荐全家过来玩,5.0,2020/9/12,0,1
265,环境优美，摩天轮很新，卫生很干净，值得过来玩，推荐！！！,5.0,2020/9/13,0,0
266,服务周到，孩子特别喜欢玩耍，特别推荐，以后还会再来！,5.0,2020/9/12,0,0
267,强烈推荐，这里环境优美，设施很新，工作人员服务热心,5.0,2020/9/10,0,0
268,只能说还好吧，附近的景色不是很美,3.0,2020/9/16,0,0
269,非常漂亮，推荐大家购买观看,5.0,2020/9/17,0,0
270,￼超级好看 很想去晚上但是时间￼不对 ￼可惜了￼￼￼,5.0,2020/8/3,0,0
271,适合家人一起过来旅游，这次家人朋友们体验感都很不错,5.0,2020/9/10,0,0
272,环境不错，带着孩子来玩很适合，很稳，很安全,5.0,2020/9/12,0,1
273,很不错，以后还要带朋友们一起过来玩，推荐大家来旅游,5.0,2020/9/10,0,0
274,售票处讲解的很详细，没有乱收费行为，不错,5.0,2020/9/10,0,1
275,非常好玩！很喜欢！可以看到大海！特别高，喜欢喜欢！！！爱了！！！,5.0,2020/9/10,0,0
276,还不错，挺慢的，时间挺长。就是那边景色不算太好，从高空看稍微有点荒凉,3.0,2020/8/31,0,0
277,缺乏氛围感，如果做个主题装饰营造一下氛围可能会好一点，还有一个最不满意的就是不含停车费用。,4.0,2020/8/23,0,0
278,第一次体验摩天轮，感觉还不错。❤️❤️,3.0,2020/9/5,0,0
279,人比较少，感觉有点冷清，看景色可以的！,3.0,2020/9/4,0,1
280,挺好的  每个人都应该体验一次,4.0,2020/9/3,0,0
281,摩天轮很不错，安全性高，风景优美,3.0,2020/8/31,0,1
282,"设施还不错  
【交通】 
周围环境很浪漫 拍照也很好看",5.0,2020/8/29,0,1
283,情人节安排一波摩天轮🎡，景色非常美哈哈哈，售票员小姐姐人很棒哦🤗,5.0,2020/8/25,0,1
284,位置不错，设施新颖，附近环境很美，工作人员很热情,5.0,2020/8/23,0,0
285,价格很实惠，港中旅必要项目。很赞的体验，五星好评。,5.0,2020/8/25,0,0
286,工作人员服务周到细心，推荐大家来玩,5.0,2020/8/23,0,0
287,终于有时间过来啦，景色很不错，开心🥳哈哈哈哈哈哈,5.0,2020/8/25,0,1
288,景色很美，在高空中看到家乡不一样的美，很棒,4.0,2020/8/24,0,0
289,很不错，工作人员讲解的电话很详细，很有耐心，不错,5.0,2020/8/23,0,0
290,浪漫的摩天轮,5.0,2020/8/24,0,1
291,不错，值得推荐，上面很稳当，带着孩子来不错,5.0,2020/8/23,0,0
292,很好，推荐大家过来玩，设施很安全，卫生干净,5.0,2020/8/23,0,0
293,环境很优美，适合情侣过来游玩，解说很详细,5.0,2020/8/23,0,0
294,小哥哥特别帅服务特别好。小姐姐特别漂亮。摩天轮特别好玩儿。下次我们还会再来的。,5.0,2020/7/29,0,0
295,环境不错，里面有空调，价格合理，工作人员很热情,5.0,2020/8/15,0,0
296,环境很不错，更适合情侣一起，哈哈哈,4.0,2020/8/22,0,0
297,附近景色很美，工作人员很热情，解说仔细，上面有空调，值得一玩,5.0,2020/8/15,0,0
