,评论,得分,时间,点赞
11,今天晚上去的就在石老人海水浴场跑步，天太黑了哦(*๓´╰╯`๓)♡没什么人去的哦(*๓´╰╯`๓)♡，白天估计很不错的你。,5.0,2021/04/14,2
12,青岛市内最漂亮的浴场了，可以搭帐篷，游泳,5.0,2021/07/28,0
13,就在家附近，经常带着孩子去玩，现在有几个网红咖啡店，人很多，又添了一些小孩玩的秋千，跷跷板什么的，无论冬夏人都很多。海景也是白看不厌。,5.0,2021/03/24,0
14,沙子细腻，海岸线绵长。有着唯美的传说。背靠浮山。非常受人们欢迎。晚上的灯光秀，喷泉。儿童乐园。人气非常高。,5.0,2021/06/12,0
15,还不错，挺好的，风景真的很美，沙子很细,5.0,2021/07/05,1
16,不错不错不错不错不错，跑步散步的好地方,5.0,2021/06/25,1
17,每年这里都要来往不计其数的游客,5.0,2021/07/04,1
18,这里景色很美趣味性很强性价比很高，,5.0,2021/06/20,0
19,风景很美，海天一色，沙质细腻！,5.0,2021/06/02,0
20,海上的这块石头非常像一位老人，我们也不得不称赞大自然的鬼斧神工，在岸边有很多礁石，非常光滑,4.0,2021/06/21,0
21,乘坐2号线到石老人浴场站，不用出地铁站直达金鼎广场，看了场MX4D电影后出门700米到达啦石老人海水浴场，投入广阔无垠的大海让人有足够的安全感，心底油然而生哒旷达与平静，海浪总会时不时哒馈赠一个小惊喜，不重样的贝壳啦石头啦…一起来领取大海赠予你的独一无二的的小惊喜吧,5.0,2018/11/17,5
22,北方温带地区的海确实不大行，海水浑浊，沙滩也一般。,4.0,2021/06/01,0
23,这里有一个古老的美丽传说。风景优美，景色秀丽。夏天来的时候，很多游客。,5.0,2021/03/31,1
24,"太失望了，石老人浴场的沙滩太脏了，许苔就不说了，沙滩上都是垃圾，海水也很一般，灰蒙蒙的。

可能是涨潮的缘故，石老人也离的很远，拍的不是很清楚。

不过海边有个欧式建筑，颜值还挺高的。

回程的路上遇到一个出租车司机，说最近青岛海水污染厉害，要8月底才会好点。",2.0,2021/07/31,0
25,海水挺干净的，夏天适合游泳，还不错。,5.0,2021/03/01,0
26,好些年前去过一次，还可以吧。。,5.0,2021/03/29,0
27,整修一新城市客厅。干净整洁舒适。大海沙滩游乐设施。,3.0,2021/06/15,0
28,暑假去的，人不是很多，趣味性不低，总体还可以,3.0,2021/06/06,0
29,前天刚去过，宽阔的沙滩，蔚蓝色的海水，还有海风时不时地拂过，海浪一波波的向我打来，我脱了鞋去试海水的温度，起初很凉，后来就习惯了，沙泥踩着很舒服，往深处走，浪花一阵一阵打来，湿了裤腿，还捡到了贝壳，上岸后和兔仔合影，一切都很惬意。,5.0,2020/11/09,0
30,"五月初的大海，海水还有些凉，还不太适合下海，带孩子在海边抓抓小螃蟹也很有乐趣…。
沙滩上也有不少人在放风筝，带孩子挖沙。
沙滩边上有一些娱乐健身器械，好多孩子都在那里玩，有滑梯、秋千、木桥、攀爬架等，还有一处球场，好多青年在打球。
在沙滩上搭个帐篷，晒晒太阳☀️也是美好的一天。",5.0,2020/05/10,2
31,石老人公园海边是人们赶海的好地方，退潮后石缝下有很多小螃蟹、小鱼虾、蚌壳，勤快的赶海人会有意外的收获，每天日出的阳光酒向海里的一个大石头，远远望去，像是一个长着胡须、慈详的老人头，栩栩如生，维妙维肖，仿佛石头老人守望着大海，为赶海的人们放哨祈福，保佑平安，故当地人就把它叫做石老人，有一种妈祖情怀吧！很神奇。,5.0,2016/11/03,66
32,"石老人是青岛著名的旅游景点之一，景区不收取门票，这里是很多旅游团都会来观光的一个地方，也是通往崂山的必经之路。很多摄影爱好者都会在凌晨3点多来这里拍摄日出，这里还是很多钓鱼和有用爱好者爱来的地方。石老人是我国基岩海岸典型的海蚀柱景观。千百万年的风浪侵蚀和冲击，使午山脚下的基岩海岸不断崩塌后退，并研磨成细沙沉积在平缓的大江口海湾，唯独石老人这块坚固的石柱残留下来，形成了现在的形状,从岸边像西北方向望去，海上的这块石头非常像一位老人，我们也不得不称赞大自然的鬼斧神工，在岸边有很多礁石，非常光滑，还经常会有暗流，来这里的时候一定要注意安全，如果游泳的话千万不要往深海里游。
交通：在青岛市区乘坐301、304、311、313、317、362路公交车，都可以到石老人附近，下午向北步行不远即到。
住宿：在石老人旁边就有酒店可以住宿。
美食：青岛的美食主要是海鲜和啤酒，在市区有一家百年老店春和楼，这里的鲁菜非常有名。",5.0,2015/12/27,89
33,暑假去的，人不是很多，天气热，浴场还是有点晒的，注意安全为主,3.0,2021/03/26,0
34,相传，石老人原是居住在午山脚下的一个勤劳善良的渔民，与聪明美丽的女儿相依为命。不料一天女儿被龙太子抢进龙宫，可怜的老公公日夜在海边呼唤，望眼欲穿，不顾海水没膝，直盼得两鬓全白，腰弓背驼，仍执著地守候在海边。后来趁老人坐在水中拄腮凝神之际，龙王施展魔法，使老人身体渐渐僵化成石。姑娘得知父亲的消息，痛不欲生，拼死冲出龙宫，向已变作石头的父亲奔去。她头上插戴的鲜花被海风吹落到岛上，扎根生长，从而使长门岩、大管岛长满野生耐冬花。当姑娘走近崂山时，龙王又施魔法，把姑娘化作一巨礁，孤零零地定在海上。从此父女俩只能隔海相望，永难相聚，后来人们把这块巨礁称为“女儿岛”,5.0,2017/09/24,32
35,空气很好，景色很美，海天一色，蓝盈盈的美。可以乘坐快艇，感受海面飞行般的快感，海风迎面扑来，头发纷飞，别样的肆意畅快。海边有细沙，带孩子来玩儿孩子会很开心，玩儿沙子，堆沙堡。沿着海边走，感受浪花一朵朵的拍打，拍打自己的脚丫，很舒服，望着海的广阔，一切烦恼好像都能被它吞噬，被浪花带走。,5.0,2016/12/10,49
36,青岛东部的石老人海水浴场，是青岛最大的海水浴场，沙质不错，沿着海滨步道，周边景观不错，夜景很好，音乐广场有喷泉，很漂亮。,5.0,2020/06/18,3
37,"石老人海水浴场、金沙滩、银沙滩虽距离市中心较远，但风景沙质却更好，尤其是金沙滩。
金沙滩色泽如金，沙质细软却不会塌陷，走在上面如履平地，一点都不扎脚。
海水清澈透亮，阳光洒在浅滩处的水面，透入水下的沙面，金光灿灿，“亚洲第一滩”真的名不虚传！",5.0,2019/12/30,1
38,崂山区的卧龙山庄，就在石老人海水浴场的不远处，步行不过二十分钟。晚餐后去遛弯散步🚶‍♀️，沿着海岸的奥运步行道，在奥运文化广场，看夜景🌃也非常漂亮，图案随着音乐🎵不停的变换，突出青岛崂山的特色之美。露天酒吧的歌手在尽情弹唱，游客可以互动。青岛的夏天，啤酒🍺海鲜🦞是绝配😄,5.0,2020/07/19,0
39,石老人海水浴场位于青岛市崂山区海尔路南端，是青岛市的海水浴场之一。是集度假、观光旅游、海上运动、沙滩运动、休闲娱乐为一体的综合性旅游度假海滩。不足之处是游泳更衣配套设施不太完备。,5.0,2021/01/01,1
40,石老人海水浴场离市区非常非常的远，打车过来要半个多小时呢，但是这边的风景真的不错，海水比市区的清澈很多，颜色也很蓝。可以玩一两个小时。,4.0,2020/09/15,1
41,对于外地游客而言，石老人海水浴场更适合。人不多，不像一浴那样下饺子。沙滩质量很好，海水很清澈，视野很开阔。美中不足的是帐篷、沙滩椅、淡水冲洗等费用太贵。,5.0,2016/09/12,50
42,石老人海水浴场，位于青岛的崂山，这边景色真的没话说，还欣赏了一下这边的巨石，非常具有特色，海水浴场很大，游客也是挺多的。,5.0,2020/04/27,1
43,石老人海水浴场的景色还是很美的呢。也是青岛市区里面非常不错的一个海水浴场，海水浴场周边的设施还有环境也是很好的。到了晚上的时候，夜景很美，还有音乐喷泉呢。,5.0,2020/07/06,1
44,"位于青岛市市区的东部，是青岛最大的海水浴场。从市区打车过去约一个小时。
去浴场游玩的既有青岛本地人，也有象我这样的外地游客。由于是第一次与大海的亲密接触，所以印象颇深！",5.0,2020/01/01,0
45,"第一次看“海上生明月”，
月亮仿佛被一层纱蒙住了，朦朦胧胧，
却意外的有一种温柔的味道。

望向海平面的另一端，只见些许岛屿，
沙滩上，情侣、孩童在嬉戏玩耍，
贪恋这美好时光不愿离开。
我闭上眼睛，听潮涨潮落，浪花拍打沙滩的声音，
那一刻，我只想就这么虚度时光。

有人说，
大海的深处，贩卖着蓝色的孤独，
我想，这份孤独应该是自由且珍贵的。

地址： 石老人海水浴场 
设备：佳能6D2+70-200 f2.8镜头
调色：电脑LR+PS
Tips：建议在五点左右抵达海边，可以观赏海边日落，日落后的蓝调时刻可以拍情绪人像，七点左右天就黑了，如果当天月亮清晰可见的话就更出片了

｜青岛旅行｜青岛景点｜青岛摄影｜青岛拍照｜
｜毕业旅行｜网红打卡｜拍照圣地｜旅行攻略｜
｜玩乐指南｜摄影教程｜记录生活｜海边旅行｜
｜日常碎片｜每日壁纸｜审美积累｜小众旅行｜
｜周末好去处｜周末去哪儿｜国内旅行推荐｜",4.4,2021/07/02,3
46,恰逢台风玲玲过境，哪怕是最风平浪静的浴场，也掀起了风暴潮。只能说正好，波澜壮阔的才是大海，偶尔驯服的也只是表面，人少的浴场，海浪翻滚，很美,5.0,2019/09/07,0
47,石老人海水浴场位于崂山区，沙质白细，海水清澈。退潮时，沙滩上会有很多蛤蜊，用铁丝拧一个小铁耙便可以在沙滩上划刨，这里赶海，收货会很多。,5.0,2020/12/27,0
48,"海滩很棒，路边停车也很方便。值得去。
我们是上午去的，国庆节这个时候说实话去海边有些凉了，洗海澡不太合适了，但是沙滩很大，而且不远处就是青岛海滩地标—石老人，很有青岛的感觉。",3.0,2020/10/06,0
49,石老人这里我最喜欢春天和秋天，那么多人，能静静的听海的声音，只是这些年青岛的天气不是很好，如果再有蓝天白云配合，将是多么美好的事,5.0,2019/10/24,0
50,"开始一个新的视频系列【航拍青岛】，也是【城市之光】的姊妹篇，将青岛的主要地标以航拍的形式呈现出来。我还会尝试用音乐和故事把这些地标串联起来，给你们更多的想象空间。

这一期的地标有：石老人，规划展览馆，雕塑园，天主教堂。",4.4,2021/07/16,0
51,"【趣味】“写信告诉我，今天海是什么颜色？”风生水起，全靠自己。早安！出来走走真的在海边遇到了Five little ducks。
【性价比】免费免费。",4.0,2020/05/21,0
52,"青岛｜小众免费海景，礁石边拍魔幻风

主角：石老人
地址：青岛市崂山区香港东路466号海域中
门票：免费
建议游玩时间：1小时

石老人传说：

石老人是一座位于大海中的海蚀柱，据说石老人曾经是一位每日坐在海边盼女归来的老父亲，时间一天天过去，这位老父亲就化作一块巨石，仍然面朝大海，面朝爱女归来的方向，仔细看看石老人，仿佛也是一位托腮而坐的老人形象，现在围绕石老人，有发展完善的商圈，还有备受游客喜爱的海水浴场。

去哪看：

分享一个近距离欣赏石老人的地方，定位青岛石老人房车营地，巨大的停车场可以随意停车，非常方便，停车场往前偶可以下到海边，沿着海边可以一直走到礁石处，石老人就在附近的海域中央，在这里可以拍夕阳，也很适合航拍。

网红山洞：

青岛最近很火的网红山洞就在这边，山洞需要在退潮的时候绕过去，可惜我去的时候是涨潮，只能小飞机绕一圈过去看看，有想来打卡的小伙伴要注意潮汐。

礁石：

拍不成网红山洞的话也不要灰心，旁边的礁石也非常好拍，配上神秘色调的斗篷，轻松get魔幻风，以高楼大厦为背景的海岸线也很好看。



持续分享各地旅行攻略青岛吃喝玩乐，
欢迎小伙伴来围观我哦",4.4,2021/07/02,1
53,"一、出发前准备：
1、衣物：凉拖沙滩才会更配啊~鲜艳的裙子衣服，拍照才好看。防晒衣一定要带。泳衣提前买好，临时买肯定小贵。
2、日用品：身份证、学生证、遮阳伞、遮阳帽、墨镜、润唇膏、面膜、防晒霜，一个都不能少，尤其是防晒霜，否则真的可能会晒到蜕皮。
3、药物：带上一些常见的药物，比如感冒药、止泻药、创可贴。小小的医疗包可是旅行必备。
我们是从成都双流机场—青岛流亭机场
来回都是买的往返一千六，可以提前关注特价机票
在青岛我们出行基本上都是打车，因为有些景点距离还是有些远的。

三、行程路线安排：

栈桥—天主教堂—大学路—信号山

栈桥：免费 是青岛的地标性建筑，可以深入海中，幸运的话还能看到一个游泳的高手在水面上仰浮着。这个在海中遗世独立的小亭子，最适合合影留念了。

八大关—第二海水浴场—五四广场

八大关景区：套票20，集中了俄 英 法 德 20多个国家的建筑。绝佳的拍照地。·关内花石楼和公主楼最为有名，建筑风格独特，需要收取门票，是来此必打卡地。
石老人海水浴场-大学路
可以吃吃韩料还算正宗，吃的海鲜不好吃就不推荐了",4.4,2021/06/16,1
54,还是不错的，可以去看看海，也可以玩玩海，现阶段人应该蛮多的了，阳光，沙滩，海浪，就差仙人掌了，要是有小朋友，带这里来会很开心。,4.0,2020/08/01,2
55,去青岛很多次了，失了人还去一场，还真就去过一次，因为离的比较远，我们也是自己开车过去的。这边的环境还是很不错的，因为挨着山比较近。周边也比较发达，吃住都比较方便。,4.4,2020/05/09,0
56,石老人浴场，家门口的好玩地方，隔几天就要去一次，现在增加了秋千，体育锻炼器材，篮球场，还有个网红的玻璃咖啡馆，海边的木栈道走起来美景尽收眼底。,5.0,2019/10/05,1
57,"我去了很多的沙滩 浴场 ，每一个浴场都形似 相差无几 ，如小麦岛周围，太平角公园，太平角公园傍晚 太阳是天然的打光灯，在那拍照的情侣都不用带反光板。
石老人的特点，就是人较多 到处都是帐篷 ，垃圾桶也设置得很可爱，还有沙滩排球场，水上滑行 

交通攻略：
从小麦岛公园出来左转直行到公交站 ，乘317路到海口路海尔站下车进入石老人

亮点特色：人较多 帐篷较多 拍风景也美",4.4,2021/06/23,0
58,"石老人海水浴场位于崂山区海尔路南端，是青岛市区最大的海水浴场之一。因左端海中巨石""石老人""得名，是青岛市""石老人国家旅游度假区""的一部分。石老人以手托腮，注目凝神，每天晨迎旭日，暮送晚霞，伴着潮起潮落，历尽沧桑，不知度过了多少岁月。这个由大自然鬼斧神工雕凿的艺术杰作，已成为石老人国家旅游度假区的重要标志，也是青岛著名的观光景点。石老人海水浴场水清沙细，滩平坡缓。改造后的海水浴场由滨海步行道贯穿始终，并以此为主线串起度假海滩、欢庆海滩、运动海滩、高级会员海滩等4个高质量沙滩活动区域，成为集度假、观光旅游、海上运动、沙滩运动、休闲娱乐为一体的综合性旅游度假海滩。",4.4,2021/06/16,0
59,"给大家推荐户外烧烤的地方
青岛石老人房车营地
虽然是收费的 但是这个景色和环境值得了 一块大草皮地
后面是树林 前面是石老人海边
场地费一百七左右 仅是入场费哦
烧烤炉子 炭火 肉肉 这些都是自己买的带来的
我就是pdd买的 烧烤用具 穿好了肉带来的
另外我们带了帐篷 椅子 遮阳伞等等
在场地内租棚子要一百八 还需要提前预定 当天去很难定到了
天气很晒 建议三点以后来玩 费用是一天的 晚上可以过夜
另外房车也对外租 八百一天过夜 四人床位
不过唯一吐槽的点就是厕所太了 移动公厕 就一直没有上厕所 应该可以去海边上 离石老人很近 走着就行
停车一天十元",4.4,2021/06/08,0
60,"哈喽，我是大宋
给姐妹们推荐一个偶然发现的秘境，景美人少！远眺青山屹立，近看波光粼粼，少有人去，且就在市区！ 
-
大家来石老人海水浴场可能只会去如是书店或者小济州岛白色房子那里，往东继续走，有一片被遗忘的角落，停靠的渔船遍地的礁石群和幕崖，一片蓝天，几朵白云，一群海鸥掠过，让人心旷神怡。像极了巴厘岛的海岸！
-
石老人海水浴场 石老人海水浴场 
具体位置从小济州岛白色房子顺着海边一直往东走到头就是，白色房子之前专门介绍过，需要可以翻阅
-
拍照攻略
涨潮时拍渔船在海面上碧波荡漾，拍照唯美
衣服可以选择仙仙的长裙，白色黑色蓝色都好看，带个草帽搭配一下，不单调
幕崖当背景人小景大更震撼
夏天下午四点后光线更柔和
清晨可以看日出
-
主页更多小众玩法和拍照教程
笔记已分类需要可翻阅
喜欢记得关注",4.4,2021/06/08,0
61,"去过青岛的第一第二浴场，经历了下饺子般的场景，想找一片清净的海域看海，于是根据当地人的推荐，怀着忐忑的心情来到 石老人海水浴场 瞬间被这片海滩惊艳到了，这片海域无比的宽阔，海岸线很长，即使人多也不感到拥挤，还能各自圈出一块互不干扰的玩耍，换衣服冲澡也便宜，一个字爽！

石老人海水浴场，位于崂山区海尔路南端，是青岛市最大的海水浴场，是青岛石老人国家旅游度假区的一部分。崂山脚下，临海断崖，距离海岸十多米处有一石柱，形如坐在海中的老人，因而得名“石老人”。伴着潮起潮落，历经千年风浪侵蚀，石老人依然坐立海中，屹立不倒，成了一个美丽的传说，也成了青岛著名观光景点。

石老人海域沙细坡缓，滨海步道贯穿其中，有快艇，海上运动等娱乐，也是看日出日落的好地方，天气好的夜晚还可以拍到星空月亮，去 小麦岛公园 也方便，沙滩很大，冲澡换衣卫生间都比较方便，海岸边还有书店和咖啡厅，也是拍照的好地方。

地址：青岛市崂山区石老人海域。

门票信息：免费，冲澡换衣10元。

交通信息：地铁M2号线在石老人浴场下车。
公交市内可乘坐102，104，110，125，301，321等海尔路下车。

周边景点：青岛博物馆，石老人观光园，崂山，小麦岛。

酒店推荐： 青岛蓝朵海景假日公寓 斯维登精品公寓(青岛会展中心石老人海水浴场) 

美食推荐：海鲜馆，山东饺子馆，麦当劳都有。

拍照建议：穿白色，黑色裙子很出片。

看日出：一定要早一个小时来，四点半前到最好。

温馨提示：海边紫外线强烈，一定一定要涂防晒霜，最后50倍防水以上的。

出行海边必备：手机防潮袋，充电宝，防晒霜，墨镜。

玩了整整一天，很愉快，坐在沙滩上吹着海风，看一望无际的海，还没人打扰，太美了～ 青岛·山东",4.4,2021/06/07,0
62,"
说过很多美好，这次说点…… 石老人海水浴场 
“石老人”这个名字来源于近海岸那座石柱形似老人。
不论如何，这地方是个【海水浴场】
 
顾名思义海边饺子汤。
人很多/水比较浊/
没太多商圈所以饭店也几乎都是为游客而开/
在海边走着会时不时有人来问“嫚儿，海上摩托玩不玩？”
 
不过如果天气好，这里的日出还是很美！
如果说就冲着海水浴场来并不怕人多，这里的设施还不错。走几步就能看到一个淋浴间。
附近有间海边咖啡馆，建筑有特点气氛也蛮好。
 
以上见解来自
喜欢自由旅行不挤景区宅在酒店人群恐惧的人（我）",4.4,2021/05/27,0
63,"打卡石老人山洞！人太多抢不到大山洞？那就蹲个小山洞拍呀！

晚上六点半左右的石老人还是有不少人，大多挤在大山洞（也就是网上打卡的地方），但是！你再往东走几步儿，能看到一个不太深的矮洞！为了拍照，蹲进去吧！成片也很好看！
查好了当天的退潮时间发现正好也是日落时间，可惜随着季节变化，太阳落山的位置已经偏移到浮山的位置了，但是晚霞还是很美哒
定位石老人房车营地",4.4,2021/05/16,0
64,石老人浴场，经过改造，增加了一些儿童活动器械，周围环境不错，海水也比以前干净。,5.0,2020/10/19,0
65,石老人海水浴场水清沙细，滩平坡缓，成为集度假、观光旅游、海上运动、沙滩运动、休闲娱乐为一体的综合性旅游度假海滩，风景也是很美的，很大气！,4.4,2019/11/01,0
66,很好的地方，是青岛最好的浴场之一。,5.0,2021/02/03,1
67,石老人浴场的沙子特别细，比金沙滩的沙子细，但是沙滩太硬，附近餐饮特别方便，住宿方便，浴场有更衣洗浴处，特别方便，岸边还有喝咖啡的地方。,4.4,2020/07/04,0
68,来前没人告诉我是这样的啊，妈妈咪啊～～我怎么跟孩子解释蔚蓝色的大海啊,4.4,2021/07/11,1
69,青岛市民休闲的好去处，赞赞赞赞赞赞赞赞赞赞,4.4,2020/10/18,0
70,"제주도에 있는 적 不能去济州岛就假装在济州岛吧！
啊 好想回一趟韩国啊ㅠㅠ
언제 들어갈 수 있겠니

这个小路在市区的海边，其实就是经典的打卡地——石老人海水浴场。但是找好角度取景就很意外的不像是游客聚集地[Laugh]
不过五一期间去的游客实在是太多了，消除笔也部那么灵啦[Tongue]
tips：动起来，假装不经意，假装路过[Doge]",4.4,2021/06/04,0
71,景色不错，夏天去比较凉爽，看看大海，挺好,4.4,2020/12/09,0
72,风景不错，可以挖螃蟹哈哈哈哈哈哈,4.4,2020/12/26,0
73,沙滩很细，天然海水浴场，推荐。,4.4,2020/12/26,0
74,去过石老人海水浴场，风景挺好的,5.0,2020/09/12,0
75,感觉这边的空气比较好，因为周边山比较多，我还是第1次到这个海水浴场，周边的房子也比较多，比较现代化，可能住宿什么的都比较方便。,4.4,2020/04/02,2
76,青岛市区的大众海水浴场，长度不及黄岛金沙滩。不过纵深的宽度，略比金沙滩要宽，沙质比较细腻，浪不算太高。夏日戏水亲子的好去处。,5.0,2020/06/29,0
77,"【景点攻略】
详细地址：

交通攻略：

开放时间：随时

门票价格：无

亮点特色：沙子很干净，主要在社区带娃很方便，太晒的时候可以泡在酒店或去逛商场，下午四点之后到海边玩水玩沙子，感觉外地人比较少，所以沙滩比较安静，适合静静地陪娃和放飞思绪， 石老人海水浴场 

",4.4,2021/07/07,0
78,"青岛冬天最美的风景在哪里呢？原来青岛的冬天比夏天更美，曾经无数次在夏天来到这片海滩，居然从来没有在冬天来过，于是，我来了……
傍晚时分，冬日暖阳落下，这个地方叫做石老人，褪去了夏日熙熙攘攘的人群。它回到了最真实的自己！眼前的海犹如平静的老人，潺潺流过，没有人孩童的吵闹，没有了游客的惊声叹语，厌倦了嘛？如果有一天你很难过，就来这里，这里的海面藏着我们曾见过的晚霞，心底的压抑，瞬间归于平静。踩上软绵的沙滩，深呼吸一口大海的味道！",4.4,2021/06/06,0
79,"来青岛的第二站，从沙子口大学去石老人海水浴场，这个网红山洞你应该在各大地点都看到了攻略，太值得去拍摄一下了。这里我也分享一下我的经验

 石老人海水浴场 
需要走一段路，都是石头，所以建议大家来海边选一个鞋底厚且舒服的鞋子，抓地力强更好。

其实说实话黄昏的时候来非常好，不过因为我们的行程问题，我们是下午去的，大风刮的我忘乎所以，你看我的图片全是大风。

建议查一下潮汐表，不然你可能来了以后、潮水没有褪去，效果就会很不好。

摄影
我用的是SonyA7M3和135定焦头，由于没有广角、所以山洞的拍摄和你在网上看到的全景图不太一样，主要我还是拍摄人。如果你是黄昏前去，还是带个广角，或者iPhone的广角也能满足你的需求。

调色我用的Lightroom
灰调冷感的调色，偏寂静一些。海边的调色方案很多，可以参考。

青岛｜石老人海水浴场｜海边礁石",4.4,2021/04/25,2
80,五一前夕去的青岛在海边玩得很开心不过还不是下水的时候可是也脱了鞋在海边走了有感受了下海水感觉石老人浴场人比较少点比青岛其他浴场海水也干净点拍了很多照片在沙滩上写字和青旅认识的小伙伴在海边散步感觉很棒,4.4,2015/05/05,24
81,以前刚听说这里挺好，一直没有去过，我们坐公交车过去之后下车就看到一个喷泉广场，还是蛮有感觉的，虽然不大海水浴场的人还是比较少的。可能与天气的原因有关。,4.4,2020/01/13,0
82,我们是坐公交过去的，到了之后就发现有一个音乐喷泉，还是挺有意思的，整个海上也是比较平静，海水特别清澈，背后有崂山，还有一些比较漂亮的建筑，风景很美！,4.4,2019/10/10,0
83,如果不赶周六周日去，人不太多，浴场游泳不收费，停车收费，停车场离浴场不远。游完泳如果在浴场冲澡的话，三十元每人。可以自带帐篷，更衣或遮阳。最好戴墨镜雨伞，有太阳时很晒,4.4,2019/08/07,7
84,如果你来青岛，我才不会带你去人挤人的栈桥！%旅行 %旅游攻略 %青岛,4.4,2021/07/14,0
85,来了青岛很多次了，这还是第1次来到崂山的海边，海水浴场这边也是比较干净，而且住宿什么的都比较方便。我们去的季节正好是淡季，所以说还是比较舒服的。,4.4,2020/03/24,0
86,"

青岛的岛但大多都是人挤人，小麦岛，燕儿岛等，但我还是发现了一个拍照特别好看的小众岛.
济州岛分岛石老人海水浴场
.
这里有座白色的小房子，其实是保安室，两边有绿油油的草地，秋天的话是芦苇荡，不过怎样都好看啦.
拍照特别简单清新，随随便便温柔ins风都出来了.
.
地址：可定位【花神书咖】
：一直沿着海边往东走就能找到这个小房子.
.
沙滩上有很多可爱的“海洋生物垃圾桶”，小海马状，小海豚的，超级可爱
.
我去的時候很阴天，但也能拍出很好看的照片；估计有阳光拍出来会更美，四月份的青岛海边还是很冷，拍照冻成小狗.
.
Tips：下雨可以带透明伞也可以拍出好看的照片.
真的多穿一点，呜呜呜好冷.
尽量穿韩风一点，不定位以为你在济州岛hhh.
打车可以直接到海边，记得沿海岸线那条马路走，可以往东开到白房子停下来，可以少走路.
不嫌麻烦带点ins风小物件，包包，鲜花都可以.
.
穿搭
包包 ：COS Collection of Style
衬衣： NOME 诺米
裤子：elina sea
鞋：脚衫
	
青岛拍照｜石老人海水浴场｜海边拍照｜青岛海边｜
青岛旅游｜青岛旅行攻略｜青岛小济州岛｜
青岛去哪儿玩｜修图app｜vsco调色｜青岛网红打卡地
.",4.4,2021/04/25,1
87,这里可以说也是青岛东部的地标之一，打卡～,4.4,2021/01/11,1
88,这边的浴场非常的大，而且周边的建筑比较多，注册起来也比较方便，也是一个比较现代化的海水浴场，周边的配套是比较齐全的。风景也还算可以。,4.4,2020/04/19,0
